"RANK","PLAYER (291)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"T33","Dexter Fowler","RF","30.4","6.168","R","CHC","CHC","1","$13,000,000","$13,000,000",""
"T33","Chris Young","","32.9","3.039","R/R","NYY","BOS","2","$13,000,000","$6,500,000",""
"35","Tyler Clippard","RP","31.5","6.148","R/R","NYM","ARI","2","$12,250,000","$6,125,000",""
"T36","Antonio Bastardo","RP","30.9","6.054","R/L","PIT","NYM","2","$12,000,000","$6,000,000",""
"T36","Hisashi Iwakuma","","35.3","","R/R","SEA","SEA","1","$12,000,000","$12,000,000",""
"38","Chris Young","RP","37.2","9.039","R/R","KC","KC","2","$11,500,000","$5,750,000",""
"39","Mark Lowe","RP","33.2","0.159","L/R","TOR","DET","2","$11,000,000","$5,500,000",""
"T40","Steve Cishek","RP","30.2","4.143","R/R","STL","SEA","2","$10,000,000","$5,000,000",""
"T40","Jason Motte","RP","34.2","7.027","R/R","CHC","COL","2","$10,000,000","$5,000,000",""
"T40","John Axford","RP","33.3","5.170","R/R","COL","OAK","2","$10,000,000","$5,000,000",""
"T43","John Jaso","","32.9","0.028","L/R","TB","PIT","2","$8,000,000","$4,000,000",""
"T43","Ian Desmond","CF/1B","30.9","6.027","R/R","WSH","TEX","1","$8,000,000","$8,000,000",""
"45","Jonathan Broxton","RP","32.2","3.02","R/R","STL","STL","2","$7,500,000","$3,750,000",""
"T46","Mike Minor","SP/SP1","28.7","4.138","R/L","ATL","KC","2","$7,250,000","$3,625,000",""
"T46","Bartolo Colon","SP/SP2","43.2","11.061","R/R","NYM","NYM","1","$7,250,000","$7,250,000",""
"T48","Doug Fister","SP/SP2","32.5","6.058","L/R","WSH","HOU","1","$7,000,000","$7,000,000",""
"T48","Chase Utley","2B","37.7","6.027","L/R","LAD","LAD","1","$7,000,000","$7,000,000",""
"T48","Mike Napoli","1B/DH","34.8","9.151","R/R","TEX","CLE","1","$7,000,000","$7,000,000",""
"T48","Oliver Perez","","35.0","11.058","L/L","HOU","WSH","2","$7,000,000","$3,500,000",""
"T52","Chad Qualls","RP","38.0","4.058","R/R","HOU","COL","2","$6,000,000","$3,000,000",""
"T52","Rich Hill","SP","36.4","6.127","L/L","BOS","OAK","1","$6,000,000","$6,000,000",""
"T52","Colby Lewis","SP/SP3","37.0","","R/R","TEX","TEX","1","$6,000,000","$6,000,000",""
"T55","Alejandro De Aza","LF","32.3","6.139","L/L","SF","NYM","1","$5,750,000","$5,750,000",""
"T55","Pedro Alvarez","1B","29.5","5.085","L/R","PIT","BAL","1","$5,750,000","$5,750,000",""
"57","Nori Aoki","LF","34.6","","L/R","SF","SEA","1","$5,500,000","$5,500,000",""
"58","Tyler Flowers","C","30.6","4.148","R/R","CHW","ATL","2","$5,300,000","$2,650,000",""
"59","Rajai Davis","CF","35.8","4.043","R/R","DET","CLE","1","$5,250,000","$5,250,000",""
"T60","Austin Jackson","CF","29.5","","R/R","CHC","CHW","1","$5,000,000","$5,000,000",""
"T60","Brayan Pena","C","34.6","0.081","S/R","CIN","STL","2","$5,000,000","$2,500,000",""
"62","Steven Pearce","1B/LF","33.3","6.116","R/R","BAL","TB","1","$4,750,000","$4,750,000",""
"T63","Chris Iannetta","C","33.3","9.013","R/R","LAA","SEA","1","$4,250,000","$4,250,000",""
"T63","Henderson Alvarez III","SP","26.3","","R/R","MIA","OAK","1","$4,250,000","$4,250,000",""
"T63","Trevor Cahill","SP","28.4","6.098","R/R","CHC","CHC","1","$4,250,000","$4,250,000",""
"T66","Jerry Blevins","RP","32.9","6.081","L/L","NYM","NYM","1","$4,000,000","$4,000,000",""
"T66","Alexei Ramírez","SS","34.9","1","R/R","CHW","SD","1","$4,000,000","$4,000,000",""
"T66","Dioner Navarro","C","32.5","2.091","S/R","TOR","CHW","1","$4,000,000","$4,000,000",""
"T66","Juan Uribe","3B","37.4","6.089","R/R","NYM","CLE","1","$4,000,000","$4,000,000",""
"T66","Joe Blanton","RP","35.7","3.158","R/R","PIT","LAD","1","$4,000,000","$4,000,000",""
"T71","David Hernandez","RP","31.2","6.095","R/R","ARI","PHI","1","$3,900,000","$3,900,000",""
"T71","Neftali Feliz","RP","28.2","5.151","R/R","DET","PIT","1","$3,900,000","$3,900,000",""
"73","Cliff Pennington","SS","32.2","6.114","R","TOR","LAA","2","$3,750,000","$1,875,000",""
"74","Tony Barnette","RP","32.8","","R/R","ARI","TEX","2","$3,500,000","$1,750,000",""
"T75","David Freese","1B","33.2","6.028","R/R","LAA","PIT","1","$3,000,000","$3,000,000",""
"T75","Juan Nicasio","RP","29.9","4.084","R/R","LAD","PIT","1","$3,000,000","$3,000,000",""
"T75","Yusmeiro Petit","RP","31.8","5.016","R/R","SF","WSH","1","$3,000,000","$3,000,000",""
"T75","A.J. Pierzynski","","39.6","15.100","L/R","ATL","ATL","1","$3,000,000","$3,000,000",""
"T75","Stephen Drew","2B/SS","33.4","3.038","L/R","NYY","WSH","1","$3,000,000","$3,000,000",""
"T75","Mat Latos","SP","28.7","6.079","R/R","LAA","CHW","1","$3,000,000","$3,000,000",""
"81","Geovany Soto","C","33.6","2.096","R/R","CHW","LAA","1","$2,800,000","$2,800,000",""
"82","Mark Reynolds","3B/1B","33.0","2.138","R/R","MIL","COL","1","$2,600,000","$2,600,000",""
"T83","Tim Lincecum","RP","32.2","8.148","L/R","SF","LAA","1","$2,500,000","$2,500,000",""
"T83","Bud Norris","RP","31.4","6.068","R/R","SD","ATL","1","$2,500,000","$2,500,000",""
"T83","Alex Avila","C","29.5","6.061","L/R","DET","CHW","1","$2,500,000","$2,500,000",""
"T83","Sean Rodriguez","2B","31.3","6.133","R/R","PIT","PIT","1","$2,500,000","$2,500,000",""
"T83","Chris Carter","1B","29.7","","R/R","HOU","MIL","1","$2,500,000","$2,500,000",""
"T83","Jim Johnson","RP","33.1","7.161","R/R","LAD","ATL","1","$2,500,000","$2,500,000",""
"89","Franklin Morales","RP","30.6","","L/L","KC","MIL","1","$2,300,000","$2,300,000",""
"90","Matt Albers","RP","33.6","4.141","L/R","CHW","CHW","1","$2,250,000","$2,250,000",""
"T91","Jimmy Rollins","SS","37.7","7.015","R","LAD","CHW","1","$2,000,000","$2,000,000",""
"T91","Tommy Hunter","RP","30.1","6.090","R/R","CHC","CLE","1","$2,000,000","$2,000,000",""
"T91","Mike Aviles","3B/SS/2B","35.4","7.091","R/R","CLE","DET","1","$2,000,000","$2,000,000",""
"T91","Alfredo Simon","SP/SP2","35.2","5.142","R/R","DET","CIN","1","$2,000,000","$2,000,000",""
"T91","David Murphy","DH","34.8","8.087","L/L","LAA","BOS","1","$2,000,000","$2,000,000",""
"T91","Fernando Rodney","RP","39.4","12.137","R/R","CHC","SD","1","$2,000,000","$2,000,000",""
"T91","Bronson Arroyo","SP/SP5","39.5","5.15","R/R","LAD","WSH","1","$2,000,000","$2,000,000",""
"T91","Ryan Vogelsong","SP","39.1","1.02","R/R","SF","PIT","1","$2,000,000","$2,000,000",""
"T91","Kelly Johnson","2B","34.5","2.172","L/R","NYM","ATL","1","$2,000,000","$2,000,000",""
"T91","Alexi Ogando","RP","32.8","","R/R","BOS","ATL","1","$2,000,000","$2,000,000",""
"T91","Franklin Morales","RP","30.6","","L/L","MIL","TOR","1","$2,000,000","$2,000,000",""
"102","Eric O'Flaherty","RP","31.5","1.062","L/L","NYM","PIT","1","$1,750,000","$1,750,000",""
"103","Justin Ruggiano","RF","34.3","4.123","R/R","LAD","TEX","1","$1,650,000","$1,650,000",""
"104","Matt Thornton","RP","39.9","3.129","L/L","WSH","SD","1","$1,600,000","$1,600,000",""
"T105","Jeff Mathis","C","33.3","9.012","R/R","MIA","MIA","1","$1,500,000","$1,500,000",""
"T105","Ruben Tejada","SS","26.8","4.171","R/R","NYM","STL","1","$1,500,000","$1,500,000",""
"T105","Rickie Weeks","1B","33.9","3.036","R/R","SEA","ARI","1","$1,500,000","$1,500,000",""
"T105","Will Venable","CF","33.8","6.155","L/L","TEX","CLE","1","$1,500,000","$1,500,000",""
"T105","Ryan Raburn","LF/RF","35.3","2.056","R/R","CLE","CLE","1","$1,500,000","$1,500,000",""
"T105","Chris Capuano","","38.0","2.161","L/L","NYY","MIL","1","$1,500,000","$1,500,000",""
"T105","Craig Breslow","RP","36.0","8.088","L/L","BOS","MIA","1","$1,500,000","$1,500,000",""
"T105","Franklin Gutierrez","","33.5","2.011","R/R","SEA","SEA","1","$1,500,000","$1,500,000",""
"T105","Neal Cotts","RP","36.4","","L/L","MIN","HOU","1","$1,500,000","$1,500,000",""
"T105","Carlos Villanueva","RP","32.7","1.03","R/R","STL","SD","1","$1,500,000","$1,500,000",""
"T105","James Russell","RP","30.6","","L/L","CHC","PHI","1","$1,500,000","$1,500,000",""
"T105","Jacob Turner","RP","25.2","","R/R","CHW","CHW","1","$1,500,000","$1,500,000",""
"117","Daniel Nava","LF","33.5","4.045","S/L","TB","LAA","1","$1,375,000","$1,375,000",""
"T118","Joel Peralta","RP","40.4","0.132","R/R","LAD","SEA","1","$1,250,000","$1,250,000",""
"T118","Skip Schumaker","","36.5","1.051","L/R","CIN","SD","1","$1,250,000","$1,250,000",""
"T118","Matt Belisle","RP","36.2","10.019","R/R","STL","WSH","1","$1,250,000","$1,250,000",""
"T118","Gordon Beckham","2B","29.9","6.123","R/R","CHW","ATL","1","$1,250,000","$1,250,000",""
"T118","Jeremy Guthrie","SP/SP5","37.3","1.13","R/R","TEX","SD","1","$1,250,000","$1,250,000",""
"T123","Will Middlebrooks","3B","27.9","","R/R","SD","MIL","1","$1,200,000","$1,200,000",""
"T123","Chris Narveson","RP","34.7","","L/L","MIA","MIA","1","$1,200,000","$1,200,000",""
"125","David Murphy","DH","34.8","8.087","L/L","BOS","MIN","1","$1,150,000","$1,150,000",""
"T126","Al Alburquerque","RP","30.2","4.147","R/R","DET","LAA","1","$1,100,000","$1,100,000",""
"T126","Ryan Cook","RP","29.1","3.086","R/R","CHC","SEA","1","$1,100,000","$1,100,000",""
"T126","Jhoulys Chacin","SP","28.6","5.054","R/R","ARI","ATL","1","$1,100,000","$1,100,000",""
"T126","David Huff Minor","RP","32.0","3.072","L","","KC","1","$1,100,000","$1,100,000",""
"T130","Matt Joyce","LF","32.0","6.123","L/R","LAA","PIT","1","$1,000,000","$1,000,000",""
"T130","Craig Stammen Minor","RP","32.4","5.160","R/R","","CLE","1","$1,000,000","$1,000,000",""
"T130","Shane Victorino","RF","35.7","2.092","R","LAA","CHC","1","$1,000,000","$1,000,000",""
"T130","Marlon Byrd","","38.9","3.11","R/R","SF","CLE","1","$1,000,000","$1,000,000",""
"T130","Justin Morneau","1B","35.2","11.168","L/R","COL","CHW","1","$1,000,000","$1,000,000",""
"T130","Jeff Francoeur","LF","32.6","1.075","R/R","PHI","ATL","1","$1,000,000","$1,000,000",""
"T130","Chien-Ming Wang","RP","36.3","","","ATL","KC","1","$1,000,000","$1,000,000",""
"T130","Gavin Floyd","RP","33.5","2.045","R/R","CLE","TOR","1","$1,000,000","$1,000,000",""
"T130","Chris Denorfia","","36.1","0.041","R/R","CHC","NYY","1","$1,000,000","$1,000,000",""
"T130","Joe Thatcher","","34.8","","L/L","HOU","CLE","1","$1,000,000","$1,000,000",""
"T130","Eric Young Jr.","CF","31.2","","R","NYM","MIL","1","$1,000,000","$1,000,000",""
"T130","Ryan Webb","RP","30.5","","R/R","CLE","TB","1","$1,000,000","$1,000,000",""
"T130","Ross Detwiler","RP","30.4","6.002","R/L","ATL","CLE","1","$1,000,000","$1,000,000",""
"T130","Joba Chamberlain","RP","30.9","","R/R","KC","CLE","1","$1,000,000","$1,000,000",""
"T130","Wandy Rodriguez","RP","37.6","0.167","L","KC","HOU","1","$1,000,000","$1,000,000",""
"T130","Craig Gentry","LF/RF","32.7","","R/R","OAK","LAA","1","$1,000,000","$1,000,000",""
"T146","Blaine Boyer","RP","35.1","0.07","R/R","MIN","MIL","1","$950,000","$950,000",""
"T146","Carlos Torres","RP","33.8","","R/R","ATL","MIL","1","$950,000","$950,000",""
"148","Travis Ishikawa","1B","32.9","","L/L","PIT","CHW","1","$900,000","$900,000",""
"149","Ernesto Frieri","RP","31.1","","R/R","TB","PHI","1","$850,000","$850,000",""
"T150","Josh Thole","C","29.8","4.165","L/R","TOR","TOR","1","$800,000","$800,000",""
"T150","Jordan Pacheco","3B/1B","30.5","","R/R","ARI","CIN","1","$800,000","$800,000",""
"T152","Louis Coleman","RP","30.3","","R/R","KC","LAD","1","$750,000","$750,000",""
"T152","Justin De Fratus","RP","28.8","","S/R","PHI","SEA","1","$750,000","$750,000",""
"T152","Roger Bernadina","LF/CF","32.2","","L/L","COL","NYM","1","$750,000","$750,000",""
"T152","Carlos Quentin","LF","33.9","0.065","R/R","SEA","MIN","1","$750,000","$750,000",""
"156","Blake Wood","RP","31.0","","R/R","PIT","CIN","1","$600,000","$600,000",""
"157","Jaff Decker","LF","25.7","","L/L","PIT","TB","1","$525,000","$525,000",""
"158","Ryan Buchter","RP","29.5","0.010","L/L","LAD","SD","1","$520,000","$520,000",""
"159","Zach Phillips","RP","29.9","","","CHW","BAL","1","$510,000","$510,000",""
"T160","Jose Reyes","SS/2B","33.2","6.052","R","COL","NYM","1","$507,500","$507,500",""
"T160","Kyle Lohse","SP/SP5","37.8","6.092","R/R","MIL","TEX","1","$507,500","$507,500",""
"T160","Joe Nathan","RP","41.8","6.12","R/R","DET","CHC","1","$507,500","$507,500",""
"T160","Jarrod Saltalamacchia","C","31.4","1.043","R","ARI","DET","1","$507,500","$507,500",""
"T160","A.J. Griffin","RP","28.5","3.034","R/R","OAK","TEX","1","$507,500","$507,500",""
"T160","Maikel Cleto","RP","27.2","","R/R","CHW","ATL","1","$507,500","$507,500",""
"T160","Edwin Jackson","SP/SP5","32.9","10.064","R/R","ATL","MIA","1","$507,500","$507,500",""
"167","Billy Butler","DH","30.3","1.102","R/R","OAK","NYY","1","$49,914","$49,914",""
"T168","Ike Davis Minor","1B","29.4","5.155","L/L","","TEX","1","$0","$0",""
"T168","Kevin Jepsen","RP","32.1","5.163","R/R","MIN","TB","0","$0","",""
"T168","Sam LeCure","RP","32.2","","R/R","ARI","LAD","1","$0","$0",""
"T168","Josh Collmenter","","30.5","","R/R","ARI","CHC","0","$0","",""
"T168","Aaron Crow Minor","RP","29.8","5.000","R/R","","CHC","1","$0","$0",""
"T168","Brian Duensing","RP","33.5","6.104","L/L","MIN","KC","1","$0","$0",""
"T168","Bobby Parnell","RP","31.9","","R/R","NYM","DET","1","$0","$0",""
"T168","Cory Luebke","RP","31.4","5.033","R/L","SD","PIT","1","$0","$0",""
"T168","Chris Johnson","3B/1B","31.8","5.144","R/R","CLE","MIA","1","$0","$0",""
"T168","Cesar Ramos Minor","RP","32.2","","L/L","","TEX","0","$0","",""
"T168","Brian Matusz Minor","RP","29.5","5.156","L/L","","CHC","0","$0","",""
"T168","Maicer Izturis","2B/3B","35.9","3.038","S/R","TOR","TOR","1","$0","$0",""
"T168","Jeremy Guthrie","SP/SP5","37.3","1.13","R/R","KC","TEX","1","$0","$0",""
"T168","Randy Choate","","40.9","3.073","L/L","STL","TOR","1","$0","$0",""
"T168","Sean Burnett Minor","RP","33.9","","L/L","","MIN","0","$0","",""
"T168","Nick Swisher","OF","35.8","11.031","L","ATL","NYY","1","$0","$0",""
"T168","Miguel Gonzalez","SP","32.2","4.095","R/R","BAL","CHW","1","$0","$0",""
"T168","Kyle Drabek","RP","28.7","","R/R","ARI","SF","0","$0","",""
"T168","Steve Delabar","","33.1","","R/R","TOR","CIN","0","$0","",""
"T168","Carlos Corporán","C","32.6","","S/R","TEX","NYY","1","$0","$0",""
"T168","Michael Bourn","CF","33.6","9.028","L/R","ATL","TOR","1","$0","$0",""
"T168","Jemile Weeks","2B","29.6","","R","BOS","SD","1","$0","$0",""
"T168","David Carpenter","","31.1","4.016","R/R","WSH","ATL","0","$0","",""
"T168","Carlos Torres","RP","33.8","","R/R","NYM","ATL","1","$0","$0",""
"T168","Michael McKenry","C","31.4","","R/R","COL","TEX","1","$0","$0",""
"T168","Héctor Sánchez Minor","C","26.8","","R","","CHW","1","$0","$0",""
"T168","Joaquín Árias","SS/3B","31.9","6.021","R/R","SF","ARI","1","$0","$0",""
"T168","Manny Parra Minor","RP","33.8","0.063000000000001","L/L","","CHC","1","$0","$0",""
"T168","Omar Infante","2B","34.7","5.027","R/R","KC","ATL","0","$0","",""
"T168","James Loney","1B","32.2","1.012","L/L","TB","SD","0","$0","",""
"T168","Anthony Varvaro","","31.8","","R/R","BOS","BOS","1","$0","$0",""
"T168","Samuel Deduno","RP","33.1","","R/R","HOU","BAL","1","$0","$0",""
"T168","Anthony Recker","C","32.9","","R/R","NYM","CLE","1","$0","$0",""
"T168","René Rivera","C","33.0","4.082","R/R","TB","NYM","1","$0","$0",""
"T168","Nick Tepesch Minor","SP/SP5","27.8","","R/R","","LAD","0","$0","",""
"T168","Jean Machi","RP","34.5","","R/R","BOS","CHC","1","$0","$0",""
"T168","Alex Torres","RP","28.7","","L/L","ATL","SF","0","$0","",""
"T168","Frank Garces","RP","26.6","","L/L","SD","SD","1","$0","$0",""
"T168","Tony Sanchez","C","28.2","","R/R","PIT","TOR","1","$0","$0",""
"T168","Nate Freiman","1B","29.6","","R/R","OAK","ATL","1","$0","$0",""
"T168","Slade Heathcott Minor","LF","25.8","","L/L","","CHW","0","$0","",""
"T168","Clint Barmes","SS","37.4","1.122","R/R","SD","KC","1","$0","$0",""
"T168","Mike Olt","3B","27.9","","R/R","CHW","SD","1","$0","$0",""
"T168","Rafael Lopez","C","28.8","","L/R","LAA","DET","1","$0","$0",""
"T168","Logan Watkins","2B","26.9","","","CHC","CHC","1","$0","$0",""
"T168","Jason Bourgeois","LF/CF","34.6","","R/R","CIN","ARI","1","$0","$0",""
"T168","David Holmberg","RP","25.1","","R/L","ATL","CHW","1","$0","$0",""
"T168","Kris Negrón","RF","30.5","","R/R","CIN","CHC","1","$0","$0",""
"T168","Pedro Villarreal Minor","RP","26.7","","R/R","","CIN","1","$0","$0",""
"T168","Nick Hagadone","RP","30.6","","L/L","CLE","MIL","1","$0","$0",""
"T168","Robbie Grossman Minor","RF","26.9","1.094","L","","CLE","1","$0","$0",""
"T168","Eric Fryer","C","31.0","","R/R","MIN","STL","0","$0","",""
"T168","Wilfredo Tovar","","25.0",".053","R/R","NYM","MIN","1","$0","$0",""
"T168","Eury Perez Minor","LF","26.2","1.042","R/R","","HOU","0","$0","",""
"T168","Brandon Morrow","RP","32.1","8.091","R/R","SD","SD","1","$0","$0",""
"T168","Dan Johnson","1B","37.0","","","STL","TB","1","$0","$0",""
"T168","Brad Penny","SP/RP","38.2","5.148","R/R","CHW","TOR","1","$0","$0",""
"T168","J.C. Gutiérrez Minor","RP","33.1","","R/R","","WSH","0","$0","",""
"T168","Tom Gorzelanny","RP","34.1","0.16","R/L","DET","CLE","1","$0","$0",""
"T168","Ryan Mattheus Minor","RP","32.8","","R/R","","CIN","1","$0","$0",""
"T168","Quintin Berry","LF","31.8","","L/L","CHC","LAA","0","$0","",""
"T168","Steve Johnson","RP","28.9","","R/R","BAL","TEX","1","$0","$0",""
"T168","Humberto Quintero","C","37.0","","R/R","BOS","TOR","1","$0","$0",""
"T168","Vin Mazzaro","","29.8","","R/R","ATL","SF","1","$0","$0",""
"T168","Casey Janssen","RP","34.9","1.063","R/R","WSH","SD","1","$0","$0",""
"T168","Chris Volstad","RP","29.9","","R/R","ATL","CHW","1","$0","$0",""
"T168","Kyle Kendrick","SP","32.0","7.159","R/R","COL","ATL","1","$0","$0",""
"T168","Burke Badenhop","RP","33.5","","R/R","CIN","WSH","1","$0","$0",""
"T168","Matt Capps","","32.9","","","ATL","ARI","1","$0","$0",""
"T168","David Aardsma","RP","34.6","","","ATL","TOR","1","$0","$0",""
"T168","Casey Kotchman","1B","33.5","2","","KC","TOR","1","$0","$0",""
"T168","Reed Johnson","","39.7","3.145","R/R","WSH","WSH","1","$0","$0",""
"T168","Joe Beimel","RP","39.3","2.153","L/L","SEA","KC","1","$0","$0",""
"T168","Alexi Casilla","2B/SS","32.1","","R","DET","TOR","1","$0","$0",""
"T168","Carlos Mármol","RP","33.8","","","CLE","BOS","1","$0","$0",""
"T168","Dustin McGowan","RP","34.4","8.170","R/R","PHI","MIA","1","$0","$0",""
"T168","Tim Stauffer","RP","34.2","","R/R","NYM","ARI","1","$0","$0",""
"T168","Antoan Richardson","RF","32.8","","","TEX","PIT","1","$0","$0",""
"T168","Kyle Blanks","LF/1B","29.9","","R/R","TEX","SF","0","$0","",""
"T168","Ross Ohlendorf","RP","34.0","","","TEX","CIN","1","$0","$0",""
"T168","Jo-Jo Reyes","SP","31.8","","","LAA","MIA","1","$0","$0",""
"T168","Chase d'Arnaud Minor","3B/LF","29.6","","R/R","","ATL","0","$0","",""
"T168","Logan Kensing","RP","34.1","","R/R","SEA","DET","1","$0","$0",""
"T168","Travis Snider","RF","28.5","5.086","L/L","PIT","KC","1","$0","$0",""
"T168","Chris Heisey","LF/CF","31.7","5.042","R/R","LAD","WSH","0","$0","",""
"T168","Jeff Beliveau","RP","29.6","","L/L","TB","BAL","1","$0","$0",""
"T168","Jake Elmore","LF","29.2","1.170","R/R","TB","MIL","1","$0","$0",""
"T168","Shane Robinson","CF","31.8","3.141","R/R","MIN","CLE","1","$0","$0",""
"T168","Reed Johnson","","39.7","3.145","R/R","WSH","WSH","1","$0","$0",""
"T168","Ryan LaMarre Minor","LF","27.8","0.046","R/L","","BOS","0","$0","",""
"T168","Elián Herrera Minor","SS/2B","31.5","","R","","LAD","1","$0","$0",""
"T168","Paul Janish","SS/3B","33.8","","R/R","BAL","BAL","1","$0","$0",""
"T168","Lisalverto Bonilla","RP","26.2","","R","LAD","LAD","0","$0","",""
"T168","Pedro Ciriaco Minor","SS/3B","30.8","","R/R","","TEX","0","$0","",""
"T168","David Lough Minor","RF","30.6","","L/L","","MIA","0","$0","",""
"T168","Yohan Flande Minor","SP","30.5","","L/L","","COL","0","$0","",""
"T168","Fernando Abad","RP","30.7","4.073","L/L","OAK","MIN","1","$0","$0",""
"T168","Dylan Axelrod","RP","31.0","","R/R","CIN","MIA","1","$0","$0",""
"T168","Andy Parrino","","30.8","","B/R","OAK","CHW","1","$0","$0",""
"T168","Jake Brigham","RP","28.5","","","ATL","DET","1","$0","$0",""
"T168","Preston Guilmet","RP","29.0","0.079","R/R","MIL","DET","1","$0","$0",""
"T168","Christian Friedrich","SP/SP2","29.1","","R/L","COL","SD","1","$0","$0",""
"T168","Roberto Hernandez","","35.9","0.128","R/R","TOR","ATL","0","$0","",""
"T168","Kyle Kendrick","SP","32.0","7.159","R/R","ATL","LAA","1","$0","$0",""
"T168","Edwin Jackson Minor","SP/SP5","32.9","10.064","R/R","","SD","0","$0","",""
"T168","Wesley Wright","RP","31.5","","R/L","ARI","BOS","1","$0","$0",""
"T168","Tim Federowicz","C","29.0","1.107","R/R","SD","CHC","1","$0","$0",""
"T168","Mike Kickham","RP","27.7","0.087","L/L","TEX","SF","1","$0","$0",""
"T168","Angelo Gumbs","SS","23.8","","","NYY","CIN","0","$0","",""
"T168","Steve Johnson","RP","28.9","","R/R","TEX","SEA","0","$0","",""
"T168","Don Kelly","","36.5","","L/R","MIA","MIA","1","$0","$0",""
"T168","Joel Peralta","RP","40.4","0.132","R/R","SEA","CHC","0","$0","",""
"T168","Mat Latos","SP","28.7","6.079","R/R","CHW","WSH","0","$0","",""
"T168","Ryan Webb","RP","30.5","","R/R","TB","CHW","0","$0","",""
"T168","Casey Janssen","RP","34.9","1.063","R/R","SD","BOS","0","$0","",""
"T168","Drew Stubbs Minor","CF","31.8","","R/R","","TEX","0","$0","",""
"T168","Neal Cotts","RP","36.4","","L/L","HOU","LAA","1","$0","$0",""
"T168","Will Venable","CF","33.8","6.155","L/L","CLE","PHI","0","$0","",""
"T168","Randy Choate","","40.9","3.073","L/L","TOR","LAD","0","$0","",""
"T168","Alexi Ogando","RP","32.8","","R/R","ARI","ARI","0","$0","",""
"T168","Orlando Calixte Minor","SS","24.5","0.018","R/R","","KC","1","$0","$0",""
