"RANK","PLAYER (550)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"T33","Brad Hand","RP","31.4","7.092","L/L","CLE","WSH","1","$10,500,000","$10,500,000",""
"T35","Kyle Schwarber","LF","28.4","5.086","L/R","CHC","WSH","1","$10,000,000","$10,000,000",""
"T35","Garrett Richards","SP","33.2","8.148","R/R","SD","BOS","1","$10,000,000","$10,000,000",""
"T35","Robbie Grossman","RF","31.9","6.060","L","OAK","DET","2","$10,000,000","$5,000,000",""
"38","Yadier Molina","C","39.1","16.123","R/R","STL","STL","1","$9,000,000","$9,000,000",""
"39","James Paxton","SP/SP2","32.8","6.151","L/L","NYY","SEA","1","$8,500,000","$8,500,000",""
"T40","Jose Quintana","SP/SP1","32.6","8.133","R/L","CHC","LAA","1","$8,000,000","$8,000,000",""
"T40","Adam Eaton","RF","32.7","8.030","L/L","WSH","CHW","1","$8,000,000","$8,000,000",""
"T40","Robbie Ray","SP/SP1","29.8","6.007","L/L","TOR","TOR","1","$8,000,000","$8,000,000",""
"T40","Eddie Rosario","LF","29.8","5.120","L/R","MIN","CLE","1","$8,000,000","$8,000,000",""
"T40","J.A. Happ","SP","38.8","12.047","L/L","NYY","MIN","1","$8,000,000","$8,000,000",""
"T40","Adam Wainwright","SP/SP1","39.9","15.027","R/R","STL","STL","1","$8,000,000","$8,000,000",""
"T46","Ken Giles","RP","30.9","6.113","R/R","TOR","SEA","2","$7,000,000","$3,500,000",""
"T46","Joc Pederson","LF","29.3","6.028","L/L","LAD","CHC","1","$7,000,000","$7,000,000",""
"T46","Jason Castro","C/DH","34.2","10.104","L/R","SD","HOU","2","$7,000,000","$3,500,000",""
"T49","Chris Archer","SP","32.9","7.156","R/R","PIT","TB","1","$6,500,000","$6,500,000",""
"T49","Kevin Pillar","CF","32.6","6.113","R/R","COL","NYM","2","$6,500,000","$3,250,000",""
"51","Alex Colomé","RP","32.6","6.118","R/R","CHW","MIN","1","$6,250,000","$6,250,000",""
"T52","Anthony DeSclafani","SP","31.3","6.062","R/R","CIN","SF","1","$6,000,000","$6,000,000",""
"T52","Archie Bradley","RP","29.0","5.112","R/R","CIN","PHI","1","$6,000,000","$6,000,000",""
"T52","Jake Arrieta","SP/SP1","35.4","9.145","R/R","PHI","CHC","1","$6,000,000","$6,000,000",""
"55","Kirby Yates","RP","34.4","6.021","L/R","SD","TOR","1","$5,500,000","$5,500,000",""
"56","Tommy Kahnle","RP","32.0","5.130","R/R","NYY","LAD","2","$5,250,000","$2,625,000",""
"T57","Justin Wilson","RP","34.0","8.035","L/L","NYM","NYY","2","$5,150,000","$2,575,000",""
"T57","Brett Gardner","LF/CF","38.0","12.072","L/L","NYY","NYY","2","$5,150,000","$2,575,000",""
"T59","Adam Duvall","RF","32.9","4.151","R/R","ATL","MIA","1","$5,000,000","$5,000,000",""
"T59","Jon Lester","SP","37.6","14.075","L/L","CHC","WSH","1","$5,000,000","$5,000,000",""
"T59","Anthony Bass","RP","33.8","6.010","R/R","TOR","MIA","2","$5,000,000","$2,500,000",""
"T59","César Hernández","2B","31.2","6.154","R","CLE","CLE","1","$5,000,000","$5,000,000",""
"T59","Jake McGee","RP/SU8","35.0","9.127","L/L","LAD","SF","2","$5,000,000","$2,500,000",""
"64","Jonathan Schoop","2B/SS","29.8","7.027","R/R","DET","DET","1","$4,500,000","$4,500,000",""
"65","Chase Anderson","SP","33.7","6.146","R/R","TOR","PHI","1","$4,000,000","$4,000,000",""
"66","Jonathan Villar","SS/3B","30.2","6.113","R","TOR","NYM","1","$3,550,000","$3,550,000",""
"T67","Joakim Soria","RP/CL","37.2","14.000","R/R","OAK","ARI","1","$3,500,000","$3,500,000",""
"T67","Michael Fiers","SP","36.2","7.085","R/R","OAK","OAK","1","$3,500,000","$3,500,000",""
"T67","Brad Miller","LF/2B","31.8","7.004","L/R","PHI","PHI","1","$3,500,000","$3,500,000",""
"70","José Ureña","SP/RP","29.9","5.040","R/R","MIA","DET","1","$3,250,000","$3,250,000",""
"71","Hunter Renfroe","RF","29.5","3.165","R/R","TB","BOS","1","$3,100,000","$3,100,000",""
"T72","Mike Zunino","C","30.4","6.165","R/R","TB","TB","1","$3,000,000","$3,000,000",""
"T72","Carlos Rodon","SP","28.7","5.168","L/L","CHW","CHW","1","$3,000,000","$3,000,000",""
"T72","Mark Melancon","RP","36.3","10.098","R/R","ATL","SD","1","$3,000,000","$3,000,000",""
"T72","Tyler Chatwood","RP","31.7","9.039","R/R","CHC","TOR","1","$3,000,000","$3,000,000",""
"T72","Tony Watson Minor","RP","36.2","9.101","L/L","","PHI","1","$3,000,000","$3,000,000",""
"T72","Marwin Gonzalez","3B","32.4","8.133","R","MIN","BOS","1","$3,000,000","$3,000,000",""
"T72","Michael Wacha","SP/SP5","30.1","7.062","R/R","NYM","TB","1","$3,000,000","$3,000,000",""
"T72","Julio Teherán Minor","SP","30.5","8.062","R/R","","DET","1","$3,000,000","$3,000,000",""
"T72","Alex Wood","SP/SP3","30.6","7.123","R/L","LAD","SF","1","$3,000,000","$3,000,000",""
"T72","Brandon Kintzler Minor","RP","37.0","9.003","R/R","","PHI","1","$3,000,000","$3,000,000",""
"T72","Aaron Loup","RP","33.7","8.040","L/L","TB","NYM","1","$3,000,000","$3,000,000",""
"T83","Andrew Chafin","RP/CL","31.2","6.020","R/L","CHC","CHC","1","$2,750,000","$2,750,000",""
"T83","Greg Holland","RP","35.8","8.163","R/R","KC","KC","1","$2,750,000","$2,750,000",""
"85","David Dahl","OF","27.3","3.162","L/R","COL","TEX","1","$2,700,000","$2,700,000",""
"86","Yusmeiro Petit","RP","36.8","10.016","R/R","OAK","OAK","1","$2,550,000","$2,550,000",""
"T87","Trevor Williams","RP","29.3","4.027","R/R","PIT","CHC","1","$2,500,000","$2,500,000",""
"T87","Brett Anderson","SP","33.5","11.135","L/L","MIL","MIL","1","$2,500,000","$2,500,000",""
"T87","Rich Hill","SP","41.4","11.127","L/L","MIN","TB","1","$2,500,000","$2,500,000",""
"T90","Tyler Clippard","RP","36.5","11.134","R/R","MIN","ARI","1","$2,250,000","$2,250,000",""
"T90","Steve Cishek Minor","RP","35.2","9.143","R/R","","HOU","1","$2,250,000","$2,250,000",""
"T90","Dominic Leone Minor","RP","29.8","5.043","R/R","","SF","1","$2,250,000","$2,250,000",""
"T90","Mitch Moreland","1B/DH","35.9","10.067","L/L","SD","OAK","1","$2,250,000","$2,250,000",""
"94","Ian Kennedy Minor","RP","36.7","11.124","R/R","","TEX","1","$2,150,000","$2,150,000",""
"95","Matt Andriese","RP","31.9","5.071","R/R","LAA","BOS","1","$2,100,000","$2,100,000",""
"T96","Mike Foltynewicz","SP/SP3","29.8","4.156","R/R","ATL","TEX","1","$2,000,000","$2,000,000",""
"T96","Hansel Robles","RP","31.0","5.119","R/R","LAA","MIN","1","$2,000,000","$2,000,000",""
"T96","Wilson Ramos","C","34.0","10.047","R/R","NYM","DET","1","$2,000,000","$2,000,000",""
"T96","Matt Shoemaker","SP/SP5","34.8","6.166","R/R","TOR","MIN","1","$2,000,000","$2,000,000",""
"T96","Sergio Romo","RP","38.4","12.097","R/R","MIN","OAK","1","$2,000,000","$2,000,000",""
"101","Joe Panik Minor","2B","30.8","6.100","L/R","","TOR","1","$1,850,000","$1,850,000",""
"T102","Jeff Mathis","C","38.3","14.012","R/R","TEX","PHI","1","$1,800,000","$1,800,000",""
"T102","Matt Bowman Minor","RP","30.2","4.021","R/R","","NYY","2","$1,800,000","$900,000",""
"T102","Collin McHugh","RP","34.2","6.085","R/R","BOS","TB","1","$1,800,000","$1,800,000",""
"T105","Danny Santana","OF/2B","30.8","5.140","R","TEX","BOS","1","$1,750,000","$1,750,000",""
"T105","Michael Taylor","CF","30.4","5.129","R/R","WSH","KC","1","$1,750,000","$1,750,000",""
"T105","Nomar Mazara","RF","26.3","5.000","L/L","CHW","DET","1","$1,750,000","$1,750,000",""
"T105","Asdrubal Cabrera","2B","35.8","13.027","R","WSH","ARI","1","$1,750,000","$1,750,000",""
"T105","David Phelps","RP","34.8","8.156","R/R","PHI","TOR","1","$1,750,000","$1,750,000",""
"T105","Brock Holt Minor","2B","33.2","7.052","L/R","","TEX","1","$1,750,000","$1,750,000",""
"111","Hanser Alberto Minor","2B","28.8","4.085","R/R","","KC","1","$1,650,000","$1,650,000",""
"T112","Brandon Drury Minor","DH/3B","29.0","4.096","R/R","","NYM","1","$1,550,000","$1,550,000",""
"T112","Brandon Drury Minor","DH/3B","29.0","4.096","R/R","","NYM","1","$1,550,000","$1,550,000",""
"T114","Sean Doolittle","RP","34.9","8.122","L/L","WSH","CIN","1","$1,500,000","$1,500,000",""
"T114","Ehire Adrianza Minor","SS","32.0","6.131","R","","ATL","1","$1,500,000","$1,500,000",""
"T114","Wily Peralta Minor","RP","32.2","5.166","R/R","","DET","1","$1,500,000","$1,500,000",""
"T114","Jake Marisnick","CF","30.3","6.132","R/R","NYM","CHC","1","$1,500,000","$1,500,000",""
"T114","Tyler Flowers Minor","C","35.6","9.148","R/R","","ATL","1","$1,500,000","$1,500,000",""
"T114","Tyler Naquin Minor","LF/DH","30.3","4.032","L/R","","CIN","1","$1,500,000","$1,500,000",""
"T114","Ben Gamel Minor","RF","29.2","4.029","L/L","","CLE","1","$1,500,000","$1,500,000",""
"T114","Curt Casali","C","32.8","4.151","R/R","CIN","SF","1","$1,500,000","$1,500,000",""
"T114","Kurt Suzuki","","37.8","13.112","R/R","WSH","LAA","1","$1,500,000","$1,500,000",""
"T114","Jed Lowrie Minor","2B","37.3","12.111","R","","OAK","1","$1,500,000","$1,500,000",""
"T114","Freddy Galvis","SS","31.8","8.021","R","CIN","BAL","1","$1,500,000","$1,500,000",""
"T114","Chasen Shreve Minor","RP/SU7","31.1","5.012","L/L","","PIT","1","$1,500,000","$1,500,000",""
"T114","Alex Avila","C","34.5","11.061","L/R","MIN","WSH","1","$1,500,000","$1,500,000",""
"T114","Austin Romine","C","32.8","7.044","R/R","DET","CHC","1","$1,500,000","$1,500,000",""
"T114","Charlie Culberson Minor","3B","32.3","5.051","R/R","","TEX","1","$1,500,000","$1,500,000",""
"T114","Travis Shaw Minor","1B/3B","31.3","5.053","L/R","","MIL","1","$1,500,000","$1,500,000",""
"T114","Todd Frazier Minor","3B","35.5","9.071","R/R","","PIT","1","$1,500,000","$1,500,000",""
"T114","Trevor Cahill","SP","33.4","11.056","R/R","SF","PIT","1","$1,500,000","$1,500,000",""
"T114","Jarrod Dyson","CF","37.0","9.088","L/R","CHW","KC","1","$1,500,000","$1,500,000",""
"T114","Francisco Liriano Minor","RP","37.8","13.104","L/L","","TOR","1","$1,500,000","$1,500,000",""
"T114","Matt Joyce Minor","LF","37.0","11.123","L/R","","PHI","1","$1,500,000","$1,500,000",""
"T114","Wily Peralta Minor","RP","32.2","5.166","R/R","","DET","1","$1,500,000","$1,500,000",""
"T114","Tyler Flowers Minor","C","35.6","9.148","R/R","","ATL","1","$1,500,000","$1,500,000",""
"T137","Jay Bruce Minor","RF/RF","34.3","12.125","L/L","","NYY","1","$1,350,000","$1,350,000",""
"T137","Tim Beckham Minor","3B","31.5","5.101","R/R","","CHW","1","$1,350,000","$1,350,000",""
"T139","Juan Lagares Minor","CF","32.4","7.005","R/R","","LAA","1","$1,250,000","$1,250,000",""
"T139","Sandy León Minor","C","32.4","6.144","R","","MIA","1","$1,250,000","$1,250,000",""
"T139","Albert Almora","CF","27.3","4.012","R/R","CHC","NYM","1","$1,250,000","$1,250,000",""
"T139","Jerry Blevins Minor","RP","37.9","10.064","L/L","","NYM","1","$1,250,000","$1,250,000",""
"T139","Jimmy Nelson Minor","RP","32.2","6.107","R/R","","LAD","1","$1,250,000","$1,250,000",""
"T139","Jeremy Jeffress Minor","RP","33.9","7.090","R/R","","WSH","1","$1,250,000","$1,250,000",""
"T139","Josh Tomlin","RP","36.8","10.033","R/R","ATL","ATL","1","$1,250,000","$1,250,000",""
"146","Keone Kela","RP","28.3","6.000","R/R","PIT","SD","1","$1,200,000","$1,200,000",""
"T147","Chaz Roe","RP","34.8","5.094","R/R","TB","TB","1","$1,150,000","$1,150,000",""
"T147","Matt Wisler","RP","28.9","4.042","R/R","MIN","SF","1","$1,150,000","$1,150,000",""
"149","Álex Claudio","RP","29.5","5.114","L/L","MIL","LAA","1","$1,125,000","$1,125,000",""
"T150","Chi Chi Gonzalez Minor","SP","29.6","2.149","R/R","","COL","1","$1,100,000","$1,100,000",""
"T150","Ryne Stanek","RP","30.1","3.038","R/R","MIA","HOU","1","$1,100,000","$1,100,000",""
"T150","Jon Jay Minor","RF","36.4","10.134","L/L","","LAA","1","$1,100,000","$1,100,000",""
"T153","Pablo Sandoval Minor","3B","35.0","12.042","R","","ATL","1","$1,000,000","$1,000,000",""
"T153","Brandon Workman","RP","33.0","6.051","R/R","PHI","CHC","1","$1,000,000","$1,000,000",""
"T153","Greg Bird Minor","1B","28.8","4.053","L/R","","COL","1","$1,000,000","$1,000,000",""
"T153","Wilmer Difo Minor","SS","29.3","3.146","R","","PIT","1","$1,000,000","$1,000,000",""
"T153","Gerardo Parra Minor","RF","34.2","10.145","L/L","","WSH","1","$1,000,000","$1,000,000",""
"T153","Chris Devenski","RP","30.8","5.000","R/R","HOU","ARI","1","$1,000,000","$1,000,000",""
"T153","Jose Martinez Minor","1B","33.1","4.002","R/R","","NYM","1","$1,000,000","$1,000,000",""
"T153","Cole Hamels","SP/SP2","37.6","14.143","L/L","ATL","LAD","1","$1,000,000","$1,000,000",""
"T153","Gio Gonzalez Minor","SP/SP4","35.9","11.146","R/L","","MIA","1","$1,000,000","$1,000,000",""
"T153","Eric Sogard Minor","3B/SS","35.2","8.134","L/R","","CHC","1","$1,000,000","$1,000,000",""
"T153","Felix Hernandez","SP","35.3","14.060","R/R","ATL","BAL","1","$1,000,000","$1,000,000",""
"T153","Ryan Zimmerman","1B","36.8","14.032","R/R","WSH","WSH","1","$1,000,000","$1,000,000",""
"T153","Matt Duffy","3B","30.6","5.059","R/R","NYY","CHC","1","$1,000,000","$1,000,000",""
"T153","Bryan Shaw Minor","RP","33.8","8.148","R","","CLE","1","$1,000,000","$1,000,000",""
"T153","Matt Harvey Minor","SP","32.3","7.127","R/R","","BAL","1","$1,000,000","$1,000,000",""
"T153","Jordy Mercer Minor","SS","34.9","7.156","R/R","","WSH","1","$1,000,000","$1,000,000",""
"T153","Brian Goodwin Minor","RF","30.8","4.019","L/R","","CHW","1","$1,000,000","$1,000,000",""
"T153","A.J. Cole Minor","RP","29.6","3.124","R/R","","TOR","1","$1,000,000","$1,000,000",""
"T153","Héctor Rondón Minor","RP","33.5","8.000","R/R","","BOS","1","$1,000,000","$1,000,000",""
"T153","Steve Cishek","RP","35.2","9.143","R/R","HOU","LAA","1","$1,000,000","$1,000,000",""
"T153","Tony Watson","RP","36.2","9.101","L/L","PHI","LAA","1","$1,000,000","$1,000,000",""
"T153","Pablo Sandoval Minor","3B","35.0","12.042","R","","ATL","1","$1,000,000","$1,000,000",""
"T153","Greg Bird Minor","1B","28.8","4.053","L/R","","COL","1","$1,000,000","$1,000,000",""
"T153","Wilmer Difo Minor","SS","29.3","3.146","R","","PIT","1","$1,000,000","$1,000,000",""
"T153","Gerardo Parra Minor","RF","34.2","10.145","L/L","","WSH","1","$1,000,000","$1,000,000",""
"178","Abraham Almonte","CF","32.1","4.059","R","SD","ATL","1","$990,000","$990,000",""
"T179","Luis Avilan Minor","RP","32.1","7.077","L/L","","WSH","1","$950,000","$950,000",""
"T179","Welington Castillo Minor","C","34.3","7.104","R/R","","WSH","1","$950,000","$950,000",""
"181","Ryan Buchter Minor","RP","34.5","4.085","L/L","","ARI","1","$925,000","$925,000",""
"T182","Adam Morgan Minor","RP","31.4","5.017","L/L","","CHC","1","$900,000","$900,000",""
"T182","Nick Williams Minor","RF","27.9","2.036","L/L","","CHW","1","$900,000","$900,000",""
"T182","Daniel Robertson","SS","27.4","3.029","R/R","SF","MIL","1","$900,000","$900,000",""
"185","Ross Detwiler","RP","35.4","8.011","R/L","CHW","MIA","1","$850,000","$850,000",""
"T186","Ronald Torreyes Minor","2B","28.9","3.006","R/R","","PHI","1","$800,000","$800,000",""
"T186","Drew Steckenrider Minor","RP","30.6","3.094","R/R","","SEA","1","$800,000","$800,000",""
"T186","John Brebbia","RP/SU8","31.2","3.092","L/R","STL","SF","1","$800,000","$800,000",""
"T186","Keynan Middleton","RP","27.9","3.089","R/R","LAA","SEA","1","$800,000","$800,000",""
"T186","Maikel Franco","3B","29.0","5.157","R/R","KC","BAL","1","$800,000","$800,000",""
"T186","Ryan Tepera","RP","33.8","5.008","R/R","CHC","CHC","1","$800,000","$800,000",""
"T186","Jhoulys Chacin Minor","SP","33.6","9.087","R/R","","NYY","1","$800,000","$800,000",""
"T186","Pedro Strop Minor","RP","36.2","9.095","R/R","","CHC","1","$800,000","$800,000",""
"T186","Ronald Torreyes Minor","2B","28.9","3.006","R/R","","PHI","1","$800,000","$800,000",""
"195","Oliver Drake","RP","34.6","4.045","R/R","TB","TB","1","$775,000","$775,000",""
"T196","Andrew Albers Minor","RP","35.8","0.160","R/L","","MIN","1","$750,000","$750,000",""
"T196","Jonathan Holder","RP","28.2","3.124","R/R","NYY","CHC","1","$750,000","$750,000",""
"T196","Junior Guerra Minor","RP","36.6","4.155","R/R","","LAA","1","$750,000","$750,000",""
"T196","Sam McWilliams","RP","25.9","","R/R","TB","NYM","1","$750,000","$750,000",""
"T200","Kohl Stewart","SP/SP4","26.8","1.065","R/R","BAL","CHC","1","$700,000","$700,000",""
"T200","Jimmy Herget","RP","27.9","1.033","R/R","TEX","TEX","1","$700,000","$700,000",""
"T202","Carlos Pérez Minor","C","30.8","2.164","R/R","","OAK","1","$650,000","$650,000",""
"T202","Brian O'Grady","LF","29.2","0.073","L/R","TB","SD","1","$650,000","$650,000",""
"T204","Edgar Garcia Minor","RP","24.8","0.145","R/R","","CIN","1","$600,000","$600,000",""
"T204","Francisco Pena Minor","C","31.8","2.009","R/R","","OAK","1","$600,000","$600,000",""
"T204","Edgar Garcia Minor","RP","24.8","0.145","R/R","","CIN","1","$600,000","$600,000",""
"T204","Francisco Pena Minor","C","31.8","2.009","R/R","","OAK","1","$600,000","$600,000",""
"208","Scott Heineman","OF","28.7","1.116","R/R","TEX","TEX","1","$595,000","$595,000",""
"T209","Sam Clay","RP","28.2","","L/L","MIN","WSH","1","$575,000","$575,000",""
"T209","Michael Hermosillo Minor","CF","26.6","1.016","R/R","","CHC","1","$575,000","$575,000",""
"T209","Sam Clay","RP","28.2","","L/L","MIN","WSH","1","$575,000","$575,000",""
"T212","Albert Pujols","DH/1B","41.6","20.000","R/R","LAA","LAD","1","$570,500","$570,500",""
"T212","Joe Gatto","RP","26.2","","R/R","LAA","TEX","1","$570,500","$570,500",""
"T214","Caleb Joseph Minor","C","35.2","5.051","R/R","","SEA","0","$0","",""
"T214","Maikel Franco Minor","3B","29.0","5.157","R/R","","ATL","0","$0","",""
"T214","Arodys Vizcaino Minor","RP","30.8","6.168","R/R","","NYM","0","$0","",""
"T214","Dee Strange-Gordon Minor","2B/CF","33.3","8.154","L/R","","PIT","0","$0","",""
"T214","Josh Reddick Minor","RF","34.5","10.050","L/R","","NYM","0","$0","",""
"T214","Ivan Nova Minor","SP/SP3","34.6","10.024","R/R","","COL","0","$0","",""
"T214","René Rivera","C","38.0","8.107","R/R","CLE","WSH","0","$0","",""
"T214","Logan Forsythe Minor","2B/3B","34.6","9.113","R/R","","MIL","0","$0","",""
"T214","Brad Brach Minor","RP","35.3","8.063","R/R","","CIN","0","$0","",""
"T214","Shane Greene","RP","32.8","6.075","R/R","ATL","LAD","0","$0","",""
"T214","Pete Kozma Minor","SS/2B","33.3","3.094","R/R","","OAK","0","$0","",""
"T214","Tanner Roark Minor","SP","34.8","7.055","R/R","","ATL","0","$0","",""
"T214","Drew Hutchison Minor","SP","31.0","4.130","L/R","","DET","0","$0","",""
"T214","Nate Jones Minor","RP","35.5","9.000","R/R","","LAD","0","$0","",""
"T214","Anthony Swarzak Minor","RP","35.9","8.024","R/R","","KC","0","$0","",""
"T214","Ender Inciarte Minor","CF","30.8","6.157","L/L","","CIN","0","$0","",""
"T214","Jonathan Lucroy Minor","C","35.2","9.164","R/R","","MIL","0","$0","",""
"T214","René Rivera Minor","C","38.0","8.107","R/R","","CLE","0","$0","",""
"T214","Yasmany Tomas Minor","LF/OF","30.8","3.009","R/R","","WSH","0","$0","",""
"T214","Vinny Nittoli Minor","RP","30.8","","R/R","","MIN","0","$0","",""
"T214","Roenis Elias Minor","RP","33.0","5.069","L/L","","SEA","0","$0","",""
"T214","David Freitas Minor","C","32.4","1.026","R/R","","TB","0","$0","",""
"T214","Matt Koch Minor","RP","30.8","0.141","L/R","","CLE","0","$0","",""
"T214","Mike Kickham Minor","RP","32.7","0.165","L/L","","LAD","0","$0","",""
"T214","Gregory Polanco Minor","RF","29.9","6.103","L/L","","TOR","0","$0","",""
"T214","Josh Rogers Minor","SP/SP4","27.1","0.143","L/L","","WSH","0","$0","",""
"T214","Yacksel Ríos Minor","RP","28.1","2.019","R/R","","TB","0","$0","",""
"T214","Mark Leiter Jr. Minor","RP/CL","30.4","1.082","R/R","","DET","0","$0","",""
"T214","Danny Coulombe Minor","RP/SU7","31.8","2.079","L/L","","MIN","0","$0","",""
"T214","Ian Krol Minor","RP","30.2","3.162","L/L","","DET","0","$0","",""
"T214","Silvino Bracho Minor","RP","29.1","3.082","R/R","","SF","0","$0","",""
"T214","Anthony Gose Minor","RP/SU7","31.0","2.125","L/L","","CLE","0","$0","",""
"T214","John Hicks Minor","C/1B","31.9","3.001","R/R","","TEX","0","$0","",""
"T214","Tyler White Minor","1B","30.8","2.101","R/R","","TOR","0","$0","",""
"T214","Buck Farmer Minor","RP","30.5","4.083","L/R","","TEX","0","$0","",""
"T214","Shane Greene","RP","32.8","6.075","R/R","ATL","LAD","0","$0","",""
"T214","Jesse Biddle Minor","RP","29.8","3.088","L/L","","ATL","0","$0","",""
"T214","Brad Peacock Minor","SP/SP5","33.5","6.165","R/R","","BOS","0","$0","",""
"T214","Erick Mejia Minor","2B","26.8","0.091","R","","KC","0","$0","",""
"T214","Tommy Milone Minor","SP","34.5","7.113","L/L","","CIN","0","$0","",""
"T214","Billy Hamilton Minor","CF","30.9","7.028","R","","CHW","0","$0","",""
"T214","Jake Faria Minor","RP","28.0","2.091","R/R","","LAA","0","$0","",""
"T214","Álex Claudio Minor","RP","29.5","5.114","L/L","","BOS","0","$0","",""
"T214","Jimmy Yacabonis Minor","RP","29.4","1.023","R/R","","SEA","0","$0","",""
"T214","T.J. McFarland Minor","RP","32.2","6.164","L/L","","STL","0","$0","",""
"T214","Tony Wolters Minor","C","29.2","4.161","L/R","","LAD","0","$0","",""
"T214","Khris Davis Minor","DH","33.7","7.104","R/R","","OAK","0","$0","",""
"T214","Jimmie Sherfy Minor","RP","29.6","0.144","R/R","","SF","0","$0","",""
"T214","Patrick Kivlehan Minor","RF","31.7","1.036","R/R","","SD","0","$0","",""
"T214","Stephen Gonsalves Minor","SP","27.1","0.056","L/L","","BOS","0","$0","",""
"T214","Elier Hernandez Minor","RF","26.8","","R/R","","TEX","0","$0","",""
"T214","Ricardo Pinto Minor","RP","27.6","0.095","R/R","","DET","0","$0","",""
"T214","Drew Anderson Minor","SP","27.4","0.048","R/R","","TEX","0","$0","",""
"T214","Louis Head Minor","RP","31.3","","R/R","","TB","0","$0","",""
"T214","Miguel Del Pozo Minor","RP","28.8","0.076","L/L","","DET","0","$0","",""
"T214","Juan Minaya Minor","RP","30.9","2.050","R/R","","MIN","0","$0","",""
"T214","Jordan Zimmermann Minor","SP/SP2","35.2","11.154","R/R","","MIL","0","$0","",""
"T214","Mike Wright Minor","RP","31.6","3.008","R/R","","CHW","0","$0","",""
"T214","Nabil Crismatt Minor","RP","26.7","0.050","R/R","","SD","0","$0","",""
"T214","Tomás Telis Minor","1B","30.2","1.079","R","","MIN","0","$0","",""
