"RANK","PLAYER (233)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"18","Jonathan Broxton","RP","29.2","0.02","R/R","CIN","CIN","3","$21,000,000","$7,000,000",""
"19","Marco Scutaro","2B","37.8","1.138","","SF","SF","3","$20,000,000","$6,666,667",""
"20","Jeremy Affeldt","RP","34.2","11.000","L/L","SF","SF","3","$18,000,000","$6,000,000",""
"21","Russell Martin","C","30.5","2.15","R/R","NYY","PIT","2","$17,000,000","$8,500,000",""
"22","Melky Cabrera","LF","29.0","6.148","L","SF","TOR","2","$16,000,000","$8,000,000",""
"23","Brandon McCarthy","SP/SP3","30.1","0.122","R/R","OAK","ARI","2","$15,500,000","$7,750,000",""
"T24","Hiroki Kuroda","","38.5","","","NYY","NYY","1","$15,000,000","$15,000,000",""
"T24","Joe Blanton","RP","32.7","0.158","R/R","LAD","LAA","2","$15,000,000","$7,500,000",""
"T24","Ryan Ludwick","LF","35.1","","R/L","CIN","CIN","2","$15,000,000","$7,500,000",""
"27","Hisashi Iwakuma","","32.3","","R/R","SEA","SEA","2","$14,000,000","$7,000,000",""
"T28","Dan Haren","SP/SP3","32.9","","R/R","LAA","WSH","1","$13,000,000","$13,000,000",""
"T28","Ichiro Suzuki","","39.8","12.000","L/R","NYY","NYY","2","$13,000,000","$6,500,000",""
"T30","Mike Adams","RP","35.0","","R/R","TEX","PHI","2","$12,000,000","$6,000,000",""
"T30","Andy Pettitte","SP","41.2","5.044","","NYY","NYY","1","$12,000,000","$12,000,000",""
"T30","Jeff Keppinger","3B/2B","33.3","","","TB","CHW","3","$12,000,000","$4,000,000",""
"T30","Kevin Youkilis","3B/1B","34.4","","","CHW","NYY","1","$12,000,000","$12,000,000",""
"34","Lance Berkman","DH/1B","37.5","3.052","","STL","TEX","1","$11,000,000","$11,000,000",""
"T35","Mariano Rivera","RP","43.7","6.105","","NYY","NYY","1","$10,000,000","$10,000,000",""
"T35","Jonny Gomes","LF/DH","32.8","","R/R","OAK","BOS","2","$10,000,000","$5,000,000",""
"T35","Maicer Izturis","2B/3B","32.9","0.038","S/R","LAA","TOR","3","$10,000,000","$3,333,333",""
"T35","Kevin Correia","SP","33.0","","R/R","PIT","MIN","2","$10,000,000","$5,000,000",""
"T35","Carlos Villanueva","RP","29.7","","R/R","TOR","TOR","2","$10,000,000","$5,000,000",""
"40","Stephen Drew","2B/SS","30.4","0.038","L/R","OAK","BOS","1","$9,500,000","$9,500,000",""
"T41","Rod Barajas","C","37.9","","","PIT","ARI","1","$8,000,000","$8,000,000",""
"T41","Joakim Soria","RP/CL","29.2","6.000","R/R","KC","TEX","2","$8,000,000","$4,000,000",""
"T41","Sean Burnett","RP","30.9","","L/L","WSH","LAA","2","$8,000,000","$4,000,000",""
"T44","A.J. Pierzynski","","36.6","12.100","L/R","CHW","TEX","1","$7,500,000","$7,500,000",""
"T44","Randy Choate","","37.9","0.073","L/L","LAD","STL","3","$7,500,000","$2,500,000",""
"46","Brett Myers","SP","33.0","","","CHW","CLE","1","$7,000,000","$7,000,000",""
"47","Jason Grilli","RP","36.8","0.016","R/R","PIT","PIT","2","$6,750,000","$3,375,000",""
"48","Joe Saunders","SP","32.1","","L/L","BAL","SEA","1","$6,500,000","$6,500,000",""
"49","David Ross","C","36.4","2.001","R/R","ATL","BOS","2","$6,200,000","$3,100,000",""
"T50","Mark Reynolds","3B/1B","30.0","","R/R","BAL","CLE","1","$6,000,000","$6,000,000",""
"T50","Joel Peralta","RP","37.4","","R/R","TB","TB","2","$6,000,000","$3,000,000",""
"T50","Scott Feldman","SP/SP1","30.5","0.090999999999999","L/R","TEX","CHC","1","$6,000,000","$6,000,000",""
"53","Tom Gorzelanny","RP","31.1","","R/L","WSH","MIL","2","$5,700,000","$2,850,000",""
"54","Scott Baker","SP","31.9","6.128","R/R","MIN","CHC","1","$5,500,000","$5,500,000",""
"T55","Scott Hairston","RF","33.2","","R/R","NYM","CHC","2","$5,000,000","$2,500,000",""
"T55","Ty Wigginton","3B/1B","35.8","","","PHI","STL","2","$5,000,000","$2,500,000",""
"T55","Mike Napoli","1B/DH","31.8","6.151","R/R","TEX","BOS","1","$5,000,000","$5,000,000",""
"58","Koji Uehara","RP","38.3","4.000","R/R","TEX","BOS","1","$4,250,000","$4,250,000",""
"T59","Mike Pelfrey","RP","29.6","","R/R","NYM","MIN","1","$4,000,000","$4,000,000",""
"T59","Jack Hannahan","1B","33.4","","","CLE","CIN","2","$4,000,000","$2,000,000",""
"T59","Shaun Marcum","SP","31.7","","R/R","MIL","NYM","1","$4,000,000","$4,000,000",""
"62","Ryan Madson","RP","32.9","2.155","L/R","CIN","LAA","1","$3,500,000","$3,500,000",""
"63","Roberto Hernandez","","32.9","","R/R","CLE","TB","1","$3,250,000","$3,250,000",""
"T64","Bartolo Colon","SP/SP2","40.2","8.061","R/R","OAK","OAK","1","$3,000,000","$3,000,000",""
"T64","Gerald Laird","C","33.8","","R/R","DET","ATL","2","$3,000,000","$1,500,000",""
"T64","Eric Chávez","3B/1B","35.7","14.020","L/R","NYY","ARI","1","$3,000,000","$3,000,000",""
"T64","Jason Marquis","","35.0","2.012","L/R","SD","SD","1","$3,000,000","$3,000,000",""
"68","Carlos Peña","1B","35.2","","","TB","HOU","1","$2,900,000","$2,900,000",""
"69","J.P. Howell","RP","30.3","","L/L","TB","LAD","1","$2,850,000","$2,850,000",""
"70","Matt Lindstrom","","33.5","","R/R","ARI","CHW","1","$2,800,000","$2,800,000",""
"T71","Plácido Polanco","3B/2B","37.8","4.064","","PHI","MIA","1","$2,750,000","$2,750,000",""
"T71","Geovany Soto","C","30.6","","R/R","TEX","TEX","1","$2,750,000","$2,750,000",""
"T71","Luke Scott","DH/1B","35.2","","","TB","TB","1","$2,750,000","$2,750,000",""
"T71","Raúl Ibañez","DH/LF","41.2","5.02","L/R","NYY","SEA","1","$2,750,000","$2,750,000",""
"75","Freddy García","SP","36.8","1.06","","NYY","SD","1","$2,550,000","$2,550,000",""
"T76","Jeff Karstens","SP","30.9","","","PIT","PIT","1","$2,500,000","$2,500,000",""
"T76","John Lannan","","28.8","","L/L","WSH","PHI","1","$2,500,000","$2,500,000",""
"78","Kelly Johnson","2B","31.5","","L/R","TOR","TB","1","$2,450,000","$2,450,000",""
"79","Roy Oswalt","SP","35.9","","","TEX","COL","1","$2,300,000","$2,300,000",""
"T80","Nate Schierholtz","RF","29.5","","L/R","PHI","CHC","1","$2,250,000","$2,250,000",""
"T80","Mike Gonzalez","RP","35.2","","","WSH","MIL","1","$2,250,000","$2,250,000",""
"T82","Andrés Torres","CF","35.6","","","NYM","SF","1","$2,000,000","$2,000,000",""
"T82","James Loney","1B","29.2","","L/L","BOS","TB","1","$2,000,000","$2,000,000",""
"T82","Chris Young","RP","34.2","6.045","R/R","NYM","WSH","1","$2,000,000","$2,000,000",""
"T82","Travis Hafner","DH/1B","36.2","0.0090000000000003","","CLE","NYY","1","$2,000,000","$2,000,000",""
"T82","Nate McLouth","LF","31.8","","L/R","BAL","BAL","1","$2,000,000","$2,000,000",""
"87","Jose Veras","RP","32.8","","R/R","MIL","HOU","1","$1,850,000","$1,850,000",""
"T88","Reed Johnson","","36.7","0.145","R/R","ATL","ATL","1","$1,750,000","$1,750,000",""
"T88","Dioner Navarro","C","29.5","","S/R","CIN","CHC","1","$1,750,000","$1,750,000",""
"T88","Jeff Baker","1B/3B","32.2","","R/R","ATL","TEX","1","$1,750,000","$1,750,000",""
"91","Aaron Cook","SP","34.5","","","BOS","PHI","1","$1,625,000","$1,625,000",""
"92","Robert Andino","","29.3","","","SEA","SEA","1","$1,600,000","$1,600,000",""
"T93","Daisuke Matsuzaka","SP","32.9","","R/R","BOS","CLE","1","$1,500,000","$1,500,000",""
"T93","Jason Frasor","","36.0","","R/R","TOR","TEX","1","$1,500,000","$1,500,000",""
"T93","Mark Lowe","RP","30.2","","L/R","TEX","LAD","1","$1,500,000","$1,500,000",""
"T93","Chris Volstad","RP","26.9","","R/R","KC","COL","1","$1,500,000","$1,500,000",""
"T93","Jeff Francis","SP","32.6","","L/L","COL","COL","1","$1,500,000","$1,500,000",""
"T93","Kelly Shoppach","C","33.2","","","NYM","SEA","1","$1,500,000","$1,500,000",""
"T93","Mark Lowe","RP","30.2","","L/R","LAD","LAA","1","$1,500,000","$1,500,000",""
"T100","Álex González","SS","36.5","3.099","","MIL","MIL","1","$1,450,000","$1,450,000",""
"T100","Álex González","SS","36.5","3.099","","MIL","MIL","1","$1,450,000","$1,450,000",""
"102","Jonathan Sánchez","SP","30.8","","","COL","PIT","1","$1,375,000","$1,375,000",""
"T103","Eric Hinske","1B/LF/RF","36.0","","","ATL","ARI","1","$1,350,000","$1,350,000",""
"T103","Shawn Camp","RP","37.8","","","CHC","CHC","1","$1,350,000","$1,350,000",""
"T103","Shawn Camp","RP","37.8","","","CHC","CHC","1","$1,350,000","$1,350,000",""
"T106","Kyle Farnsworth","RP","37.3","1.1","","TB","TB","1","$1,250,000","$1,250,000",""
"T106","Lyle Overbay","1B","36.5","0.0090000000000003","L/L","ATL","BOS","1","$1,250,000","$1,250,000",""
"T106","Brandon Inge","3B","36.2","","","OAK","PIT","1","$1,250,000","$1,250,000",""
"T106","Derek Lowe","SP","40.2","3.1","","NYY","TEX","1","$1,250,000","$1,250,000",""
"T110","Erik Bedard","","34.4","","","PIT","HOU","1","$1,150,000","$1,150,000",""
"T110","Ronny Cedeno","SS/2B","30.5","","R/R","NYM","STL","1","$1,150,000","$1,150,000",""
"T110","Chad Qualls","RP","35.0","1.058","R/R","PIT","MIA","1","$1,150,000","$1,150,000",""
"T113","Chad Durbin","RP","35.7","","","ATL","PHI","1","$1,100,000","$1,100,000",""
"T113","Miguel Tejada","2B","39.2","3.023","","BAL","KC","1","$1,100,000","$1,100,000",""
"115","Kameron Loe","RP","31.9","","","MIL","SEA","1","$1,050,000","$1,050,000",""
"T116","Jon Rauch","RP","6.1","","","NYM","MIA","1","$1,000,000","$1,000,000",""
"T116","LaTroy Hawkins","RP/CL","40.7","8.054","R/R","LAA","NYM","1","$1,000,000","$1,000,000",""
"T116","Jason Bay","RF","34.9","","","NYM","SEA","1","$1,000,000","$1,000,000",""
"T116","Brian Wilson","RP","31.4","","","SF","LAD","1","$1,000,000","$1,000,000",""
"T116","Rich Hill","SP","33.4","5.037","L/L","BOS","CLE","1","$1,000,000","$1,000,000",""
"T116","Ryan Raburn","LF/RF","32.3","","R/R","DET","CLE","1","$1,000,000","$1,000,000",""
"T116","Manny Parra","RP","30.8","","L/L","MIL","CIN","1","$1,000,000","$1,000,000",""
"T116","Rich Harden","SP","31.7","","","OAK","MIN","1","$1,000,000","$1,000,000",""
"T124","Jamey Wright","RP","38.7","5.086","R/R","LAD","TB","1","$900,000","$900,000",""
"T124","Don Kelly","","33.5","","L/R","DET","DET","1","$900,000","$900,000",""
"T124","Yuniesky Betancourt","1B/SS","31.5","","","KC","PHI","1","$900,000","$900,000",""
"T124","Yuniesky Betancourt","1B/SS","31.5","","","PHI","MIL","1","$900,000","$900,000",""
"128","Brayan Pena","C","31.6","","S/R","KC","DET","1","$875,000","$875,000",""
"T129","Cesar Izturis","SS","33.5","0.042","","WSH","CIN","1","$800,000","$800,000",""
"T129","Wil Nieves","","35.9","","R/R","ARI","ARI","1","$800,000","$800,000",""
"T131","Jason Giambi","DH","42.6","7.082","","COL","CLE","1","$750,000","$750,000",""
"T131","Delmon Young","LF/DH","27.9","","R/R","DET","PHI","1","$750,000","$750,000",""
"T131","Henry Blanco","C","41.9","3.136","","ARI","TOR","1","$750,000","$750,000",""
"T131","Chad Gaudin","","30.4","","","MIA","SF","1","$750,000","$750,000",""
"T131","Brandon Lyon","RP","34.0","","","TOR","NYM","1","$750,000","$750,000",""
"T131","Rick Ankiel","CF","34.1","","","WSH","HOU","1","$750,000","$750,000",""
"T131","Mark Derosa","3B/LF","38.5","0.061","","WSH","TOR","1","$750,000","$750,000",""
"T131","Kevin Slowey","","29.2","","","CLE","MIA","1","$750,000","$750,000",""
"T139","Casey Kotchman","1B","30.5","","","CLE","MIA","1","$700,000","$700,000",""
"T139","Marlon Byrd","","35.9","0.11","R/R","BOS","NYM","1","$700,000","$700,000",""
"T139","Austin Kearns","LF/RF","33.2","","","MIA","MIA","1","$700,000","$700,000",""
"T139","Scott Atchison","RP","37.3","","R/R","BOS","NYM","1","$700,000","$700,000",""
"143","John Maine","SP","32.2","","","BOS","MIA","1","$625,000","$625,000",""
"144","Cody Ransom","3B","37.5","","","ARI","SD","1","$550,000","$550,000",""
"145","Eric Fryer","C","28.0","","R/R","PIT","MIN","1","$515,000","$515,000",""
"T146","Bill Hall","3B","33.6","","","BAL","LAA","1","$500,000","$500,000",""
"T146","Jon Garland","SP","33.8","","","SEA","COL","1","$500,000","$500,000",""
"148","Juan Carlos Oviedo","RP","31.4","","R/R","MIA","TB","1","$490,000","$490,000",""
"T149","Ramón Ramírez","RP","31.9","","","NYM","SF","1","$0","$0",""
"T149","Bill Bray","RP","30.2","","","CIN","WSH","1","$0","$0",""
"T149","Francisco Rodriguez","RP","31.6","9.150","R/R","MIL","MIL","1","$0","$0",""
"T149","Hideki Okajima","","37.7","","","NYY","OAK","1","$0","$0",""
"T149","Tim Byrdak","RP","39.8","","","NYM","NYM","1","$0","$0",""
"T149","Rafael Perez","RP","31.2","","","CLE","MIN","1","$0","$0",""
"T149","Jon Garland","SP","33.8","","","CLE","SEA","1","$0","$0",""
"T149","George Sherrill","RP","36.3","","","SEA","KC","1","$0","$0",""
"T149","Miguel Olivo","C","35.1","","R/R","SEA","CIN","1","$0","$0",""
"T149","Ramon Troncoso","RP","30.5","","","LAD","CHW","1","$0","$0",""
"T149","Corey Patterson","RF","34.0","","","MIL","NYM","1","$0","$0",""
"T149","Brad Hawpe","RF","34.2","","","TEX","PIT","1","$0","$0",""
"T149","Daniel Schlereth","RP","27.2","","","DET","BAL","1","$0","$0",""
"T149","José Valverde","RP","35.4","","","DET","MIA","1","$0","$0",""
"T149","Bobby Wilson","C","30.3","","R/R","TOR","NYY","1","$0","$0",""
"T149","Dave Bush","SP","33.8","","","PHI","TOR","1","$0","$0",""
"T149","Joel Piñeiro","SP","34.9","","","BAL","BAL","1","$0","$0",""
"T149","Matt Capps","","29.9","","","MIN","CLE","1","$0","$0",""
"T149","Ryan Langerhans","LF","33.5","","","LAA","TOR","1","$0","$0",""
"T149","Jesus Flores","C","28.8","","","WSH","LAD","1","$0","$0",""
"T149","Dontrelle Willis","SP","31.6","","","BAL","CHC","1","$0","$0",""
"T149","Endy Chavez","LF/CF","35.5","","L/L","BAL","SEA","1","$0","$0",""
"T149","Wilson Valdez","2B/SS","35.2","","","SF","MIA","0","$0","",""
"T149","Sergio Escalona","RP","29.0","","","HOU","HOU","1","$0","$0",""
"T149","Jason Bourgeois","LF/CF","31.6","2.094","R/R","KC","TB","1","$0","$0",""
"T149","Carlos Zambrano","SP","32.2","","","MIA","PHI","1","$0","$0",""
"T149","José Contreras","SP/RP","41.7","","","PHI","PIT","1","$0","$0",""
"T149","Micah Owings","SP/RP","30.8","","","SD","WSH","1","$0","$0",""
"T149","Jeremy Hermida","RF/LF","29.5","","","SD","CLE","1","$0","$0",""
"T149","Chone Figgins","3B/LF","35.6","","","SEA","MIA","1","$0","$0",""
"T149","Kyle McClellan","","29.2","","","STL","TEX","1","$0","$0",""
"T149","J.C. Romero","RP","37.2","0.013999999999999","","BAL","WSH","1","$0","$0",""
"T149","Miguel Batista","SP","42.5","2.1","","ATL","COL","1","$0","$0",""
"T149","Joe Martinez","RP","30.5","","","ARI","CLE","1","$0","$0",""
"T149","Zach Duke","","30.3","1.054","L/L","WSH","CIN","1","$0","$0",""
"T149","Chris Snyder","C","32.5","","","HOU","WSH","1","$0","$0",""
"T149","Yoshinori Tateyama","RP","37.7","","","TEX","TEX","1","$0","$0",""
"T149","Xavier Nady","1B/LF","34.8","","","SF","KC","1","$0","$0",""
"T149","Emmanuel Burriss","SS/2B","28.6","","R","SF","CIN","1","$0","$0",""
"T149","Rob Johnson","C","40.4","","","NYM","STL","1","$0","$0",""
"T149","Matt Downs","3B/2B","29.4","","","HOU","MIA","1","$0","$0",""
"T149","Dan Johnson","1B","34.0","","","CHW","NYY","1","$0","$0",""
"T149","Ronny Paulino","C","32.3","","","BAL","SEA","1","$0","$0",""
"T149","Juan Abreu","RP","28.3","","","TOR","LAD","1","$0","$0",""
"T149","Luke Carlin","C","32.7","","","CLE","LAA","1","$0","$0",""
"T149","Jim Hoey","RP","30.6","","","TOR","MIL","1","$0","$0",""
"T149","Ross Ohlendorf","RP","31.0","","","SD","WSH","1","$0","$0",""
"T149","Peter Moylan","RP","34.7","","R/R","ATL","LAD","1","$0","$0",""
"T149","Mike Zagurski","RP","30.5","","","ARI","PIT","1","$0","$0",""
"T149","Clay Hensley","RP","33.9","","","SF","CIN","1","$0","$0",""
"T149","Alfredo Amézaga","CF","35.6","","","CHC","LAD","1","$0","$0",""
"T149","J.C. Boscán","C","33.7","","","ATL","CHC","1","$0","$0",""
"T149","Fernando Abad","RP","27.7","1.113","L/L","HOU","WSH","1","$0","$0",""
"T149","Zach Phillips","RP","26.9","","","BAL","MIA","1","$0","$0",""
"T149","Brian Bogusevic","RF/CF","29.5","","L/L","HOU","CHC","1","$0","$0",""
"T149","Steve Tolleson","SS/2B","29.8","","R/R","BAL","CHW","1","$0","$0",""
"T149","Brandon Wood","SS","28.4","","","COL","KC","1","$0","$0",""
"T149","Collin Balester","","27.2","","","DET","TEX","1","$0","$0",""
"T149","Mike Hessman","3B","35.4","","","HOU","CIN","1","$0","$0",""
"T149","J.R. Towles","C","29.5","","","MIN","STL","1","$0","$0",""
"T149","Michael Nickeas","C","30.5","","","NYM","NYM","1","$0","$0",""
"T149","Kila Ka'aihue","","29.3","","","OAK","ARI","1","$0","$0",""
"T149","Jeff Clement","1B","30.0","","","PIT","MIN","1","$0","$0",""
"T149","Justin Christian","CF/LF","33.3","","","SF","STL","1","$0","$0",""
"T149","Bryan Anderson","C","26.7","","L/R","STL","CHW","1","$0","$0",""
"T149","Ryan Garko","1B","32.6","","","TB","COL","1","$0","$0",""
"T149","Will Rhymes","2B/3B","30.3","","","TB","WSH","1","$0","$0",""
"T149","Jack Cust","DH","34.6","","","TOR","TB","1","$0","$0",""
"T149","Scott Moore","3B/2B","29.8","","","HOU","OAK","1","$0","$0",""
"T149","Andrew Brown","LF","28.9","","R/R","COL","NYM","1","$0","$0",""
"T149","Juan Pablo Oramas","RP","23.2","","L/L","SD","SD","1","$0","$0",""
"T149","Denis Phipps","LF","28.1","","","CIN","CIN","1","$0","$0",""
"T149","Lester Oliveros","RP","25.2","","R/R","MIN","MIN","1","$0","$0",""
"T149","Jake Brigham","RP","25.5","","","TEX","TEX","1","$0","$0",""
"T149","Brandon Snyder","3B","26.8","1.025","R/R","TEX","TEX","1","$0","$0",""
"T149","Anthony Carter","RP","27.3","","","CHW","BOS","1","$0","$0",""
"T149","Derrick Robinson","","25.8","","","KC","CIN","1","$0","$0",""
"T149","Zach Duke","","30.3","1.054","L/L","WSH","CIN","1","$0","$0",""
"T149","Mark Reynolds","3B/1B","30.0","","R/R","CLE","NYY","1","$0","$0",""
"T149","Henry Blanco","C","41.9","3.136","","TOR","SEA","1","$0","$0",""
"T149","Aaron Cook","SP","34.5","","","PHI","COL","1","$0","$0",""
"T149","Rick Ankiel","CF","34.1","","","HOU","NYM","1","$0","$0",""
"T149","Freddy García","SP","36.8","1.06","","SD","BAL","1","$0","$0",""
"T149","Joel Piñeiro","SP","34.9","","","BAL","BAL","1","$0","$0",""
"T149","Chien-Ming Wang","RP","33.3","","","NYY","TOR","1","$0","$0",""
