"RANK","PLAYER (629)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"29","Kelvin Herrera","RP","29.6","6.157","R/R","WSH","CHW","2","$18,000,000","$9,000,000",""
"T30","Hyun-Jin Ryu","SP/SP3","32.4","6.000","R/L","LAD","LAD","1","$17,900,000","$17,900,000",""
"T30","Hyun-Jin Ryu","SP/SP3","32.4","6.000","R/L","LAD","LAD","1","$17,900,000","$17,900,000",""
"T30","Hyun-Jin Ryu","SP/SP3","32.4","6.000","R/L","LAD","LAD","1","$17,900,000","$17,900,000",""
"33","Garrett Richards","SP","31.2","6.148","R/R","LAA","SD","2","$15,500,000","$7,750,000",""
"34","Joakim Soria","RP/CL","35.2","12.000","R/R","MIL","OAK","2","$15,000,000","$7,500,000",""
"35","Nelson Cruz","DH","39.1","11.082","R/R","SEA","MIN","1","$14,300,000","$14,300,000",""
"36","Michael Fiers","SP","34.2","5.085","R/R","OAK","OAK","2","$14,100,000","$7,050,000",""
"T37","Mike Moustakas","3B","30.9","7.111","L/R","MIL","MIL","1","$10,000,000","$10,000,000",""
"T37","Justin Wilson","RP","32.0","6.035","L/L","CHC","NYM","2","$10,000,000","$5,000,000",""
"T37","Kurt Suzuki","","35.8","11.112","R/R","ATL","WSH","2","$10,000,000","$5,000,000",""
"T37","Mike Moustakas","3B","30.9","7.111","L/R","MIL","MIL","1","$10,000,000","$10,000,000",""
"T41","Brian Dozier","2B","32.2","6.100","R/R","LAD","WSH","1","$9,000,000","$9,000,000",""
"T41","Trevor Cahill","SP","31.4","9.098","R/R","OAK","LAA","1","$9,000,000","$9,000,000",""
"T41","Trevor Cahill","SP","31.4","9.098","R/R","OAK","LAA","1","$9,000,000","$9,000,000",""
"44","Cody Allen","RP","30.8","6.076","R/R","CLE","LAA","1","$8,500,000","$8,500,000",""
"T45","Ian Kinsler","2B","37.2","9","R/R","BOS","SD","2","$8,000,000","$4,000,000",""
"T45","Jesse Chavez","RP","36.0","8.108","R/R","CHC","TEX","2","$8,000,000","$4,000,000",""
"T45","Jesse Chavez","RP","36.0","8.108","R/R","CHC","TEX","2","$8,000,000","$4,000,000",""
"48","Jonathan Schoop","2B/SS","27.8","5.027","R/R","MIL","MIN","1","$7,500,000","$7,500,000",""
"T49","Derek Holland","RP","32.8","9.105","L","SF","SF","1","$7,000,000","$7,000,000",""
"T49","Derek Holland","RP","32.8","9.105","L","SF","SF","1","$7,000,000","$7,000,000",""
"51","Nick Markakis","RF","35.8","13.000","L/L","ATL","ATL","1","$6,000,000","$6,000,000",""
"T52","Tyson Ross","SP","32.3","7.118","R/R","STL","DET","1","$5,750,000","$5,750,000",""
"T52","Robinson Chirinos","C/1B","35.2","6.102","R/R","TEX","HOU","1","$5,750,000","$5,750,000",""
"T52","Tyson Ross","SP","32.3","7.118","R/R","STL","DET","1","$5,750,000","$5,750,000",""
"T55","Jordy Mercer","SS","32.9","6.095","R/R","PIT","DET","1","$5,250,000","$5,250,000",""
"T55","Billy Hamilton","CF","28.9","5.028","R","CIN","KC","1","$5,250,000","$5,250,000",""
"T57","Freddy Galvis","SS","29.8","6.021","R","SD","TOR","1","$5,000,000","$5,000,000",""
"T57","Daniel Descalso","2B/LF","32.8","8.016","L/R","ARI","CHC","2","$5,000,000","$2,500,000",""
"T59","Wade Miley","SP/SP2","32.8","7.025","L/L","MIL","HOU","1","$4,500,000","$4,500,000",""
"T59","Wade Miley","SP/SP2","32.8","7.025","L/L","MIL","HOU","1","$4,500,000","$4,500,000",""
"61","Wilmer Flores","1B","28.0","5.003","R/R","NYM","ARI","1","$4,250,000","$4,250,000",""
"T62","Matt Adams","1B","30.9","6.033","L/R","STL","WSH","1","$4,000,000","$4,000,000",""
"T62","Martín Pérez","SP/SP5","28.3","6.038","L/L","TEX","MIN","1","$4,000,000","$4,000,000",""
"T62","Jon Jay","RF","34.4","8.134","L/L","ARI","CHW","1","$4,000,000","$4,000,000",""
"T62","Marco Estrada","SP/SP3","36.1","4.035","R/R","TOR","OAK","1","$4,000,000","$4,000,000",""
"T62","Matt Adams","1B","30.9","6.033","L/R","STL","WSH","1","$4,000,000","$4,000,000",""
"T62","Jon Jay","RF","34.4","8.134","L/L","ARI","CHW","1","$4,000,000","$4,000,000",""
"T68","Avisaíl García","RF","28.2","5.166","R/R","CHW","TB","1","$3,500,000","$3,500,000",""
"T68","Matt Shoemaker","SP/SP5","32.8","4.166","R/R","LAA","TOR","1","$3,500,000","$3,500,000",""
"T68","Asdrubal Cabrera","2B","33.8","11.027","R","PHI","TEX","1","$3,500,000","$3,500,000",""
"T71","Jonathan Lucroy","C","33.2","8.136","R/R","OAK","LAA","1","$3,350,000","$3,350,000",""
"T71","Jonathan Lucroy","C","33.2","8.136","R/R","OAK","LAA","1","$3,350,000","$3,350,000",""
"T73","Greg Holland","RP","33.8","7.027","R/R","WSH","ARI","1","$3,250,000","$3,250,000",""
"T73","Greg Holland","RP","33.8","7.027","R/R","WSH","ARI","1","$3,250,000","$3,250,000",""
"T75","Adam Jones","CF","34.0","11.139","R/R","BAL","ARI","1","$3,000,000","$3,000,000",""
"T75","Gio Gonzalez Minor","SP/SP4","33.9","9.162","R/L","","NYY","1","$3,000,000","$3,000,000",""
"T75","Brad Brach","RP","33.3","6.063","R/R","ATL","CHC","1","$3,000,000","$3,000,000",""
"T75","Bud Norris Minor","RP","34.4","9.068","R/R","","TOR","1","$3,000,000","$3,000,000",""
"T75","Clay Buchholz","SP/SP3","35.0","6.02","L/R","ARI","TOR","1","$3,000,000","$3,000,000",""
"T75","Chris Owings","SS","28.0","5.012","R/R","ARI","KC","1","$3,000,000","$3,000,000",""
"T75","Adeiny Hechavarria Minor","SS","30.3","6.060","R/R","","NYM","1","$3,000,000","$3,000,000",""
"T75","Bud Norris Minor","RP","34.4","9.068","R/R","","TOR","1","$3,000,000","$3,000,000",""
"T75","Clay Buchholz","SP/SP3","35.0","6.02","L/R","ARI","TOR","1","$3,000,000","$3,000,000",""
"T84","Lonnie Chisenhall","RF","30.8","2.158","L/R","CLE","PIT","1","$2,750,000","$2,750,000",""
"T84","Jake Diekman","RP","32.6","6.050","L/L","ARI","KC","1","$2,750,000","$2,750,000",""
"T84","Shawn Kelley","RP","35.3","9.128","R/R","OAK","TEX","1","$2,750,000","$2,750,000",""
"T87","Matt Moore","RP/SU7","30.2","7.000","L/L","TEX","DET","1","$2,500,000","$2,500,000",""
"T87","Sergio Romo","RP","36.4","10.097","R/R","TB","MIA","1","$2,500,000","$2,500,000",""
"T87","Martin Maldonado","C","33.0","6.156","R/R","HOU","KC","1","$2,500,000","$2,500,000",""
"T87","David Phelps","RP","32.8","6.156","R/R","SEA","TOR","1","$2,500,000","$2,500,000",""
"T87","Adam Warren","RP","32.0","6.036","R/R","SEA","SD","1","$2,500,000","$2,500,000",""
"T87","Oliver Perez","","38.0","14.093","L/L","CLE","CLE","1","$2,500,000","$2,500,000",""
"T87","Jose Iglesias Minor","SS","29.6","6.036","R/R","","CIN","1","$2,500,000","$2,500,000",""
"T87","James McCann","C","29.2","4.028","R/R","DET","CHW","1","$2,500,000","$2,500,000",""
"T87","Justin Bour","1B","31.2","4.064","L/R","PHI","LAA","1","$2,500,000","$2,500,000",""
"T87","Sergio Romo","RP","36.4","10.097","R/R","TB","MIA","1","$2,500,000","$2,500,000",""
"T87","Oliver Perez","","38.0","14.093","L/L","CLE","CLE","1","$2,500,000","$2,500,000",""
"98","Brad Boxberger","RP/SU8","31.2","5.109","R/R","ARI","KC","1","$2,200,000","$2,200,000",""
"T99","Jordan Lyles","SP","28.8","7.001","R/R","MIL","PIT","1","$2,050,000","$2,050,000",""
"T99","Jordan Lyles","SP","28.8","7.001","R/R","MIL","PIT","1","$2,050,000","$2,050,000",""
"T101","Hunter Pence Minor","RF","36.3","11.156","R/R","","TEX","1","$2,000,000","$2,000,000",""
"T101","Josh Harrison","2B/SS","32.1","7.033","R/R","PIT","DET","1","$2,000,000","$2,000,000",""
"T101","Logan Forsythe Minor","2B/3B","32.6","7.113","R/R","","TEX","1","$2,000,000","$2,000,000",""
"T101","Brian McCann","C","35.5","13.117","L/R","HOU","ATL","1","$2,000,000","$2,000,000",""
"T101","Neil Walker","2B","33.9","8.166","R","NYY","MIA","1","$2,000,000","$2,000,000",""
"T101","Shelby Miller","RP/SU7","28.8","5.166","R/R","ARI","TEX","1","$2,000,000","$2,000,000",""
"T101","Zach Duke","","36.3","7.054","L/L","SEA","CIN","1","$2,000,000","$2,000,000",""
"T101","Derek Dietrich Minor","2B/LF","30.1","4.151","L/R","","CIN","1","$2,000,000","$2,000,000",""
"T101","Robbie Grossman","RF","29.9","4.059","L","MIN","OAK","1","$2,000,000","$2,000,000",""
"T101","Gio Gonzalez","SP/SP4","33.9","9.162","R/L","NYY","MIL","1","$2,000,000","$2,000,000",""
"T101","Neil Walker","2B","33.9","8.166","R","NYY","MIA","1","$2,000,000","$2,000,000",""
"T101","Gio Gonzalez","SP/SP4","33.9","9.162","R/L","NYY","MIL","1","$2,000,000","$2,000,000",""
"T113","Francisco Liriano Minor","RP","35.8","12.104","L/L","","PIT","1","$1,800,000","$1,800,000",""
"T113","Blake Parker","RP","34.2","4.036","R/R","LAA","MIN","1","$1,800,000","$1,800,000",""
"T113","Francisco Liriano Minor","RP","35.8","12.104","L/L","","PIT","1","$1,800,000","$1,800,000",""
"T116","Curtis Granderson Minor","LF","38.4","9.077","L/R","","MIA","1","$1,750,000","$1,750,000",""
"T116","Devin Mesoraco Minor","C","31.2","1.028","R/R","","NYM","1","$1,750,000","$1,750,000",""
"T116","Chi Chi Gonzalez Minor","SP","27.6","1.078","R/R","","COL","1","$1,750,000","$1,750,000",""
"T116","Tim Beckham","3B","29.5","4.134","R/R","BAL","SEA","1","$1,750,000","$1,750,000",""
"T116","Gerardo Parra Minor","RF","32.2","9.145","L/L","","SF","1","$1,750,000","$1,750,000",""
"T116","Chi Chi Gonzalez Minor","SP","27.6","1.078","R/R","","COL","1","$1,750,000","$1,750,000",""
"T116","Curtis Granderson Minor","LF","38.4","9.077","L/R","","MIA","1","$1,750,000","$1,750,000",""
"T116","Chi Chi Gonzalez Minor","SP","27.6","1.078","R/R","","COL","1","$1,750,000","$1,750,000",""
"T124","John Axford Minor","RP","36.3","8.118","R/R","","TOR","1","$1,650,000","$1,650,000",""
"T124","John Axford Minor","RP","36.3","8.118","R/R","","TOR","1","$1,650,000","$1,650,000",""
"T126","Brandon Guyer Minor","LF","33.5","6.066","R/R","","CHW","1","$1,600,000","$1,600,000",""
"T126","Luis Avilan Minor","RP","30.1","5.146","L/L","","NYM","1","$1,600,000","$1,600,000",""
"T128","Tyler Clippard Minor","RP","34.5","9.148","R/R","","CLE","1","$1,500,000","$1,500,000",""
"T128","Drew Pomeranz","RP","30.8","6.013","R/L","BOS","SF","1","$1,500,000","$1,500,000",""
"T128","Brett Anderson","SP","31.5","9.135","L/L","OAK","OAK","1","$1,500,000","$1,500,000",""
"T128","Brandon Maurer Minor","RP","29.1","5.040","R/R","","PIT","1","$1,500,000","$1,500,000",""
"T128","Daniel Hudson Minor","RP/CL","32.4","8.106","R/R","","LAA","1","$1,500,000","$1,500,000",""
"T128","Marc Rzepczynski Minor","RP","33.9","8.047","L/L","","ARI","1","$1,500,000","$1,500,000",""
"T128","Jerry Blevins Minor","RP","35.9","9.081","L/L","","OAK","1","$1,500,000","$1,500,000",""
"T128","Matt Wieters Minor","C","33.2","9.129","R","","STL","1","$1,500,000","$1,500,000",""
"T128","Tyler Clippard Minor","RP","34.5","9.148","R/R","","CLE","1","$1,500,000","$1,500,000",""
"T128","Brett Anderson","SP","31.5","9.135","L/L","OAK","OAK","1","$1,500,000","$1,500,000",""
"T128","Daniel Hudson Minor","RP/CL","32.4","8.106","R/R","","LAA","1","$1,500,000","$1,500,000",""
"139","Cory Gearrin","RP","33.3","5.136","R/R","OAK","SEA","1","$1,400,000","$1,400,000",""
"T140","Jeremy Hellickson","RP","32.3","4.041","R/R","WSH","WSH","1","$1,300,000","$1,300,000",""
"T140","Hunter Strickland","RP","30.9","3.163","R/R","SF","SEA","1","$1,300,000","$1,300,000",""
"T140","Jeremy Hellickson","RP","32.3","4.041","R/R","WSH","WSH","1","$1,300,000","$1,300,000",""
"T143","Tony Sipp","RP","36.1","3.1","L/L","HOU","WSH","1","$1,250,000","$1,250,000",""
"T143","Lucas Duda Minor","1B","33.5","7.137","L/R","","KC","1","$1,250,000","$1,250,000",""
"T143","Bryan Holaday Minor","C","31.8","4.056","R/R","","MIA","1","$1,250,000","$1,250,000",""
"T143","Lucas Duda Minor","1B","33.5","7.137","L/R","","KC","1","$1,250,000","$1,250,000",""
"147","Caleb Joseph","C","33.2","4.127","R/R","BAL","ARI","1","$1,100,000","$1,100,000",""
"T148","Jose Lobaton Minor","C","34.8","7.041","R","","SEA","1","$1,000,000","$1,000,000",""
"T148","Jay Jackson Minor","RP","31.8","","R/R","","MIL","1","$1,000,000","$1,000,000",""
"T148","Ryan Flaherty Minor","3B/2B","33.0","7.000","L/R","","CLE","1","$1,000,000","$1,000,000",""
"T148","Adam Rosales Minor","2B/SS/3B","36.2","2.136","R/R","","MIN","1","$1,000,000","$1,000,000",""
"T148","Chris Herrmann","C","31.8","4.128","L/R","HOU","OAK","1","$1,000,000","$1,000,000",""
"T148","Jeanmar Gomez Minor","RP","31.5","0.063","R/R","","TEX","1","$1,000,000","$1,000,000",""
"T148","Mark Reynolds Minor","3B/1B","36.0","5.138","R/R","","COL","1","$1,000,000","$1,000,000",""
"T148","Josh Tomlin Minor","RP","34.8","8.033","R/R","","ATL","1","$1,000,000","$1,000,000",""
"T148","Brad Miller","LF/2B","29.8","5.004","L/R","LAD","CLE","1","$1,000,000","$1,000,000",""
"T148","Gorkys Hernández Minor","LF/CF","31.9","3.013","R/R","","BOS","1","$1,000,000","$1,000,000",""
"T148","Matt Joyce Minor","LF","35.0","9.123","L/R","","SF","1","$1,000,000","$1,000,000",""
"T148","Ben Revere Minor","CF","31.2","1.149","L/R","","TEX","1","$1,000,000","$1,000,000",""
"T148","Jay Jackson Minor","RP","31.8","","R/R","","MIL","1","$1,000,000","$1,000,000",""
"T148","Jose Lobaton Minor","C","34.8","7.041","R","","SEA","1","$1,000,000","$1,000,000",""
"T148","Ryan Flaherty Minor","3B/2B","33.0","7.000","L/R","","CLE","1","$1,000,000","$1,000,000",""
"T148","Adam Rosales Minor","2B/SS/3B","36.2","2.136","R/R","","MIN","1","$1,000,000","$1,000,000",""
"T148","Chris Herrmann","C","31.8","4.128","L/R","HOU","OAK","1","$1,000,000","$1,000,000",""
"T148","Jeanmar Gomez Minor","RP","31.5","0.063","R/R","","TEX","1","$1,000,000","$1,000,000",""
"T148","Mark Reynolds Minor","3B/1B","36.0","5.138","R/R","","COL","1","$1,000,000","$1,000,000",""
"T148","Josh Tomlin Minor","RP","34.8","8.033","R/R","","ATL","1","$1,000,000","$1,000,000",""
"T148","Brad Miller","LF/2B","29.8","5.004","L/R","LAD","CLE","1","$1,000,000","$1,000,000",""
"T148","Jay Jackson Minor","RP","31.8","","R/R","","MIL","1","$1,000,000","$1,000,000",""
"T170","Ryan Goins Minor","2B","31.5","4.030","L/R","","CHW","1","$975,000","$975,000",""
"T170","Ryan Goins Minor","2B","31.5","4.030","L/R","","CHW","1","$975,000","$975,000",""
"T170","Ryan Goins Minor","2B","31.5","4.030","L/R","","CHW","1","$975,000","$975,000",""
"173","Matt Szczur Minor","CF","30.1","3.064","R/R","","ARI","1","$950,000","$950,000",""
"T174","Xavier Cedeño Minor","RP","33.0","5.003","L/L","","CHC","1","$900,000","$900,000",""
"T174","Jake Petricka","RP","31.2","4.157","R/R","TOR","MIL","1","$900,000","$900,000",""
"T174","Xavier Cedeño Minor","RP","33.0","5.003","L/L","","CHC","1","$900,000","$900,000",""
"T174","Jake Petricka","RP","31.2","4.157","R/R","TOR","MIL","1","$900,000","$900,000",""
"T178","Tom Koehler Minor","RP","33.5","5.152","R/R","","PIT","1","$850,000","$850,000",""
"T178","Josh Fields Minor","RP","34.0","0.083","R/R","","TEX","1","$850,000","$850,000",""
"T178","Andres Blanco Minor","3B","35.3","7.007","R","","ATL","1","$850,000","$850,000",""
"T178","Jesús Sucre Minor","C","31.2","4.137","R/R","","BAL","1","$850,000","$850,000",""
"T178","Tom Koehler Minor","RP","33.5","5.152","R/R","","PIT","1","$850,000","$850,000",""
"T178","Andres Blanco Minor","3B","35.3","7.007","R","","ATL","1","$850,000","$850,000",""
"T184","Fernando Abad Minor","RP","33.7","6.073","L/L","","SF","1","$800,000","$800,000",""
"T184","Hector Noesi Minor","RP","32.6","","R/R","","MIA","1","$800,000","$800,000",""
"T184","Nate Karns","SP","31.8","","R/R","KC","BAL","1","$800,000","$800,000",""
"T184","Ronald Torreyes Minor","2B","26.9","2.139","R/R","","MIN","1","$800,000","$800,000",""
"T184","Fernando Abad Minor","RP","33.7","6.073","L/L","","SF","1","$800,000","$800,000",""
"T184","Hector Noesi Minor","RP","32.6","","R/R","","MIA","1","$800,000","$800,000",""
"T184","Fernando Abad Minor","RP","33.7","6.073","L/L","","SF","1","$800,000","$800,000",""
"T191","Alex Wilson","RP","32.8","5.038","R/R","CLE","MIL","1","$750,000","$750,000",""
"T191","Ruben Tejada Minor","SS","29.8","5.162","R/R","","NYM","1","$750,000","$750,000",""
"T191","Tony Barnette","RP","35.8","","R/R","TEX","CHC","1","$750,000","$750,000",""
"T191","Alex Wilson","RP","32.8","5.038","R/R","CLE","MIL","1","$750,000","$750,000",""
"T191","Ruben Tejada Minor","SS","29.8","5.162","R/R","","NYM","1","$750,000","$750,000",""
"T196","J.B. Shuck Minor","LF/CF","32.2","3.166","L/L","","PIT","1","$700,000","$700,000",""
"T196","Gordon Beckham Minor","2B","32.9","8.023","R/R","","DET","1","$700,000","$700,000",""
"T198","Francisco Pena Minor","C","29.8","2.009","R/R","","STL","1","$675,000","$675,000",""
"T198","Francisco Pena Minor","C","29.8","2.009","R/R","","STL","1","$675,000","$675,000",""
"T200","Carlos Pérez Minor","C","28.8","2.164","R/R","","BAL","1","$650,000","$650,000",""
"T200","Terrance Gore Minor","CF","28.2","1.030","R/R","","KC","1","$650,000","$650,000",""
"T200","Carlos Pérez Minor","C","28.8","2.164","R/R","","BAL","1","$650,000","$650,000",""
"T200","Carlos Pérez Minor","C","28.8","2.164","R/R","","BAL","1","$650,000","$650,000",""
"T204","Zac Rosscup","RP","31.2","3.164","R/L","LAD","SEA","1","$610,000","$610,000",""
"T204","Zac Rosscup","RP","31.2","3.164","R/L","LAD","SEA","1","$610,000","$610,000",""
"T204","Zac Rosscup","RP","31.2","3.164","R/L","LAD","SEA","1","$610,000","$610,000",""
"T207","Adam Moore Minor","C","35.2","","R/R","","TEX","1","$600,000","$600,000",""
"T207","Josh Thole Minor","C","32.8","5.165","L/R","","LAD","1","$600,000","$600,000",""
"T207","Adam Moore Minor","C","35.2","","R/R","","TEX","1","$600,000","$600,000",""
"T207","Josh Thole Minor","C","32.8","5.165","L/R","","LAD","1","$600,000","$600,000",""
"T207","Adam Moore Minor","C","35.2","","R/R","","TEX","1","$600,000","$600,000",""
"T212","Pat Venditte","RP","34.1","1.084","L/","LAD","SF","1","$585,000","$585,000",""
"T212","Pat Venditte","RP","34.1","1.084","L/","LAD","SF","1","$585,000","$585,000",""
"T214","Dan Straily Minor","SP/SP3","30.7","4.126","R/R","","BAL","1","$575,000","$575,000",""
"T214","Kendall Graveman","RP/CL","28.7","3.078","R/R","OAK","CHC","1","$575,000","$575,000",""
"T216","Troy Tulowitzki","SS","34.8","12.033","R/R","TOR","NYY","1","$555,000","$555,000",""
"T216","Homer Bailey Minor","SP","33.2","10.017","R/R","","KC","1","$555,000","$555,000",""
"T216","Kyle Zimmer Minor","RP","27.9","","R/R","","KC","1","$555,000","$555,000",""
"T219","Óscar Hernández Minor","C","26.1","1.022","R/R","","BOS","0","$0","",""
"T219","Michael Ynoa Minor","RP","27.9","","R/R","","KC","0","$0","",""
"T219","Francisco Cervelli","C","33.4","8.146","R/R","PIT","ATL","0","$0","",""
"T219","Drew Smyly Minor","SP","30.2","6.154","L/L","","PHI","0","$0","",""
"T219","Fernando Rodney Minor","RP","42.4","15.137","R/R","","WSH","0","$0","",""
"T219","David Hale Minor","RP","31.8","2.031","R/R","","NYY","0","$0","",""
"T219","Ryan Weber Minor","RP","29.0","1.063","R/R","","BOS","0","$0","",""
"T219","Nick Ramirez Minor","RP","30.0","","L/L","","DET","0","$0","",""
"T219","Tommy Milone Minor","SP","32.5","5.153","L/L","","SEA","0","$0","",""
"T219","Angel Perdomo Minor","RP","25.2","","L/L","","MIL","0","$0","",""
"T219","James Jones Minor","SP","30.9","0.170","L/L","","TEX","0","$0","",""
"T219","Jhoulys Chacin Minor","SP","31.6","8.054","R/R","","BOS","0","$0","",""
"T219","Joe Hudson Minor","C","28.2","0.027","R/R","","STL","0","$0","",""
"T219","Yonder Alonso Minor","1B","32.3","7.116","L/R","","COL","0","$0","",""
"T219","Preston Tucker Minor","LF","29.1","2.085","L/L","","CHW","0","$0","",""
"T219","Luke Bard Minor","RP","28.8","0.030","R/R","","LAA","0","$0","",""
"T219","René Rivera Minor","C","36.0","7.070","R/R","","NYM","0","$0","",""
"T219","Rob Brantly Minor","C","30.1","1.171","L/R","","PHI","0","$0","",""
"T219","Brian Moran Minor","RP","30.8","1.000","L/L","","MIA","0","$0","",""
"T219","Jandel Gustave Minor","RP","26.8","2.036","R/R","","SF","0","$0","",""
"T219","Danny Coulombe Minor","RP/SU7","29.8","2.054","L/L","","NYY","0","$0","",""
"T219","Harold Castro Minor","3B","25.7","0.010","L/R","","DET","0","$0","",""
"T219","Alcides Escobar Minor","SS","32.7","9.082","R/R","","CHW","0","$0","",""
"T219","Anthony Gose Minor","RP/SU7","29.0","2.125","L/L","","CLE","0","$0","",""
"T219","Abraham Almonte Minor","CF","30.1","3.161","R","","ARI","0","$0","",""
"T219","Neftali Feliz Minor","RP","31.2","2.156","R/R","","SEA","0","$0","",""
"T219","Rafael Ortega Minor","DH/CF","28.2","0.138","L/R","","ATL","0","$0","",""
"T219","Grégor Blanco Minor","RF/LF","35.7","8.072","L/L","","NYM","0","$0","",""
"T219","David Hernandez Minor","RP","34.2","9.084","R/R","","NYY","0","$0","",""
"T219","Eric Sogard Minor","3B/SS","33.2","6.139","L/R","","TOR","0","$0","",""
"T219","Drew Hutchison Minor","SP","29.0","4.091","L/R","","NYY","0","$0","",""
"T219","Robbie Ross Minor","RP","30.2","5.098","L/L","","CIN","0","$0","",""
"T219","Shane Robinson Minor","CF","34.8","5.058","R/R","","PHI","0","$0","",""
"T219","Miguel Del Pozo Minor","RP","26.8","","L/L","","TEX","0","$0","",""
"T219","Dixon Machado Minor","2B","27.5","2.005","R/R","","CHC","0","$0","",""
"T219","Arismendy Alcantara Minor","CF","27.8","1.108","R","","NYM","0","$0","",""
"T219","Daniel Camarena Minor","P","26.8","","L/L","","NYY","0","$0","",""
"T219","Craig Gentry Minor","LF/RF","35.7","1.065","R/R","","COL","0","$0","",""
"T219","Juan Centeno Minor","C","29.8","2.008","L/R","","BOS","0","$0","",""
"T219","Taylor Motter Minor","SS","29.9","1.033","R/R","","DET","0","$0","",""
"T219","Beau Taylor Minor","C","29.5","0.030","L/R","","OAK","0","$0","",""
"T219","Chris Stewart Minor","C","37.5","2.091","R/R","","SD","0","$0","",""
"T219","Philip Gosselin Minor","2B","30.8","3.035","R/R","","PHI","0","$0","",""
"T219","Hector Santiago Minor","RP","31.7","7.016","R/L","","CHW","0","$0","",""
"T219","Nabil Crismatt Minor","RP","24.7","","R/R","","SEA","0","$0","",""
"T219","Ricky Nolasco Minor","SP/SP1","36.7","5.142","R/R","","ARI","0","$0","",""
"T219","Patrick Kivlehan Minor","RF","29.7","1.036","R/R","","PIT","0","$0","",""
"T219","Rajai Davis Minor","CF","38.8","7.043","R/R","","NYM","0","$0","",""
"T219","Asher Wojciechowski Minor","SP/SP3","30.7","1.066","R/R","","CLE","0","$0","",""
"T219","Juan Graterol Minor","C","30.5","1.051","R/R","","CIN","0","$0","",""
"T219","Zac Grotz Minor","P","26.5","","R/R","","SEA","0","$0","",""
"T219","Carlos Gomez Minor","RF","33.7","5.141","R/R","","NYM","0","$0","",""
"T219","Mike Kickham Minor","RP","30.7","0.087","L/L","","MIA","0","$0","",""
"T219","Pedro Alvarez Minor","1B","32.5","7.028","L/R","","MIA","0","$0","",""
