"RANK","PLAYER (603)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"T42","Starlin Castro","2B","30.4","9.150","R/R","MIA","WSH","2","$12,000,000","$6,000,000",""
"T42","Edwin Encarnacion","DH/1B","37.6","14.085","R/R","NYY","CHW","1","$12,000,000","$12,000,000",""
"T44","Daniel Hudson","RP/CL","33.4","9.106","R/R","WSH","WSH","2","$11,000,000","$5,500,000",""
"T44","Daniel Hudson","RP/CL","33.4","9.106","R/R","WSH","WSH","2","$11,000,000","$5,500,000",""
"46","Dellin Betances","RP","32.4","6.078","R/R","NYY","NYM","1","$10,500,000","$10,500,000",""
"T47","Rick Porcello","","31.6","10.170","R/R","BOS","NYM","1","$10,000,000","$10,000,000",""
"T47","Yan Gomes","C","33.1","7.083","R/R","WSH","WSH","2","$10,000,000","$5,000,000",""
"T47","Blake Treinen","RP","32.1","5.065","R/R","OAK","LAD","1","$10,000,000","$10,000,000",""
"T50","Josh Lindblom","SP","33.2","1.151","R/R","","MIL","3","$9,125,000","$3,041,667",""
"T50","Josh Lindblom","SP","33.2","1.151","R/R","","MIL","3","$9,125,000","$3,041,667",""
"T52","Julio Teherán","SP","29.5","7.062","R/R","ATL","LAA","1","$9,000,000","$9,000,000",""
"T52","Craig Stammen","RP","36.4","8.160","R/R","SD","SD","2","$9,000,000","$4,500,000",""
"T52","Kevin Gausman","SP/SP2","29.6","5.151","L/R","CIN","SF","1","$9,000,000","$9,000,000",""
"T52","Craig Stammen","RP","36.4","8.160","R/R","SD","SD","2","$9,000,000","$4,500,000",""
"T56","Joe Smith","RP","36.4","12.091","R/R","HOU","HOU","2","$8,000,000","$4,000,000",""
"T56","Joe Smith","RP","36.4","12.091","R/R","HOU","HOU","2","$8,000,000","$4,000,000",""
"T58","Jake Diekman","RP","33.6","7.050","L/L","OAK","OAK","2","$7,500,000","$3,750,000",""
"T58","Jake Diekman","RP","33.6","7.050","L/L","OAK","OAK","2","$7,500,000","$3,750,000",""
"T60","Homer Bailey","SP","34.2","11.017","R/R","OAK","MIN","1","$7,000,000","$7,000,000",""
"T60","Martin Maldonado","C","34.0","7.156","R/R","HOU","HOU","2","$7,000,000","$3,500,000",""
"T60","Homer Bailey","SP","34.2","11.017","R/R","OAK","MIN","1","$7,000,000","$7,000,000",""
"T60","Martin Maldonado","C","34.0","7.156","R/R","HOU","HOU","2","$7,000,000","$3,500,000",""
"64","Jason Castro","C/DH","33.2","9.104","L/R","MIN","LAA","1","$6,850,000","$6,850,000",""
"T65","Robinson Chirinos","C/1B","36.2","7.102","R/R","HOU","TEX","1","$6,750,000","$6,750,000",""
"T65","Robinson Chirinos","C/1B","36.2","7.102","R/R","HOU","TEX","1","$6,750,000","$6,750,000",""
"T67","Howie Kendrick","2B/LF","37.1","13.091","R/R","WSH","WSH","1","$6,250,000","$6,250,000",""
"T67","César Hernández","2B","30.2","5.154","R","PHI","CLE","1","$6,250,000","$6,250,000",""
"T67","Wilmer Flores","1B","29.0","6.003","R/R","ARI","SF","2","$6,250,000","$3,125,000",""
"T67","Howie Kendrick","2B/LF","37.1","13.091","R/R","WSH","WSH","1","$6,250,000","$6,250,000",""
"T67","Wilmer Flores","1B","29.0","6.003","R/R","ARI","SF","2","$6,250,000","$3,125,000",""
"T72","Jonathan Schoop","2B/SS","28.8","6.027","R/R","MIN","DET","1","$6,100,000","$6,100,000",""
"T72","C.J. Cron","1B","30.6","5.097","R/R","MIN","DET","1","$6,100,000","$6,100,000",""
"T72","Jonathan Schoop","2B/SS","28.8","6.027","R/R","MIN","DET","1","$6,100,000","$6,100,000",""
"T75","Steve Cishek","RP","34.2","8.143","R/R","CHC","CHW","1","$6,000,000","$6,000,000",""
"T75","Martín Pérez","SP/SP5","29.3","7.038","L/L","MIN","BOS","1","$6,000,000","$6,000,000",""
"T75","Steve Cishek","RP","34.2","8.143","R/R","CHC","CHW","1","$6,000,000","$6,000,000",""
"T75","Martín Pérez","SP/SP5","29.3","7.038","L/L","MIN","BOS","1","$6,000,000","$6,000,000",""
"T79","Adam Wainwright","SP/SP1","38.9","14.027","R/R","STL","STL","1","$5,000,000","$5,000,000",""
"T79","Todd Frazier","3B","34.5","8.071","R/R","NYM","TEX","1","$5,000,000","$5,000,000",""
"T79","Justin Smoak","1B","33.7","9.077","L","TOR","MIL","1","$5,000,000","$5,000,000",""
"T79","Brett Anderson","SP","32.5","10.135","L/L","OAK","MIL","1","$5,000,000","$5,000,000",""
"T79","Sergio Romo","RP","37.4","11.097","R/R","MIN","MIN","1","$5,000,000","$5,000,000",""
"T79","Gio Gonzalez","SP/SP4","34.9","10.146","R/L","MIL","CHW","1","$5,000,000","$5,000,000",""
"T79","Justin Smoak","1B","33.7","9.077","L","TOR","MIL","1","$5,000,000","$5,000,000",""
"T79","Todd Frazier","3B","34.5","8.071","R/R","NYM","TEX","1","$5,000,000","$5,000,000",""
"T79","Brett Anderson","SP","32.5","10.135","L/L","OAK","MIL","1","$5,000,000","$5,000,000",""
"T79","Sergio Romo","RP","37.4","11.097","R/R","MIN","MIN","1","$5,000,000","$5,000,000",""
"T79","Gio Gonzalez","SP/SP4","34.9","10.146","R/L","MIL","CHW","1","$5,000,000","$5,000,000",""
"T79","Justin Smoak","1B","33.7","9.077","L","TOR","MIL","1","$5,000,000","$5,000,000",""
"T91","Eric Sogard","3B/SS","34.2","7.134","L/R","TB","MIL","1","$4,500,000","$4,500,000",""
"T91","Eric Sogard","3B/SS","34.2","7.134","L/R","TB","MIL","1","$4,500,000","$4,500,000",""
"T93","Alex Avila","C","33.5","10.061","L/R","ARI","MIN","1","$4,250,000","$4,250,000",""
"T93","Kevin Pillar","CF","31.6","5.113","R/R","SF","BOS","1","$4,250,000","$4,250,000",""
"T93","Alex Avila","C","33.5","10.061","L/R","ARI","MIN","1","$4,250,000","$4,250,000",""
"96","Austin Romine","C","31.8","6.044","R/R","NYY","DET","1","$4,150,000","$4,150,000",""
"T97","Alex Wood","SP/SP3","29.6","6.123","R/L","CIN","LAD","1","$4,000,000","$4,000,000",""
"T97","Tyler Flowers","C","34.6","8.148","R/R","ATL","ATL","1","$4,000,000","$4,000,000",""
"T97","Travis Shaw","1B/3B","30.3","4.053","L/R","MIL","TOR","1","$4,000,000","$4,000,000",""
"T97","Alex Gordon","OF","36.5","12.092","L/R","KC","KC","1","$4,000,000","$4,000,000",""
"T97","Eric Thames","1B","33.8","4.063","L/R","MIL","WSH","1","$4,000,000","$4,000,000",""
"T102","Brandon Kintzler","RP","36.0","8.003","R/R","CHC","MIA","1","$3,250,000","$3,250,000",""
"T102","Brock Holt","2B","32.2","6.052","L/R","BOS","MIL","1","$3,250,000","$3,250,000",""
"T102","Brandon Kintzler","RP","36.0","8.003","R/R","CHC","MIA","1","$3,250,000","$3,250,000",""
"T105","Héctor Rondón","RP","32.5","7.000","R/R","HOU","ARI","1","$3,000,000","$3,000,000",""
"T105","Mitch Moreland","1B/DH","34.9","9.067","L/L","BOS","BOS","1","$3,000,000","$3,000,000",""
"T105","Michael Wacha","SP/SP5","29.1","6.062","R/R","STL","NYM","1","$3,000,000","$3,000,000",""
"T105","Hunter Pence","RF","37.3","12.156","R/R","TEX","SF","1","$3,000,000","$3,000,000",""
"T105","Stephen Vogt","C","35.8","6.064","L/R","SF","ARI","1","$3,000,000","$3,000,000",""
"T105","Jose Iglesias","SS","30.6","7.036","R/R","CIN","BAL","1","$3,000,000","$3,000,000",""
"T105","Rich Hill","SP","40.4","10.127","L/L","LAD","MIN","1","$3,000,000","$3,000,000",""
"T105","Héctor Rondón","RP","32.5","7.000","R/R","HOU","ARI","1","$3,000,000","$3,000,000",""
"T105","Mitch Moreland","1B/DH","34.9","9.067","L/L","BOS","BOS","1","$3,000,000","$3,000,000",""
"T105","Hunter Pence","RF","37.3","12.156","R/R","TEX","SF","1","$3,000,000","$3,000,000",""
"T105","Stephen Vogt","C","35.8","6.064","L/R","SF","ARI","1","$3,000,000","$3,000,000",""
"T105","Jose Iglesias","SS","30.6","7.036","R/R","CIN","BAL","1","$3,000,000","$3,000,000",""
"T117","Maikel Franco","3B","28.0","4.157","R/R","PHI","KC","1","$2,950,000","$2,950,000",""
"T117","Maikel Franco","3B","28.0","4.157","R/R","PHI","KC","1","$2,950,000","$2,950,000",""
"T119","José Peraza","SS","26.2","3.141","R/R","CIN","BOS","1","$2,850,000","$2,850,000",""
"T119","Joe Panik Minor","2B","29.8","5.100","L/R","","TOR","1","$2,850,000","$2,850,000",""
"T119","Joe Panik Minor","2B","29.8","5.100","L/R","","TOR","1","$2,850,000","$2,850,000",""
"T122","Darren O'Day","RP","37.8","11.103","R/R","ATL","ATL","1","$2,750,000","$2,750,000",""
"T122","Tyler Clippard","RP","35.5","10.134","R/R","CLE","MIN","1","$2,750,000","$2,750,000",""
"T122","Tyler Clippard","RP","35.5","10.134","R/R","CLE","MIN","1","$2,750,000","$2,750,000",""
"125","Junior Guerra","RP","35.6","3.155","R/R","MIL","ARI","1","$2,650,000","$2,650,000",""
"T126","Asdrubal Cabrera","2B","34.8","12.027","R","WSH","WSH","1","$2,500,000","$2,500,000",""
"T126","Asdrubal Cabrera","2B","34.8","12.027","R","WSH","WSH","1","$2,500,000","$2,500,000",""
"T128","Brad Brach","RP","34.3","7.063","R/R","NYM","NYM","2","$2,100,000","$1,050,000",""
"T128","Brad Brach","RP","34.3","7.063","R/R","NYM","NYM","2","$2,100,000","$1,050,000",""
"T130","Ryan Zimmerman","1B","35.8","14.032","R/R","WSH","WSH","1","$2,000,000","$2,000,000",""
"T130","Jedd Gyorko","3B","31.9","6.164","R/R","LAD","MIL","1","$2,000,000","$2,000,000",""
"T130","Taijuan Walker","SP/SP3","28.0","5.142","R/R","ARI","SEA","1","$2,000,000","$2,000,000",""
"T130","Jarrod Dyson","CF","36.0","8.088","L/R","ARI","PIT","1","$2,000,000","$2,000,000",""
"T130","Trevor Cahill Minor","SP","32.4","10.098","R/R","","SF","1","$2,000,000","$2,000,000",""
"T130","Kendall Graveman","RP/CL","29.7","4.078","R/R","CHC","SEA","1","$2,000,000","$2,000,000",""
"T130","Matt Wieters","C","34.2","10.129","R","STL","STL","1","$2,000,000","$2,000,000",""
"T130","Francisco Cervelli","C","34.4","9.146","R/R","ATL","MIA","1","$2,000,000","$2,000,000",""
"T130","Jarrod Dyson","CF","36.0","8.088","L/R","ARI","PIT","1","$2,000,000","$2,000,000",""
"T130","Trevor Cahill Minor","SP","32.4","10.098","R/R","","SF","1","$2,000,000","$2,000,000",""
"T130","Kendall Graveman","RP/CL","29.7","4.078","R/R","CHC","SEA","1","$2,000,000","$2,000,000",""
"T130","Matt Wieters","C","34.2","10.129","R","STL","STL","1","$2,000,000","$2,000,000",""
"T130","Francisco Cervelli","C","34.4","9.146","R/R","ATL","MIA","1","$2,000,000","$2,000,000",""
"T143","Tyler Anderson","SP","30.6","4.065","L/L","SF","SF","1","$1,775,000","$1,775,000",""
"T143","Tyler Anderson","SP","30.6","4.065","L/L","SF","SF","1","$1,775,000","$1,775,000",""
"T145","Tyson Ross Minor","SP","33.3","8.118","R/R","","SF","1","$1,750,000","$1,750,000",""
"T145","Álex Claudio","RP","28.5","4.114","L/L","MIL","MIL","1","$1,750,000","$1,750,000",""
"T145","Tyson Ross Minor","SP","33.3","8.118","R/R","","SF","1","$1,750,000","$1,750,000",""
"T148","Yoshihisa Hirano","RP/CL","36.4","2.000","R/R","ARI","SEA","1","$1,600,000","$1,600,000",""
"T148","Jhoulys Chacin Minor","SP","32.6","9.054","R/R","","MIN","1","$1,600,000","$1,600,000",""
"T148","Yoshihisa Hirano","RP/CL","36.4","2.000","R/R","ARI","SEA","1","$1,600,000","$1,600,000",""
"T148","Jhoulys Chacin Minor","SP","32.6","9.054","R/R","","MIN","1","$1,600,000","$1,600,000",""
"T152","Anthony Swarzak","RP","34.9","8.024","R/R","ATL","PHI","1","$1,500,000","$1,500,000",""
"T152","Jared Hughes Minor","RP","35.1","7.162","R/R","","HOU","1","$1,500,000","$1,500,000",""
"T152","Robbie Erlin Minor","RP","29.8","5.045","R/L","","PIT","1","$1,500,000","$1,500,000",""
"T152","Jon Jay Minor","RF","35.4","9.134","L/L","","ARI","1","$1,500,000","$1,500,000",""
"T152","David Phelps","RP","33.8","7.156","R/R","CHC","MIL","1","$1,500,000","$1,500,000",""
"T152","Matt Joyce","LF","36.0","10.123","L/R","ATL","MIA","1","$1,500,000","$1,500,000",""
"T152","Domingo Santana","RF","28.0","4.024","R/R","SEA","CLE","1","$1,500,000","$1,500,000",""
"T152","Cameron Maybin","RF","33.3","10.059","R/R","NYY","DET","1","$1,500,000","$1,500,000",""
"T152","Chad Bettis Minor","SP/SP4","31.3","5.096","R/R","","NYY","1","$1,500,000","$1,500,000",""
"T152","Ivan Nova","SP/SP3","33.6","9.024","R/R","CHW","DET","1","$1,500,000","$1,500,000",""
"T152","Francisco Liriano Minor","RP","36.8","13.104","L/L","","PHI","1","$1,500,000","$1,500,000",""
"T152","Anthony Swarzak","RP","34.9","8.024","R/R","ATL","PHI","1","$1,500,000","$1,500,000",""
"T152","Jared Hughes Minor","RP","35.1","7.162","R/R","","HOU","1","$1,500,000","$1,500,000",""
"T152","Jon Jay Minor","RF","35.4","9.134","L/L","","ARI","1","$1,500,000","$1,500,000",""
"T152","David Phelps","RP","33.8","7.156","R/R","CHC","MIL","1","$1,500,000","$1,500,000",""
"T152","Matt Joyce","LF","36.0","10.123","L/R","ATL","MIA","1","$1,500,000","$1,500,000",""
"T152","Cameron Maybin","RF","33.3","10.059","R/R","NYY","DET","1","$1,500,000","$1,500,000",""
"T152","Francisco Liriano Minor","RP","36.8","13.104","L/L","","PHI","1","$1,500,000","$1,500,000",""
"T170","Jimmy Nelson","RP","31.2","5.107","R/R","MIL","LAD","1","$1,250,000","$1,250,000",""
"T170","Greg Holland Minor","RP","34.8","7.163","R/R","","KC","1","$1,250,000","$1,250,000",""
"T170","Greg Holland Minor","RP","34.8","7.163","R/R","","KC","1","$1,250,000","$1,250,000",""
"T173","Nate Jones Minor","RP","34.5","8.000","R/R","","CIN","1","$1,100,000","$1,100,000",""
"T173","Yimi Garcia","RP/SU7","30.0","4.149","R/R","LAD","MIA","1","$1,100,000","$1,100,000",""
"T173","Luis Garcia Minor","RP/SU8","33.5","5.006","R/R","","TEX","1","$1,100,000","$1,100,000",""
"T176","Felix Hernandez Minor","SP","34.3","14.060","R/R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Charlie Culberson Minor","3B","31.3","4.084","R/R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Jason Kipnis Minor","2B","33.3","8.069","L/R","","CHC","1","$1,000,000","$1,000,000",""
"T176","Javy Guerra Minor","RP","34.8","4.145","R/R","","WSH","1","$1,000,000","$1,000,000",""
"T176","Cory Gearrin Minor","RP","34.3","6.136","R/R","","MIN","1","$1,000,000","$1,000,000",""
"T176","Steven Souza","RF","31.3","5.072","R/R","ARI","CHC","1","$1,000,000","$1,000,000",""
"T176","Emilio Bonifacio Minor","CF","35.3","7.135","R","","WSH","1","$1,000,000","$1,000,000",""
"T176","René Rivera Minor","C","37.0","7.107","R/R","","NYM","1","$1,000,000","$1,000,000",""
"T176","Brad Boxberger Minor","RP/SU8","32.2","6.050","R/R","","MIA","1","$1,000,000","$1,000,000",""
"T176","Yonder Alonso Minor","1B","33.3","8.111","L/R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Chris Owings Minor","SS","29.0","5.131","R/R","","COL","1","$1,000,000","$1,000,000",""
"T176","Adeiny Hechavarria","SS","31.3","7.037","R/R","ATL","ATL","1","$1,000,000","$1,000,000",""
"T176","Ryon Healy","1B/DH","28.6","3.080","R/R","SEA","MIL","1","$1,000,000","$1,000,000",""
"T176","Brandon Morrow Minor","RP","36.1","11.096","R/R","","CHC","1","$1,000,000","$1,000,000",""
"T176","Guillermo Heredia","CF","29.5","3.053","R/L","TB","PIT","1","$1,000,000","$1,000,000",""
"T176","Yangervis Solarte Minor","3B","33.1","5.044","R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Charlie Culberson Minor","3B","31.3","4.084","R/R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Brandon Guyer Minor","LF","34.5","6.066","R/R","","SF","1","$1,000,000","$1,000,000",""
"T176","Cory Gearrin Minor","RP","34.3","6.136","R/R","","MIN","1","$1,000,000","$1,000,000",""
"T176","Emilio Bonifacio Minor","CF","35.3","7.135","R","","WSH","1","$1,000,000","$1,000,000",""
"T176","Rafael Dolis","RP","32.6","1.101","R/R","DET","TOR","1","$1,000,000","$1,000,000",""
"T176","René Rivera Minor","C","37.0","7.107","R/R","","NYM","1","$1,000,000","$1,000,000",""
"T176","Brad Boxberger Minor","RP/SU8","32.2","6.050","R/R","","MIA","1","$1,000,000","$1,000,000",""
"T176","Yonder Alonso Minor","1B","33.3","8.111","L/R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Chris Owings Minor","SS","29.0","5.131","R/R","","COL","1","$1,000,000","$1,000,000",""
"T176","Adeiny Hechavarria","SS","31.3","7.037","R/R","ATL","ATL","1","$1,000,000","$1,000,000",""
"T176","Brandon Morrow Minor","RP","36.1","11.096","R/R","","CHC","1","$1,000,000","$1,000,000",""
"T176","Yangervis Solarte Minor","3B","33.1","5.044","R","","ATL","1","$1,000,000","$1,000,000",""
"T176","Brandon Guyer Minor","LF","34.5","6.066","R/R","","SF","1","$1,000,000","$1,000,000",""
"T176","Rafael Dolis","RP","32.6","1.101","R/R","DET","TOR","1","$1,000,000","$1,000,000",""
"206","C.J. Edwards","RP/SU7","28.9","3.098","R/R","SD","SEA","1","$950,000","$950,000",""
"T207","Ryan Tepera","RP","32.8","4.008","R/R","TOR","CHC","1","$900,000","$900,000",""
"T207","Luke Maile","C","29.5","3.099","R/R","TOR","PIT","1","$900,000","$900,000",""
"T207","Kevin Plawecki","C","29.5","3.167","R/R","CLE","BOS","1","$900,000","$900,000",""
"T210","J.T. Riddle Minor","SS","28.8","2.118","L/R","","PIT","1","$850,000","$850,000",""
"T210","Tommy Hunter","RP","34.1","10.090","R/R","PHI","PHI","1","$850,000","$850,000",""
"T210","Jeremy Jeffress","RP","32.9","6.090","R/R","MIL","CHC","1","$850,000","$850,000",""
"T210","Josh Osich","RP","31.9","3.119","L/L","BOS","BOS","1","$850,000","$850,000",""
"T210","J.T. Riddle Minor","SS","28.8","2.118","L/R","","PIT","1","$850,000","$850,000",""
"T210","Tommy Hunter","RP","34.1","10.090","R/R","PHI","PHI","1","$850,000","$850,000",""
"T210","Mikie Mahtook Minor","CF","30.7","2.127","R/R","","PHI","1","$850,000","$850,000",""
"T210","Mikie Mahtook Minor","CF","30.7","2.127","R/R","","PHI","1","$850,000","$850,000",""
"T218","Wade LeBlanc Minor","SP","36.0","6.131","L/L","","BAL","1","$800,000","$800,000",""
"T218","Kohl Stewart","SP/SP4","25.8","0.094","R/R","MIN","BAL","1","$800,000","$800,000",""
"T218","Adam Warren Minor","RP","33.0","7.036","R/R","","NYY","1","$800,000","$800,000",""
"T218","Kohl Stewart","SP/SP4","25.8","0.094","R/R","MIN","BAL","1","$800,000","$800,000",""
"T218","Adam Warren Minor","RP","33.0","7.036","R/R","","NYY","1","$800,000","$800,000",""
"223","Dan Winkler","RP","30.5","4.063","R/R","SF","CHC","1","$750,000","$750,000",""
"T224","Trevor Hildenberger Minor","RP","29.7","2.005","R/R","","BOS","1","$700,000","$700,000",""
"T224","Mac Williamson Minor","RF","30.1","2.018","R/R","","WSH","1","$700,000","$700,000",""
"T224","Trevor Hildenberger Minor","RP","29.7","2.005","R/R","","BOS","1","$700,000","$700,000",""
"T224","Jared Hughes","RP","35.1","7.162","R/R","HOU","NYM","1","$700,000","$700,000",""
"T224","Mac Williamson Minor","RF","30.1","2.018","R/R","","WSH","1","$700,000","$700,000",""
"T224","Jared Hughes","RP","35.1","7.162","R/R","HOU","NYM","1","$700,000","$700,000",""
"T230","Dustin Garneau","C","33.0","1.058","R/R","OAK","HOU","1","$650,000","$650,000",""
"T230","Marco Hernandez","3B","27.9","3.058","L/R","BOS","BOS","1","$650,000","$650,000",""
"T230","Tyler Olson Minor","RP","30.8","2.114","R/L","","CHC","1","$650,000","$650,000",""
"T233","Jesse Hahn","RP","31.0","4.067","R/R","KC","KC","1","$600,000","$600,000",""
"T233","Collin McHugh","RP","33.2","6.084","R/R","HOU","BOS","1","$600,000","$600,000",""
"235","Matt Harvey Minor","SP","31.3","7.016","R/R","","KC","1","$575,000","$575,000",""
"T236","Jake McGee","RP/SU8","34.0","8.127","L/L","COL","LAD","1","$563,500","$563,500",""
"T236","Wei-Yin Chen Minor","SP","35.1","8.000","R/L","","SEA","1","$563,500","$563,500",""
"T236","Jake McGee","RP/SU8","34.0","8.127","L/L","COL","LAD","1","$563,500","$563,500",""
"T239","Jorge Bonifacio Minor","RF","27.2","1.102","R/R","","DET","0","$0","",""
"T239","Ryan LaMarre Minor","LF","31.8","1.062","R/L","","CHC","0","$0","",""
"T239","Welington Castillo Minor","C","33.3","7.104","R/R","","WSH","0","$0","",""
"T239","Bryan Shaw Minor","RP","32.8","8.081","R","","SEA","0","$0","",""
"T239","Juan Nicasio Minor","RP","33.9","8.084","R/R","","TEX","0","$0","",""
"T239","Erasmo Ramirez Minor","RP","30.2","5.157","R/R","","NYM","0","$0","",""
"T239","Jake Lamb","1B","29.8","5.053","L/R","ARI","OAK","0","$0","",""
"T239","Philip Gosselin Minor","2B","31.8","3.125","R/R","","PHI","0","$0","",""
"T239","Dominic Leone Minor","RP","28.8","4.068","R/R","","CLE","0","$0","",""
"T239","Matt Duffy Minor","3B","29.6","5.059","R/R","","NYY","0","$0","",""
"T239","Edinson Volquez Minor","RP","37.1","11.059","R/R","","TEX","0","$0","",""
"T239","Justin Grimm Minor","RP","32.0","5.111","R/R","","MIL","0","$0","",""
"T239","Zac Rosscup Minor","RP","32.2","4.090","R/L","","COL","0","$0","",""
"T239","Josh Phegley Minor","C","32.5","5.087","R/R","","CHC","0","$0","",""
"T239","Juan Graterol Minor","C","31.5","1.126","R/R","","MIN","0","$0","",""
"T239","Yolmer Sánchez Minor","2B","28.1","4.134","R","","CHW","0","$0","",""
"T239","Ronald Torreyes Minor","2B","27.9","2.159","R/R","","PHI","0","$0","",""
"T239","Tommy Milone Minor","SP","33.5","6.113","L/L","","BAL","0","$0","",""
"T239","Blaine Hardy Minor","RP","33.4","4.108","L/L","","MIN","0","$0","",""
"T239","Billy Hamilton Minor","CF","29.9","6.028","R","","SF","0","$0","",""
"T239","Jose Lobaton","C","35.8","7.041","R","LAD","CHC","0","$0","",""
"T239","Brian Flynn Minor","RP","30.3","4.042","L/L","","TEX","0","$0","",""
"T239","Mike Morin Minor","RP","29.2","4.026","R/R","","MIL","0","$0","",""
"T239","Jordy Mercer Minor","SS","33.9","7.095","R/R","","NYY","0","$0","",""
"T239","Matt Szczur Minor","CF","31.1","3.064","R/R","","PHI","0","$0","",""
"T239","Jason Adam Minor","RP/SU8","29.0","0.147","R/R","","CHC","0","$0","",""
