"RANK","PLAYER (245)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"T98","Nick Massett","RP","33.2","","R/R","COL","MIA","1","$1,000,000","$1,000,000",""
"T98","Rafael Betancourt","RP","40.2","1.079","","COL","COL","1","$1,000,000","$1,000,000",""
"T98","Heath Bell","RP","37.8","","","NYY","WSH","1","$1,000,000","$1,000,000",""
"T98","Kyuji Fujikawa","RP","35.1","2.000","L/R","CHC","TEX","1","$1,000,000","$1,000,000",""
"T98","Rafael Betancourt","RP","40.2","1.079","","COL","COL","1","$1,000,000","$1,000,000",""
"T98","Matt Lindstrom","","35.5","","R/R","CHW","LAA","1","$1,000,000","$1,000,000",""
"T98","Joba Chamberlain","RP","29.9","","R/R","DET","DET","1","$1,000,000","$1,000,000",""
"117","Josh Outman","RP","30.9","","L/L","NYY","ATL","1","$925,000","$925,000",""
"T118","Anthony Swarzak","RP","29.9","4.038","R/R","MIN","CLE","1","$900,000","$900,000",""
"T118","Jordan Pacheco","3B/1B","29.5","","R/R","ARI","ARI","1","$900,000","$900,000",""
"T118","Jonathan Herrera","SS","30.8","4.101","R","BOS","CHC","1","$900,000","$900,000",""
"T118","Adam Rosales","2B/SS/3B","32.2","","R/R","TEX","TEX","1","$900,000","$900,000",""
"T118","Elliot Johnson","","31.4","","","CLE","TEX","1","$900,000","$900,000",""
"T118","Adam Rosales","2B/SS/3B","32.2","","R/R","TEX","TEX","1","$900,000","$900,000",""
"124","Wil Nieves","","37.9","","R/R","PHI","SD","1","$850,000","$850,000",""
"T125","Jeanmar Gomez","RP","27.5","","R/R","PIT","PHI","1","$800,000","$800,000",""
"T125","Scott Downs","RP","39.4","2.121","","KC","CLE","1","$800,000","$800,000",""
"T125","Ernesto Frieri","RP","30.1","","R/R","PIT","TB","1","$800,000","$800,000",""
"T128","Endy Chavez","LF/CF","37.5","","L/L","SEA","SEA","1","$750,000","$750,000",""
"T128","Jayson Nix","2B","33.0","","R/R","KC","BAL","1","$750,000","$750,000",""
"T128","Endy Chavez","LF/CF","37.5","","L/L","SEA","SEA","1","$750,000","$750,000",""
"T131","Pedro Feliciano","RP","39.0","","","STL","CHC","1","$700,000","$700,000",""
"T131","Bobby Wilson","C","32.3","","R/R","ARI","TB","1","$700,000","$700,000",""
"133","Chris Young","RP","36.2","8.039","R/R","SEA","KC","1","$675,000","$675,000",""
"T134","Jason Frasor","","38.0","1.134","R/R","KC","ATL","1","$575,000","$575,000",""
"T134","Jason Frasor","","38.0","1.134","R/R","KC","ATL","1","$575,000","$575,000",""
"136","Shane Robinson","CF","30.8","2.141","R/R","STL","MIN","1","$550,000","$550,000",""
"T137","Dustin McGowan","RP","33.4","8.113","R/R","TOR","LAD","1","$507,500","$507,500",""
"T137","Ross Detwiler","RP","29.4","5.002","R/L","TEX","ATL","1","$507,500","$507,500",""
"T137","Nick Punto","SS","37.8","3.051","","OAK","ARI","1","$507,500","$507,500",""
"T137","Jeremy McBryde","RP","28.2","","","OAK","LAA","1","$507,500","$507,500",""
"T141","Ramiro Pena","2B","30.1","","","ATL","SD","1","$0","$0",""
"T141","Nolan Reimold","LF/DH","31.8","","R/R","ARI","BAL","1","$0","$0",""
"T141","James Russell","RP","29.6","","L/L","ATL","CHC","1","$0","$0",""
"T141","Wilton Lopez","","32.1","","R/R","COL","TOR","1","$0","$0",""
"T141","Mat Latos","SP","27.7","5.079","R/R","LAD","LAA","0","$0","",""
"T141","Mitchell Boggs","RP","31.5","","","CHW","BOS","1","$0","$0",""
"T141","Jhoulys Chacin","SP","27.6","5.012","R/R","COL","CLE","1","$0","$0",""
"T141","Scott Elbert","RP","30.0","","L/L","LAD","SD","1","$0","$0",""
"T141","Trevor Cahill","SP","27.4","5.160","R/R","ATL","CHC","1","$0","$0",""
"T141","Troy Patton","RP/SP","29.9","3.150","","SD","KC","1","$0","$0",""
"T141","Alexi Casilla","2B/SS","31.1","","R","BAL","TB","1","$0","$0",""
"T141","Danny Worth","2B/3B","29.8","","R/R","DET","ARI","1","$0","$0",""
"T141","George Kottaras","C","32.2","","L/R","STL","CHW","1","$0","$0",""
"T141","Daric Barton","1B","30.0","","","OAK","TOR","1","$0","$0",""
"T141","Vin Mazzaro","","28.8","","R/R","PIT","MIA","1","$0","$0",""
"T141","Brett Wallace","3B","29.0","","L/R","HOU","SD","1","$0","$0",""
"T141","Jonny Venters","RP","30.4","","L/L","ATL","TB","2","$0","$0",""
"T141","Humberto Quintero","C","36.0","","R/R","SEA","BOS","1","$0","$0",""
"T141","Mike Adams","RP","37.0","","R/R","PHI","LAD","1","$0","$0",""
"T141","Edwin Jackson","SP/SP5","31.9","9.070","R/R","CHC","ATL","0","$0","",""
"T141","Felix Doubront","SP/SP5","27.8","","L/L","CHC","TOR","1","$0","$0",""
"T141","Cesar Cabral","RP","26.5","","","NYY","BAL","1","$0","$0",""
"T141","Dayan Viciedo","RF","26.4","","R/R","CHW","TOR","1","$0","$0",""
"T141","David Huff Minor","RP","31.0","3.062","L","","LAD","1","$0","$0",""
"T141","Andy Dirks Minor","LF/RF","29.6","","L/L","","TOR","1","$0","$0",""
"T141","Rafael Soriano","RP","35.7","12.057","R/R","WSH","CHC","1","$0","$0",""
"T141","Juan Carlos Oviedo","RP","33.4","","R/R","TB","TEX","1","$0","$0",""
"T141","Kevin Slowey","","31.2","","","MIA","PHI","1","$0","$0",""
"T141","Matt Capps","","31.9","","","CLE","ATL","1","$0","$0",""
"T141","Ian Stewart","2B/3B","30.3","","","LAA","WSH","1","$0","$0",""
"T141","Blake Beavan","","26.6","","R/R","SEA","ARI","1","$0","$0",""
"T141","Michael Kirkman Minor","RP","28.9","","L/L","","TEX","1","$0","$0",""
"T141","Michael Martínez","2B","32.9","","S/R","PIT","CLE","1","$0","$0",""
"T141","Ryan Mattheus","RP","31.8","","R/R","WSH","LAA","1","$0","$0",""
"T141","Andy LaRoche","3B","31.9","","","TOR","CHW","1","$0","$0",""
"T141","Ryan Webb","RP","29.5","","R/R","LAD","CLE","1","$0","$0",""
"T141","J.P. Arencibia","1B/C","29.6","","R/R","TEX","BAL","1","$0","$0",""
"T141","Franklin Gutierrez","","32.5","1.011","R/R","SEA","SEA","1","$0","$0",""
"T141","Chien-Ming Wang","RP","35.3","","","CIN","ATL","1","$0","$0",""
"T141","Brad Penny","SP/RP","37.2","4.148","R/R","MIA","CHW","1","$0","$0",""
"T141","Omar Quintanilla","SS/SS/2B/2B","33.8","","L/R","NYM","COL","1","$0","$0",""
"T141","Koyie Hill","C","36.4","","","WSH","PHI","1","$0","$0",""
"T141","Paul Maholm","RP/SP","33.2","0.037000000000001","L/L","LAD","CIN","1","$0","$0",""
"T141","Joe Saunders","SP","34.1","","L/L","TEX","SEA","1","$0","$0",""
"T141","David Aardsma","RP","33.6","","","STL","LAD","1","$0","$0",""
"T141","Cory Gearrin","RP","29.3","2.109","R/R","ATL","SF","1","$0","$0",""
"T141","Dane De La Rosa","RP","32.5","","R/R","LAA","BAL","1","$0","$0",""
"T141","Jeff Bianchi","2B/SS","28.8","","R/R","MIL","BOS","1","$0","$0",""
"T141","Mark Lowe","RP","32.2","","L/R","CLE","SEA","1","$0","$0",""
"T141","Jose Veras","RP","34.8","","R/R","HOU","ATL","1","$0","$0",""
"T141","John Buck","C","35.1","1.064","R/R","LAA","ATL","1","$0","$0",""
"T141","Rich Hill","SP","35.4","6.100","L/L","NYY","WSH","1","$0","$0",""
"T141","Roger Bernadina","LF/CF","31.2","","L/L","LAD","COL","1","$0","$0",""
"T141","Donnie Murphy","3B","32.4","","","TEX","MIL","1","$0","$0",""
"T141","Tony Gwynn Jr.","LF/CF","32.8","","L/R","PHI","WSH","1","$0","$0",""
"T141","Tyler Colvin","RP","29.9","","L/L","SF","MIA","1","$0","$0",""
"T141","Wandy Rodriguez","RP","36.6","","L","PIT","KC","0","$0","",""
"T141","David Carpenter","RP","27.9","","","LAA","ATL","1","$0","$0",""
"T141","Taylor Teagarden","C","31.7","","R/R","NYM","CHC","1","$0","$0",""
"T141","Jeff Manship","RP","30.6","2.021","R/R","PHI","CLE","1","$0","$0",""
"T141","Chris McGuiness","1B","27.3","","","PIT","PHI","1","$0","$0",""
"T141","Josh Wilson","2B","34.4","","R/R","TEX","DET","1","$0","$0",""
"T141","Corey Brown","CF","29.8","","","BOS","TB","1","$0","$0",""
"T141","Ryan Roberts","2B/3B","34.9","","","BOS","KC","1","$0","$0",""
"T141","Dan Johnson","1B","36.0","","","TOR","HOU","1","$0","$0",""
"T141","Ronny Cedeno","SS/2B","32.5","","R/R","ARI","SF","1","$0","$0",""
"T141","Clint Robinson","1B","30.5","","L/L","LAD","WSH","1","$0","$0",""
"T141","Dana Eveland","RP","31.8","","L/L","BOS","ARI","1","$0","$0",""
"T141","Ross Ohlendorf","RP","33.0","","","WSH","TEX","1","$0","$0",""
"T141","Cord Phelps","2B","28.6","","","BAL","PHI","1","$0","$0",""
"T141","Ryan Kalish","LF","27.3","","","CHC","TOR","1","$0","$0",""
"T141","Chase d'Arnaud Minor","3B/LF","28.6","","R/R","","PHI","0","$0","",""
"T141","Jerry Sands","LF","27.8","","","TB","CLE","1","$0","$0",""
"T141","Josh Prince","","27.6","","","MIL","DET","1","$0","$0",""
"T141","Gus Schlosser Minor","RP","26.8","","R/R","","ATL","1","$0","$0",""
"T141","Cole Figueroa","2B","28.1","","L/R","TB","NYY","1","$0","$0",""
"T141","Michael Roth","SP","25.5","","L/L","LAA","CLE","1","$0","$0",""
"T141","Ezequiel Carrera","LF","28.2","","L/L","DET","TOR","1","$0","$0",""
"T141","Tony Campana","LF/CF","29.2","","L/L","LAA","CHW","1","$0","$0",""
"T141","Carlos Rivero Minor","SS","27.2","","R/R","","SEA","1","$0","$0",""
"T141","Kraig Sitton Minor","RP","27.1","","L/L","","COL","1","$0","$0",""
"T141","Juan Francisco Minor","1B","28.2","","L/R","","TB","1","$0","$0",""
"T141","John Baker Minor","C","34.6","","L/R","","SEA","0","$0","",""
"T141","Curtis Partch Minor","RP","28.5","","R/R","","SF","1","$0","$0",""
"T141","Scott Carroll Minor","RP","30.9","","R/R","","CHW","1","$0","$0",""
"T141","Scott Snodgress Minor","SP","25.9","","L/L","","LAA","0","$0","",""
"T141","Clayton Richard","RP","31.9","5.070","L/L","ARI","PIT","1","$0","$0",""
"T141","Buddy Boshers","RP","27.2","","L/L","LAA","COL","1","$0","$0",""
"T141","Chris Parmelee","1B","27.5","","L/L","MIN","BAL","1","$0","$0",""
"T141","Yohan Pino","SP","31.7","","R/R","MIN","LAA","1","$0","$0",""
"T141","Tommy Field","","28.5","","R/R","PIT","TEX","1","$0","$0",""
"T141","Matt Tuiasosopo","LF","29.2","","R/R","TOR","BAL","1","$0","$0",""
"T141","Carlos Peguero","LF/RF","28.5","","L/L","KC","TEX","1","$0","$0",""
"T141","Shawn O'Malley","LF","27.6","","R","LAA","SEA","1","$0","$0",""
"T141","Ben Rowen","RP","26.8","0.024","R/R","TEX","LAD","1","$0","$0",""
"T141","Quintin Berry","LF","30.8","","L/L","BAL","BOS","1","$0","$0",""
"T141","J.C. Gutiérrez Minor","RP","32.1","","R/R","","SF","1","$0","$0",""
"T141","Francisley Bueno Minor","RP","34.4","","L/L","","CHC","1","$0","$0",""
"T141","Evan Meek","RP","32.2","","R/R","BAL","WSH","1","$0","$0",""
"T141","Casey McGehee","3B","32.8","5.028","R/R","SF","MIA","0","$0","",""
"T141","David Herndon","","29.9","","","NYY","MIL","1","$0","$0",""
"T141","Reed Johnson","","38.7","2.145","R/R","MIA","MIA","1","$0","$0",""
"T141","Everth Cabrera","SS","28.8","","R","BAL","SF","1","$0","$0",""
"T141","Vicente Campos Minor","RP","23.0","","R/R","","NYY","0","$0","",""
"T141","Slade Heathcott Minor","LF","24.8","","L/L","","NYY","0","$0","",""
