"RANK","PLAYER (1544)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"35","Mitch Haniger","LF","32.7","6.048","R/R","SEA","SF","3","$43,500,000","$14,500,000",""
"T36","Anthony Rizzo","1B","34.0","10.168","L/L","NYY","NYY","2","$40,000,000","$20,000,000",""
"T36","Zach Eflin","SP","29.3","6.018","R/R","PHI","TB","3","$40,000,000","$13,333,333",""
"T36","Anthony Rizzo","1B","34.0","10.168","L/L","NYY","NYY","2","$40,000,000","$20,000,000",""
"T36","Anthony Rizzo","1B","34.0","10.168","L/L","NYY","NYY","2","$40,000,000","$20,000,000",""
"T40","Tyler Anderson","SP","33.6","7.065","L/L","LAD","LAA","3","$39,000,000","$13,000,000",""
"T40","Tyler Anderson","SP","33.6","7.065","L/L","LAD","LAA","3","$39,000,000","$13,000,000",""
"T40","Tyler Anderson","SP","33.6","7.065","L/L","LAD","LAA","3","$39,000,000","$13,000,000",""
"43","Michael Conforto","RF","30.4","6.043","L/R","NYM","SF","2","$36,000,000","$18,000,000",""
"44","Rafael Montero","RP/SU8","32.8","6.138","R/R","HOU","HOU","3","$34,500,000","$11,500,000",""
"45","Nathan Eovaldi","SP/SP1","33.5","11.013","R/R","BOS","TEX","2","$34,000,000","$17,000,000",""
"T46","Taylor Rogers","RP","32.7","6.145","L/L","MIL","SF","3","$33,000,000","$11,000,000",""
"T46","Josh Bell","1B","31.0","6.053","S/R","SD","CLE","2","$33,000,000","$16,500,000",""
"T48","Kenley Jansen","RP/CL","35.8","12.072","R","ATL","BOS","2","$32,000,000","$16,000,000",""
"T48","Kenley Jansen","RP/CL","35.8","12.072","R","ATL","BOS","2","$32,000,000","$16,000,000",""
"T48","Kenley Jansen","RP/CL","35.8","12.072","R","ATL","BOS","2","$32,000,000","$16,000,000",""
"51","Christian Vazquez","C","33.0","8.031","R/R","HOU","MIN","3","$30,000,000","$10,000,000",""
"T52","Jose Quintana","SP/SP1","34.6","10.133","R/L","STL","NYM","2","$26,000,000","$13,000,000",""
"T52","Michael Wacha","SP/SP5","32.1","9.062","R/R","BOS","SD","4","$26,000,000","$6,500,000",""
"T52","Jose Quintana","SP/SP1","34.6","10.133","R/L","STL","NYM","2","$26,000,000","$13,000,000",""
"T52","Michael Wacha","SP/SP5","32.1","9.062","R/R","BOS","SD","4","$26,000,000","$6,500,000",""
"T56","Ross Stripling","SP/SP5","33.8","6.115","R/R","TOR","SF","2","$25,000,000","$12,500,000",""
"T56","Sean Manaea","SP","31.5","6.157","R/L","SD","SF","2","$25,000,000","$12,500,000",""
"T56","Andrew Heaney","SP/SP4","32.2","7.150","L/L","LAD","TEX","2","$25,000,000","$12,500,000",""
"T56","Andrew Heaney","SP/SP4","32.2","7.150","L/L","LAD","TEX","2","$25,000,000","$12,500,000",""
"T60","Justin Turner","3B","38.8","12.045","R/R","LAD","BOS","2","$21,700,000","$10,850,000",""
"T60","Justin Turner","3B","38.8","12.045","R/R","LAD","BOS","2","$21,700,000","$10,850,000",""
"T62","Clayton Kershaw","SP/SP1","35.4","14.105","L/L","LAD","LAD","1","$20,000,000","$20,000,000",""
"T62","Clayton Kershaw","SP/SP1","35.4","14.105","L/L","LAD","LAD","1","$20,000,000","$20,000,000",""
"T62","Clayton Kershaw","SP/SP1","35.4","14.105","L/L","LAD","LAD","1","$20,000,000","$20,000,000",""
"T65","Joc Pederson","LF","31.3","8.028","L/L","SF","SF","1","$19,650,000","$19,650,000",""
"T65","Martín Pérez","SP/SP5","32.3","10.038","L/L","TEX","TEX","1","$19,650,000","$19,650,000",""
"T65","Joc Pederson","LF","31.3","8.028","L/L","SF","SF","1","$19,650,000","$19,650,000",""
"T65","Martín Pérez","SP/SP5","32.3","10.038","L/L","TEX","TEX","1","$19,650,000","$19,650,000",""
"T65","Joc Pederson","LF","31.3","8.028","L/L","SF","SF","1","$19,650,000","$19,650,000",""
"T65","Martín Pérez","SP/SP5","32.3","10.038","L/L","TEX","TEX","1","$19,650,000","$19,650,000",""
"T71","Drew Smyly","SP","34.2","10.143","L/L","CHC","CHC","2","$19,000,000","$9,500,000",""
"T71","Drew Smyly","SP","34.2","10.143","L/L","CHC","CHC","2","$19,000,000","$9,500,000",""
"T71","Drew Smyly","SP","34.2","10.143","L/L","CHC","CHC","2","$19,000,000","$9,500,000",""
"74","Cody Bellinger","CF/1B","28.1","5.160","L/L","LAD","CHC","1","$17,500,000","$17,500,000",""
"T75","Jean Segura","3B/2B","33.4","10.065","R/R","PHI","MIA","2","$17,000,000","$8,500,000",""
"T75","Brandon Drury","2B/3B","31.0","6.001","R/R","SD","LAA","2","$17,000,000","$8,500,000",""
"T75","Jordan Lyles","SP","32.8","11.002","R/R","BAL","KC","2","$17,000,000","$8,500,000",""
"T75","Brandon Drury","2B/3B","31.0","6.001","R/R","SD","LAA","2","$17,000,000","$8,500,000",""
"T75","Jordan Lyles","SP","32.8","11.002","R/R","BAL","KC","2","$17,000,000","$8,500,000",""
"T75","Brandon Drury","2B/3B","31.0","6.001","R/R","SD","LAA","2","$17,000,000","$8,500,000",""
"T81","Matt Strahm","RP","31.8","6.064","R/L","BOS","PHI","2","$15,000,000","$7,500,000",""
"T81","Omar Narváez","C","31.5","6.089","L/R","MIL","NYM","2","$15,000,000","$7,500,000",""
"T81","Seth Lugo","SP","33.8","6.082","R/R","NYM","SD","2","$15,000,000","$7,500,000",""
"T81","Matt Strahm","RP","31.8","6.064","R/L","BOS","PHI","2","$15,000,000","$7,500,000",""
"T81","Matt Strahm","RP","31.8","6.064","R/L","BOS","PHI","2","$15,000,000","$7,500,000",""
"T86","Aledmys Diaz","SS","33.0","6.100","R/R","HOU","OAK","2","$14,500,000","$7,250,000",""
"T86","Adam Ottavino","RP/SU8","37.8","11.087","R","NYM","NYM","2","$14,500,000","$7,250,000",""
"T86","Adam Ottavino","RP/SU8","37.8","11.087","R","NYM","NYM","2","$14,500,000","$7,250,000",""
"T86","Adam Ottavino","RP/SU8","37.8","11.087","R","NYM","NYM","2","$14,500,000","$7,250,000",""
"90","Trey Mancini","OF/1B","31.4","6.015","R/R","HOU","CHC","2","$14,000,000","$7,000,000",""
"T91","Chris Martin","RP/SU8","37.2","5.133","R/R","LAD","BOS","2","$13,500,000","$6,750,000",""
"T91","Carlos Estevez","RP/CL","30.6","6.022","R/R","COL","LAA","2","$13,500,000","$6,750,000",""
"T91","Chris Martin","RP/SU8","37.2","5.133","R/R","LAD","BOS","2","$13,500,000","$6,750,000",""
"T91","Chris Martin","RP/SU8","37.2","5.133","R/R","LAD","BOS","2","$13,500,000","$6,750,000",""
"T95","Trevor Williams","RP","31.3","6.027","R/R","NYM","WSH","2","$13,000,000","$6,500,000",""
"T95","Noah Syndergaard","SP/SP2","30.9","7.149","L/R","PHI","LAD","1","$13,000,000","$13,000,000",""
"T95","Trevor Williams","RP","31.3","6.027","R/R","NYM","WSH","2","$13,000,000","$6,500,000",""
"T95","Noah Syndergaard","SP/SP2","30.9","7.149","L/R","PHI","LAD","1","$13,000,000","$13,000,000",""
"T99","Mike Clevinger","SP/SP4","32.7","6.033","R/R","SD","CHW","1","$12,000,000","$12,000,000",""
"T99","Michael Brantley","LF","36.2","12.131","L/L","HOU","HOU","1","$12,000,000","$12,000,000",""
"T99","Matt Carpenter","3B/1B","37.8","11.012","L/R","NYY","SD","2","$12,000,000","$6,000,000",""
"T99","Michael Brantley","LF","36.2","12.131","L/L","HOU","HOU","1","$12,000,000","$12,000,000",""
"T99","Matt Carpenter","3B/1B","37.8","11.012","L/R","NYY","SD","2","$12,000,000","$6,000,000",""
"T99","Matt Carpenter","3B/1B","37.8","11.012","L/R","NYY","SD","2","$12,000,000","$6,000,000",""
"T105","Luke Jackson","RP/RF","32.0","6.019","R/R","ATL","SF","2","$11,500,000","$5,750,000",""
"T105","Tommy Kahnle","RP","34.0","7.130","R/R","LAD","NYY","2","$11,500,000","$5,750,000",""
"T105","Tommy Kahnle","RP","34.0","7.130","R/R","LAD","NYY","2","$11,500,000","$5,750,000",""
"108","Joey Gallo","1B/OF","29.8","6.103","L/R","LAD","MIN","1","$11,000,000","$11,000,000",""
"T109","David Robertson","RP/CL","38.3","13.119","R/R","PHI","NYM","1","$10,000,000","$10,000,000",""
"T109","Matt Boyd","SP/SP1","32.5","6.136","L/L","SEA","DET","1","$10,000,000","$10,000,000",""
"T109","Corey Kluber","SP/SP3","37.3","10.074","R/R","TB","BOS","1","$10,000,000","$10,000,000",""
"T109","J.D. Martinez","DH/RF","36.0","11.036","R/R","BOS","LAD","1","$10,000,000","$10,000,000",""
"T109","Craig Kimbrel","RP/CL","35.2","11.162","R/R","LAD","PHI","1","$10,000,000","$10,000,000",""
"T109","Kyle Gibson","SP/SP4","35.8","9.039","R/R","PHI","BAL","1","$10,000,000","$10,000,000",""
"T109","David Robertson","RP/CL","38.3","13.119","R/R","PHI","NYM","1","$10,000,000","$10,000,000",""
"T109","Matt Boyd","SP/SP1","32.5","6.136","L/L","SEA","DET","1","$10,000,000","$10,000,000",""
"T109","Corey Kluber","SP/SP3","37.3","10.074","R/R","TB","BOS","1","$10,000,000","$10,000,000",""
"T109","David Robertson","RP/CL","38.3","13.119","R/R","PHI","NYM","1","$10,000,000","$10,000,000",""
"T109","Matt Boyd","SP/SP1","32.5","6.136","L/L","SEA","DET","1","$10,000,000","$10,000,000",""
"T120","Jace Peterson","3B","33.2","6.142","L/R","MIL","OAK","2","$9,500,000","$4,750,000",""
"T120","Jace Peterson","3B","33.2","6.142","L/R","MIL","OAK","2","$9,500,000","$4,750,000",""
"122","Brandon Belt","1B","35.3","11.128","L/L","SF","TOR","1","$9,300,000","$9,300,000",""
"123","Kevin Kiermaier","CF","33.3","8.131","L/R","TB","TOR","1","$9,000,000","$9,000,000",""
"T124","Zack Greinke","SP/SP2","39.8","18.057","R/R","KC","KC","1","$8,500,000","$8,500,000",""
"T124","Chad Green","RP","32.2","6.050","L/R","NYY","TOR","2","$8,500,000","$4,250,000",""
"T124","Johnny Cueto","SP","37.5","14.143","R/R","CHW","MIA","1","$8,500,000","$8,500,000",""
"T124","Michael Lorenzen","SP/SP4","31.6","7.159","R/R","LAA","DET","1","$8,500,000","$8,500,000",""
"T124","Zack Greinke","SP/SP2","39.8","18.057","R/R","KC","KC","1","$8,500,000","$8,500,000",""
"T124","Johnny Cueto","SP","37.5","14.143","R/R","CHW","MIA","1","$8,500,000","$8,500,000",""
"T124","Michael Lorenzen","SP/SP4","31.6","7.159","R/R","LAA","DET","1","$8,500,000","$8,500,000",""
"T124","Zack Greinke","SP/SP2","39.8","18.057","R/R","KC","KC","1","$8,500,000","$8,500,000",""
"T124","Johnny Cueto","SP","37.5","14.143","R/R","CHW","MIA","1","$8,500,000","$8,500,000",""
"T133","Rich Hill","SP","43.4","13.127","L/L","BOS","PIT","1","$8,000,000","$8,000,000",""
"T133","Adam Frazier","2B/RF/DH","31.7","6.075","L/R","SEA","BAL","1","$8,000,000","$8,000,000",""
"T133","Rich Hill","SP","43.4","13.127","L/L","BOS","PIT","1","$8,000,000","$8,000,000",""
"T133","Rich Hill","SP","43.4","13.127","L/L","BOS","PIT","1","$8,000,000","$8,000,000",""
"T137","Jurickson Profar","LF","30.5","8.165","R","SD","COL","1","$7,750,000","$7,750,000",""
"T137","Jurickson Profar","LF","30.5","8.165","R","SD","COL","1","$7,750,000","$7,750,000",""
"T139","Matt Moore","RP/SU7","34.2","10.000","L/L","TEX","LAA","1","$7,550,000","$7,550,000",""
"T139","Matt Moore","RP/SU7","34.2","10.000","L/L","TEX","LAA","1","$7,550,000","$7,550,000",""
"T139","Matt Moore","RP/SU7","34.2","10.000","L/L","TEX","LAA","1","$7,550,000","$7,550,000",""
"142","Wil Myers","1B/RF","32.7","9.104","R/R","SD","CIN","1","$7,500,000","$7,500,000",""
"T143","Trevor May","RP/CL","33.9","8.012","R/R","NYM","OAK","1","$7,000,000","$7,000,000",""
"T143","Adam Duvall","RF","34.9","6.151","R/R","ATL","BOS","1","$7,000,000","$7,000,000",""
"T143","A.J. Pollock","LF","35.7","10.052","R/R","CHW","SEA","1","$7,000,000","$7,000,000",""
"T143","Trevor May","RP/CL","33.9","8.012","R/R","NYM","OAK","1","$7,000,000","$7,000,000",""
"T143","Adam Duvall","RF","34.9","6.151","R/R","ATL","BOS","1","$7,000,000","$7,000,000",""
"T148","Carlos Santana","1B/DH","37.3","12.115","R","SEA","PIT","1","$6,725,000","$6,725,000",""
"T148","Carlos Santana","1B/DH","37.3","12.115","R","SEA","PIT","1","$6,725,000","$6,725,000",""
"150","David Peralta","LF","36.0","8.120","L/L","TB","LAD","1","$6,500,000","$6,500,000",""
"T151","Scott McGough","RP/SU8","33.8","0.046","R/R","","ARI","2","$6,250,000","$3,125,000",""
"T151","Andrew Chafin","RP/CL","33.2","8.020","R/L","DET","ARI","1","$6,250,000","$6,250,000",""
"T151","Andrew Chafin","RP/CL","33.2","8.020","R/L","DET","ARI","1","$6,250,000","$6,250,000",""
"T151","Scott McGough","RP/SU8","33.8","0.046","R/R","","ARI","2","$6,250,000","$3,125,000",""
"T151","Andrew Chafin","RP/CL","33.2","8.020","R/L","DET","ARI","1","$6,250,000","$6,250,000",""
"T151","Scott McGough","RP/SU8","33.8","0.046","R/R","","ARI","2","$6,250,000","$3,125,000",""
"T151","Scott McGough","RP/SU8","33.8","0.046","R/R","","ARI","2","$6,250,000","$3,125,000",""
"T151","Scott McGough","RP/SU8","33.8","0.046","R/R","","ARI","2","$6,250,000","$3,125,000",""
"T159","Mike Zunino","C","32.4","8.165","R/R","TB","CLE","1","$6,000,000","$6,000,000",""
"T159","Tommy Pham","LF","35.4","7.107","R/R","BOS","NYM","1","$6,000,000","$6,000,000",""
"T159","Mike Zunino","C","32.4","8.165","R/R","TB","CLE","1","$6,000,000","$6,000,000",""
"T159","Tommy Pham","LF","35.4","7.107","R/R","BOS","NYM","1","$6,000,000","$6,000,000",""
"T159","Tommy Pham","LF","35.4","7.107","R/R","BOS","NYM","1","$6,000,000","$6,000,000",""
"T164","Austin Hedges","C","31.0","6.166","R/R","CLE","PIT","1","$5,000,000","$5,000,000",""
"T164","Jeimer Candelario","3B","29.8","5.038","S/R","DET","WSH","1","$5,000,000","$5,000,000",""
"T164","Andrew McCutchen","RF/RF","36.8","13.123","R/R","MIL","PIT","1","$5,000,000","$5,000,000",""
"T164","Mychal Givens","RP","33.2","7.069","R/R","NYM","BAL","1","$5,000,000","$5,000,000",""
"T164","Zach Davies","SP","30.5","7.020","R/R","ARI","ARI","1","$5,000,000","$5,000,000",""
"T164","Pierce Johnson","RP/SU8","32.2","3.137","R/R","SD","COL","1","$5,000,000","$5,000,000",""
"T164","Andrew McCutchen","RF/RF","36.8","13.123","R/R","MIL","PIT","1","$5,000,000","$5,000,000",""
"T164","Mychal Givens","RP","33.2","7.069","R/R","NYM","BAL","1","$5,000,000","$5,000,000",""
"T164","Zach Davies","SP","30.5","7.020","R/R","ARI","ARI","1","$5,000,000","$5,000,000",""
"T164","Andrew McCutchen","RF/RF","36.8","13.123","R/R","MIL","PIT","1","$5,000,000","$5,000,000",""
"T164","Mychal Givens","RP","33.2","7.069","R/R","NYM","BAL","1","$5,000,000","$5,000,000",""
"T164","Zach Davies","SP","30.5","7.020","R/R","ARI","ARI","1","$5,000,000","$5,000,000",""
"176","Wade Miley","SP/SP2","36.8","11.025","L/L","CHC","MIL","1","$4,500,000","$4,500,000",""
"T177","Evan Longoria","3B","37.8","14.170","R/R","SF","ARI","1","$4,000,000","$4,000,000",""
"T177","Michael Fulmer","RP","30.4","6.157","R/R","MIN","CHC","1","$4,000,000","$4,000,000",""
"179","Aroldis Chapman","RP/SU8","35.4","12.009","L/L","NYY","KC","1","$3,750,000","$3,750,000",""
"T180","Miguel Castro","RP/SU7","28.7","6.079","R/R","","ARI","1","$3,500,000","$3,500,000",""
"T180","Brian Anderson","3B/RF","30.2","5.031","R/R","MIA","MIL","1","$3,500,000","$3,500,000",""
"T182","Shintaro Fujinami","RP","29.3","","R/R","","OAK","1","$3,250,000","$3,250,000",""
"T182","Curt Casali","C","34.8","6.151","R/R","SEA","CIN","1","$3,250,000","$3,250,000",""
"T182","Curt Casali","C","34.8","6.151","R/R","SEA","CIN","1","$3,250,000","$3,250,000",""
"T182","Shintaro Fujinami","RP","29.3","","R/R","","OAK","1","$3,250,000","$3,250,000",""
"T182","Shintaro Fujinami","RP","29.3","","R/R","","OAK","1","$3,250,000","$3,250,000",""
"T182","Shintaro Fujinami","RP","29.3","","R/R","","OAK","1","$3,250,000","$3,250,000",""
"T182","Shintaro Fujinami","RP","29.3","","R/R","","OAK","1","$3,250,000","$3,250,000",""
"T189","Vincent Velasquez","SP","31.2","7.086","R/R","CHW","PIT","1","$3,150,000","$3,150,000",""
"T189","Vincent Velasquez","SP","31.2","7.086","R/R","CHW","PIT","1","$3,150,000","$3,150,000",""
"T189","Vincent Velasquez","SP","31.2","7.086","R/R","CHW","PIT","1","$3,150,000","$3,150,000",""
"T192","Drew Rucinski","SP","34.6","0.162","R/R","","OAK","1","$3,000,000","$3,000,000",""
"T192","Kevin Pillar Minor","CF","34.6","8.072","R/R","","ATL","1","$3,000,000","$3,000,000",""
"T192","Elvis Andrus","SS","35.0","14.000","R/R","CHW","CHW","1","$3,000,000","$3,000,000",""
"T192","Jesús Aguilar","1B","33.1","6.082","R/R","BAL","OAK","1","$3,000,000","$3,000,000",""
"T192","Ryan Yarbrough","SP","31.6","4.117","R/L","TB","KC","1","$3,000,000","$3,000,000",""
"T192","Kevin Pillar Minor","CF","34.6","8.072","R/R","","ATL","1","$3,000,000","$3,000,000",""
"T192","Drew Rucinski","SP","34.6","0.162","R/R","","OAK","1","$3,000,000","$3,000,000",""
"T192","Elvis Andrus","SS","35.0","14.000","R/R","CHW","CHW","1","$3,000,000","$3,000,000",""
"T192","Jesús Aguilar","1B","33.1","6.082","R/R","BAL","OAK","1","$3,000,000","$3,000,000",""
"T192","Drew Rucinski","SP","34.6","0.162","R/R","","OAK","1","$3,000,000","$3,000,000",""
"T192","Kevin Pillar Minor","CF","34.6","8.072","R/R","","ATL","1","$3,000,000","$3,000,000",""
"T192","Elvis Andrus","SS","35.0","14.000","R/R","CHW","CHW","1","$3,000,000","$3,000,000",""
"T192","Jesús Aguilar","1B","33.1","6.082","R/R","BAL","OAK","1","$3,000,000","$3,000,000",""
"T192","Drew Rucinski","SP","34.6","0.162","R/R","","OAK","1","$3,000,000","$3,000,000",""
"T192","Drew Rucinski","SP","34.6","0.162","R/R","","OAK","1","$3,000,000","$3,000,000",""
"T207","Brad Boxberger","RP/SU8","35.2","9.033","R/R","MIL","CHC","1","$2,800,000","$2,800,000",""
"T207","Brad Boxberger","RP/SU8","35.2","9.033","R/R","MIL","CHC","1","$2,800,000","$2,800,000",""
"T207","Brad Boxberger","RP/SU8","35.2","9.033","R/R","MIL","CHC","1","$2,800,000","$2,800,000",""
"T210","Jarlin Garcia","RP","30.6","5.114","L/L","SF","PIT","1","$2,500,000","$2,500,000",""
"T210","Roberto Pérez Minor","C","34.7","8.083","R/R","","SF","1","$2,500,000","$2,500,000",""
"T210","Roberto Pérez Minor","C","34.7","8.083","R/R","","SF","1","$2,500,000","$2,500,000",""
"T213","Corey Dickerson","LF","34.2","9.101","L/R","STL","WSH","1","$2,250,000","$2,250,000",""
"T213","Corey Dickerson","LF","34.2","9.101","L/R","STL","WSH","1","$2,250,000","$2,250,000",""
"T213","Corey Dickerson","LF","34.2","9.101","L/R","STL","WSH","1","$2,250,000","$2,250,000",""
"T216","Josh Harrison","2B/SS","36.1","10.168","R/R","CHW","PHI","1","$2,000,000","$2,000,000",""
"T216","Brad Hand","RP","33.4","9.092","L/L","PHI","COL","1","$2,000,000","$2,000,000",""
"T216","Chad Kuhl Minor","RP","30.9","6.079","R/R","","WSH","1","$2,000,000","$2,000,000",""
"T216","Robbie Grossman","RF","33.9","8.060","L","ATL","TEX","1","$2,000,000","$2,000,000",""
"T216","Donovan Solano","2B/SS","35.7","7.081","R/R","CIN","MIN","1","$2,000,000","$2,000,000",""
"T216","Luke Voit","1B","32.5","4.169","R/R","MIL","MIL","1","$2,000,000","$2,000,000",""
"T216","Luke Weaver","SP","30.0","5.112","R/R","SEA","CIN","1","$2,000,000","$2,000,000",""
"T216","Anthony Gose Minor","RP/SU7","33.0","3.139","L/L","","CLE","2","$2,000,000","$1,000,000",""
"T216","Joely Rodriguez","RP","31.8","3.096","L/L","NYM","BOS","1","$2,000,000","$2,000,000",""
"T216","Dominic Smith","1B/LF","28.2","4.081","L/L","NYM","WSH","1","$2,000,000","$2,000,000",""
"T216","Cole Hamels Minor","SP/SP2","39.6","15.032","L/L","","SD","1","$2,000,000","$2,000,000",""
"T216","Trevor Rosenthal Minor","RP","33.2","8.078","R/R","","DET","1","$2,000,000","$2,000,000",""
"T216","Josh Harrison","2B/SS","36.1","10.168","R/R","CHW","PHI","1","$2,000,000","$2,000,000",""
"T216","Brad Hand","RP","33.4","9.092","L/L","PHI","COL","1","$2,000,000","$2,000,000",""
"T216","Chad Kuhl Minor","RP","30.9","6.079","R/R","","WSH","1","$2,000,000","$2,000,000",""
"T216","Donovan Solano","2B/SS","35.7","7.081","R/R","CIN","MIN","1","$2,000,000","$2,000,000",""
"T216","Robbie Grossman","RF","33.9","8.060","L","ATL","TEX","1","$2,000,000","$2,000,000",""
"T216","Trevor Rosenthal Minor","RP","33.2","8.078","R/R","","DET","1","$2,000,000","$2,000,000",""
"T216","Anthony Gose Minor","RP/SU7","33.0","3.139","L/L","","CLE","2","$2,000,000","$1,000,000",""
"T216","Joely Rodriguez","RP","31.8","3.096","L/L","NYM","BOS","1","$2,000,000","$2,000,000",""
"T216","Cole Hamels Minor","SP/SP2","39.6","15.032","L/L","","SD","1","$2,000,000","$2,000,000",""
"T216","Luke Voit","1B","32.5","4.169","R/R","MIL","MIL","1","$2,000,000","$2,000,000",""
"T216","Josh Harrison","2B/SS","36.1","10.168","R/R","CHW","PHI","1","$2,000,000","$2,000,000",""
"T216","Brad Hand","RP","33.4","9.092","L/L","PHI","COL","1","$2,000,000","$2,000,000",""
"T216","Chad Kuhl Minor","RP","30.9","6.079","R/R","","WSH","1","$2,000,000","$2,000,000",""
"T216","Donovan Solano","2B/SS","35.7","7.081","R/R","CIN","MIN","1","$2,000,000","$2,000,000",""
"T216","Cole Hamels Minor","SP/SP2","39.6","15.032","L/L","","SD","1","$2,000,000","$2,000,000",""
"T216","Trevor Rosenthal Minor","RP","33.2","8.078","R/R","","DET","1","$2,000,000","$2,000,000",""
"T216","Luke Voit","1B","32.5","4.169","R/R","MIL","MIL","1","$2,000,000","$2,000,000",""
"T216","Cole Hamels Minor","SP/SP2","39.6","15.032","L/L","","SD","1","$2,000,000","$2,000,000",""
"T216","Luke Voit","1B","32.5","4.169","R/R","MIL","MIL","1","$2,000,000","$2,000,000",""
"T216","Luke Voit","1B","32.5","4.169","R/R","MIL","MIL","1","$2,000,000","$2,000,000",""
"T248","Jake Brentz","RP","28.9","2.000","L/L","KC","KC","2","$1,900,000","$950,000",""
"T248","Jake Brentz","RP","28.9","2.000","L/L","KC","KC","2","$1,900,000","$950,000",""
"T250","Willi Castro Minor","SS","26.3","3.017","R","","MIN","1","$1,800,000","$1,800,000",""
"T250","Willi Castro Minor","SS","26.3","3.017","R","","MIN","1","$1,800,000","$1,800,000",""
"T252","Tommy Hunter Minor","RP","37.1","12.156","R/R","","NYM","1","$1,750,000","$1,750,000",""
"T252","Tommy Hunter Minor","RP","37.1","12.156","R/R","","NYM","1","$1,750,000","$1,750,000",""
"T252","Tommy Hunter Minor","RP","37.1","12.156","R/R","","NYM","1","$1,750,000","$1,750,000",""
"T255","Sean Doolittle Minor","RP","36.9","10.122","L/L","","WSH","1","$1,500,000","$1,500,000",""
