"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Matt Bush","2021","RP","TEX","$680,000","$0","$680,000","$680,000","0.007","$680,000","$680,000","1","$680,000","$5,246,710","0","34","35","180","5'9""",""
"","Pete Alonso","2021","1B","NYM","$676,775","$0","$676,775","$676,775","0.003","$676,775","$676,775","1","$676,775","$2,382,649","0","26","26","245","6'3""",""
"","Scott Barlow","2021","RP/CL","KC","$650,000","$0","$650,000","$650,000","0.007","$650,000","$650,000","1","$650,000","$1,855,006","2025","28","28","210","6'3""",""
"","Clay Holmes","2021","RP/CL","NYY","$650,000","$0","$650,000","$241,155","0.001","$241,155","$650,000","1","$650,000","$1,458,298","0","27","28","230","6'5""",""
"","Alex Verdugo","2021","CF","BOS","$649,500","$0","$649,500","$649,500","0.004","$649,500","$649,500","1","$649,500","$2,575,201","0","24","25","192","6'0""",""
"","Jeff McNeil","2021","2B","NYM","$642,251","$0","$642,251","$642,251","0.003","$642,251","$642,251","1","$642,251","$2,129,811","0","28","29","195","6'1""",""
"","Kyle Farmer","2021","SS","CIN","$640,000","$0","$640,000","$640,000","0.005","$640,000","$640,000","1","$640,000","$1,753,540","0","30","30","205","6'0""",""
"","Miguel Andujar","2021","3B","NYY","$639,000","$0","$639,000","$583,950","0.003","$583,950","$639,000","1","$639,000","$2,662,884","2025","25","26","211","6'0""",""
"","Sandy Alcantara","2021","SP","MIA","$630,000","$0","$630,000","$630,000","0.011","$630,000","$630,000","1","$630,000","$1,835,343","2025","25","25","200","6'5""",""
"","Kyle Lewis","2021","CF","SEA","$625,000","$0","$625,000","$625,000","0.008","$625,000","$625,000","1","$625,000","$4,180,639","0","25","25","210","6'4""",""
"","Kyle Tucker","2021","RF","HOU","$624,300","$0","$624,300","$624,300","0.003","$624,300","$624,300","1","$624,300","$5,064,982","2026","23","24","199","6'4""",""
"","Cristian Javier","2021","SP","HOU","$620,400","$0","$620,400","$580,290","0.003","$580,290","$620,400","1","$620,400","$788,993","2026","23","24","213","6'1""",""
"","Domingo German","2021","SP","NYY","$619,675","$0","$619,675","$583,100","0.003","$619,675","$619,675","1","$619,675","$1,687,226","0","28","28","181","6'2""",""
"","Christian Walker","2021","1B","ARI","$619,300","$0","$619,300","$619,300","0.007","$619,300","$619,300","1","$619,300","$1,707,810","0","29","30","220","6'0""",""
"","John Curtiss","2021","RP","MIL","$615,000","$0","$615,000","$214,890","0.002","$214,890","$615,000","1","$615,000","$1,260,374","2026","27","28","220","6'5""",""
"","Nick Pivetta","2021","SP","BOS","$613,500","$0","$613,500","$613,500","0.003","$613,500","$613,500","1","$613,500","$2,421,399","0","27","28","214","6'5""",""
"","Chris Paddack","2021","SP","SD","$610,900","$0","$610,900","$610,900","0.003","$610,900","$610,900","1","$610,900","$1,754,047","2025","24","25","217","6'5""",""
"","Yordan Alvarez","2021","DH","HOU","$609,000","$0","$609,000","$609,000","0.003","$609,000","$609,000","1","$609,000","$3,171,007","2026","23","24","225","6'5""",""
"","Corbin Burnes","2021","SP","MIL","$608,000","$0","$608,000","$608,000","0.006","$608,000","$608,000","1","$608,000","$2,013,071","0","26","26","205","6'3""",""
"","Zac Gallen","2021","SP","ARI","$607,500","$0","$607,500","$607,500","0.007","$607,500","$607,500","1","$607,500","$1,678,979","0","25","25","191","6'2""",""
"","Joey Lucchesi","2021","SP","NYM","$607,100","$0","$607,100","$574,464","0.003","$574,464","$607,100","1","$607,100","$1,828,513","2025","27","28","204","6'5""",""
"","Ronald Guzman","2021","1B","TEX","$606,000","$0","$606,000","$606,000","0.006","$606,000","$606,000","1","$606,000","$5,665,832","2025","26","26","225","6'5""",""
"","Vladimir Guerrero Jr.","2021","1B","TOR","$605,400","$0","$605,400","$605,400","0.004","$605,400","$605,400","1","$605,400","$5,188,444","0","21","22","250","6'2""",""
"","Jose Urquidy","2021","SP","HOU","$604,200","$0","$604,200","$604,200","0.003","$604,200","$604,200","1","$604,200","$969,199","2026","25","26","217","6'0""",""
"","Cavan Biggio","2021","2B","TOR","$604,000","$0","$604,000","$604,000","0.004","$604,000","$604,000","1","$604,000","$1,502,492","2026","25","26","200","6'2""",""
"","Cam Gallagher","2021","C","KC","$604,000","$0","$604,000","$604,000","0.007","$604,000","$604,000","1","$604,000","$2,433,446","2025","28","28","230","6'3""",""
"","Tyler Wade","2021","2B","NYY","$603,000","$0","$603,000","$534,930","0.003","$603,000","$603,000","1","$603,000","$1,925,410","2025","26","26","188","6'1""",""
"","Danny Jansen","2021","C","TOR","$601,800","$0","$601,800","$601,800","0.004","$601,800","$601,800","1","$601,800","$1,622,148","0","25","26","225","6'2""",""
"","Bryan Reynolds","2021","LF","PIT","$601,000","$0","$601,000","$601,000","0.011","$601,000","$601,000","1","$601,000","$2,640,725","2026","25","26","205","6'3""",""
"","Caleb Ferguson","2021","RP","LAD","$600,500","$0","$600,500","$600,500","0.002","$600,500","$600,500","1","$600,500","$1,627,850","2025","24","24","226","6'3""",""
"","Tyler Matzek","2021","RP","ATL","$600,500","$0","$600,500","$600,500","0.004","$600,500","$600,500","1","$600,500","$5,098,841","2025","30","30","230","6'3""",""
"","Jake Bauers","2021","1B","SEA","$600,000","$0","$600,000","$370,990","0.004","$370,990","$600,000","1","$600,000","$1,633,814","2026","25","25","195","6'1""",""
"","Tim Mayza","2021","RP","TOR","$600,000","$0","$600,000","$600,000","0.004","$600,000","$600,000","1","$600,000","$1,725,058","0","28","29","220","6'3""",""
"","Lucas Luetge","2021","RP","NYY","$600,000","$0","$600,000","$600,000","0.003","$600,000","$600,000","1","$600,000","$1,563,352","0","33","34","205","6'4""",""
"","Dylan Cease","2021","SP","CHW","$600,000","$0","$600,000","$600,000","0.004","$600,000","$600,000","1","$600,000","$2,578,539","2026","25","25","195","6'2""",""
"","Scott Kazmir","2021","SP","SF","$600,000","$0","$600,000","$80,650","0.001","$80,650","$600,000","1","$600,000","$115,927,650","2022","36","37","185","6'0""",""
"","Alec Mills","2021","SP","CHC","$600,000","$0","$600,000","$600,000","0.004","$600,000","$600,000","1","$600,000","$1,534,746","2026","29","29","205","6'4""",""
"","Blake Taylor","2021","RP","HOU","$599,100","$0","$599,100","$599,100","0.003","$599,100","$599,100","1","$599,100","$1,349,100","0","25","25","220","6'3""",""
"","Lucas Sims","2021","RP","CIN","$598,500","$0","$598,500","$598,500","0.005","$598,500","$598,500","1","$598,500","$3,019,883","0","26","27","225","6'2""",""
"","Rowdy Tellez","2021","1B","MIL","$598,100","$0","$598,100","$286,224","0.003","$598,100","$598,100","1","$598,100","$2,448,349","0","25","26","255","6'4""",""
"","Kevin Newman","2021","SS","PIT","$598,000","$0","$598,000","$598,000","0.011","$598,000","$598,000","1","$598,000","$3,683,428","0","27","27","185","6'0""",""
"","Jake Cave","2021","LF","MIN","$597,500","$0","$597,500","$597,500","0.005","$597,500","$597,500","1","$597,500","$2,125,665","0","28","28","200","6'0""",""
"","Tim Hill","2021","RP","SD","$596,000","$0","$596,000","$596,000","0.003","$596,000","$596,000","1","$596,000","$1,696,964","2025","30","31","200","6'4""",""
"","Dakota Hudson","2021","SP","STL","$595,700","$0","$595,700","$595,700","0.004","$595,700","$595,700","1","$595,700","$3,563,180","2025","26","26","215","6'5""",""
"","Pablo Lopez","2021","SP","MIA","$595,000","$0","$595,000","$595,000","0.010","$595,000","$595,000","1","$595,000","$1,635,453","2025","24","25","225","6'4""",""
"","Giovanny Gallegos","2021","RP","STL","$594,500","$0","$594,500","$594,500","0.004","$594,500","$594,500","1","$594,500","$1,575,829","2025","29","29","215","6'2""",""
"","Kyle Higashioka","2021","C","NYY","$594,000","$0","$594,000","$594,000","0.003","$594,000","$594,000","1","$594,000","$1,817,179","2025","30","31","202","6'1""",""
"","Brady Singer","2021","SP","KC","$593,700","$0","$593,700","$593,700","0.007","$593,700","$593,700","1","$593,700","$2,943,674","0","24","24","215","6'5""",""
"","John Means","2021","SP","BAL","$593,500","$0","$593,500","$593,500","0.014","$593,500","$593,500","1","$593,500","$1,384,325","2025","27","28","235","6'3""",""
"","Rowan Wick","2021","RP","CHC","$593,000","$0","$593,000","$593,000","0.004","$593,000","$593,000","1","$593,000","$1,227,121","0","28","28","235","6'3""",""
"","Willie Calhoun","2021","DH","TEX","$593,000","$0","$593,000","$593,000","0.006","$593,000","$593,000","1","$593,000","$1,755,820","2025","26","26","187","5'8""",""
"","Jason Adam","2021","RP","CHC","$592,500","$0","$592,500","$19,110","0.000","$19,110","$592,500","1","$592,500","$1,460,844","2026","29","29","229","6'3""",""
"","Casey Sadler","2021","RP","SEA","$591,800","$0","$591,800","$591,800","0.007","$591,800","$591,800","1","$591,800","$1,316,571","2025","30","30","205","6'3""",""
"","Austin Meadows","2021","DH","TB","$591,400","$0","$591,400","$591,400","0.008","$591,400","$591,400","1","$591,400","$4,603,767","2025","25","26","225","6'3""",""
"","Jaime Barria","2021","SP","LAA","$590,500","$0","$590,500","$257,175","0.001","$257,175","$590,500","1","$590,500","$1,006,825","2026","24","24","210","6'1""",""
"","Jared Walsh","2021","1B","LAA","$590,500","$0","$590,500","$590,500","0.003","$590,500","$590,500","1","$590,500","$909,453","2026","27","27","210","6'0""",""
"","Taylor Ward","2021","3B","LAA","$590,500","$0","$590,500","$263,525","0.002","$263,525","$590,500","1","$590,500","$2,365,139","0","27","27","200","6'1""",""
"","JT Brubaker","2021","SP","PIT","$590,500","$0","$590,500","$590,500","0.011","$590,500","$590,500","1","$590,500","$799,203","2026","27","27","185","6'3""",""
"","Matt Beaty","2021","3B","LAD","$590,500","$0","$590,500","$523,875","0.002","$523,875","$590,500","1","$590,500","$1,088,199","2026","27","28","215","6'0""",""
"","Brusdar Graterol","2021","RP","LAD","$590,500","$0","$590,500","$434,975","0.002","$434,975","$590,500","1","$590,500","$881,141","2026","22","22","265","6'1""",""
"","Dustin May","2021","SP","LAD","$590,500","$0","$590,500","$590,500","0.002","$590,500","$590,500","1","$590,500","$1,978,963","2026","23","23","180","6'6""",""
"","Edwin Rios","2021","3B","LAD","$590,500","$0","$590,500","$590,500","0.002","$590,500","$590,500","1","$590,500","$1,153,442","2026","26","27","220","6'3""",""
"","Austin Riley","2021","3B","ATL","$590,500","$0","$590,500","$590,500","0.004","$590,500","$590,500","1","$590,500","$2,812,848","2026","23","24","240","6'3""",""
"","Dylan Moore","2021","2B","SEA","$590,400","$0","$590,400","$590,400","0.007","$590,400","$590,400","1","$590,400","$1,354,464","2025","28","28","200","6'0""",""
"","Willy Adames","2021","SS","MIL","$590,000","$0","$590,000","$431,400","0.004","$431,400","$590,000","1","$590,000","$2,039,520","0","25","25","210","6'0""",""
"","Brett Martin","2021","RP","TEX","$589,500","$0","$589,500","$589,500","0.006","$589,500","$589,500","1","$589,500","$1,720,412","2026","25","26","190","6'4""",""
"","Tim Locastro","2021","OF","NYY","$589,100","$0","$589,100","$297,698","0.001","$297,698","$589,100","1","$589,100","$1,306,724","2025","28","28","190","6'1""",""
"","Tanner Rainey","2021","RP","WSH","$589,000","$0","$589,000","$443,380","0.003","$443,380","$589,000","1","$589,000","$1,552,626","0","28","28","235","6'2""",""
"","Yandy Diaz","2021","3B","TB","$588,900","$0","$588,900","$588,900","0.008","$588,900","$588,900","1","$588,900","$2,017,840","0","29","29","215","6'2""",""
"","Josh Staumont","2021","RP","KC","$588,700","$0","$588,700","$588,700","0.006","$588,700","$588,700","1","$588,700","$1,977,559","2026","27","27","200","6'3""",""
"","Kyle Zimmer","2021","RP","KC","$588,700","$0","$588,700","$588,700","0.006","$588,700","$588,700","1","$588,700","$3,982,411","2026","29","29","225","6'3""",""
"","Austin Davis","2021","RP","BOS","$588,000","$0","$588,000","$205,465","0.001","$205,465","$588,000","1","$588,000","$1,120,511","2026","27","28","230","6'4""",""
"","Bo Bichette","2021","SS","TOR","$587,800","$0","$587,800","$587,800","0.004","$587,800","$587,800","1","$587,800","$2,086,903","0","22","23","185","6'0""",""
"","Nick Anderson","2021","RP","TB","$587,800","$0","$587,800","$587,800","0.008","$587,800","$587,800","1","$587,800","$1,353,631","0","30","30","205","6'4""",""
"","Austin Voth","2021","RP","WSH","$587,700","$0","$587,700","$587,700","0.004","$587,700","$587,700","1","$587,700","$1,512,077","0","28","29","201","6'2""",""
"","Ty France","2021","DH","SEA","$587,500","$0","$587,500","$587,500","0.007","$587,500","$587,500","1","$587,500","$1,147,597","2026","26","26","205","6'0""",""
"","Jonathan Hernandez","2021","RP","TEX","$587,500","$0","$587,500","$587,500","0.006","$587,500","$587,500","1","$587,500","$1,218,918","2026","24","24","175","6'2""",""
"","Lewis Brinson","2021","CF","MIA","$587,500","$0","$587,500","$423,306","0.007","$587,500","$587,500","1","$587,500","$3,312,329","2025","26","27","212","6'5""",""
"","Victor Reyes","2021","RF","DET","$587,100","$0","$587,100","$511,272","0.006","$587,100","$587,100","1","$587,100","$1,960,312","2025","26","26","194","6'5""",""
"","Nick Margevicius","2021","SP","SEA","$586,900","$0","$586,900","$586,900","0.007","$586,900","$586,900","1","$586,900","$1,259,973","2026","24","25","220","6'5""",""
"","Spencer Turnbull","2021","SP","DET","$586,900","$0","$586,900","$586,900","0.007","$586,900","$586,900","1","$586,900","$2,314,007","2025","28","28","215","6'3""",""
"","Jorge Lopez","2021","SP","BAL","$586,750","$0","$586,750","$586,750","0.014","$586,750","$586,750","1","$586,750","$2,335,111","2025","27","28","200","6'3""",""
"","Pavin Smith","2021","RF","ARI","$586,600","$0","$586,600","$586,600","0.006","$586,600","$586,600","1","$586,600","$5,658,970","2027","24","25","210","6'2""",""
"","Michael King","2021","RP","NYY","$586,500","$0","$586,500","$517,092","0.003","$517,092","$586,500","1","$586,500","$839,931","2026","25","26","210","6'3""",""
"","Francisco Mejia","2021","C","TB","$586,300","$0","$586,300","$586,300","0.008","$586,300","$586,300","1","$586,300","$1,803,053","0","25","25","188","5'8""",""
"","Kevin Ginkel","2021","RP/CL","ARI","$585,900","$0","$585,900","$311,850","0.003","$311,850","$585,900","1","$585,900","$636,104","0","26","27","235","6'4""",""
"","David Peterson","2021","SP","NYM","$585,750","$0","$585,750","$585,750","0.003","$585,750","$585,750","1","$585,750","$3,773,378","0","25","25","240","6'6""",""
"","Jeff Hoffman","2021","SP","CIN","$585,500","$0","$585,500","$585,500","0.005","$585,500","$585,500","1","$585,500","$4,576,003","2025","27","28","235","6'5""",""
"","Codi Heuer","2021","RP","CHC","$585,000","$0","$585,000","$204,425","0.001","$204,425","$585,000","1","$585,000","$1,053,703","0","24","24","200","6'5""",""
"","Matt Foster","2021","RP","CHW","$585,000","$0","$585,000","$405,705","0.003","$405,705","$585,000","1","$585,000","$595,720","0","25","26","215","6'0""",""
"","Jeffrey Springs","2021","RP","TB","$585,000","$0","$585,000","$585,000","0.008","$585,000","$585,000","1","$585,000","$1,438,227","2025","28","28","180","6'3""",""
"","Nabil Crismatt","2021","RP","SD","$585,000","$0","$585,000","$471,750","0.003","$471,750","$585,000","1","$585,000","$527,820","0","26","26","220","6'1""",""
"","Justin Dunn","2021","SP","SEA","$584,900","$0","$584,900","$584,900","0.007","$584,900","$584,900","1","$584,900","$3,727,774","0","25","25","185","6'2""",""
"","Jake Cronenworth","2021","2B","SD","$584,900","$0","$584,900","$584,900","0.003","$584,900","$584,900","1","$584,900","$992,504","0","26","27","187","6'0""",""
"","Thomas Hatch","2021","SP","TOR","$584,800","$0","$584,800","$380,424","0.003","$380,424","$584,800","1","$584,800","$1,163,027","0","26","26","205","6'1""",""
"","Duane Underwood","2021","RP","PIT","$584,500","$0","$584,500","$584,500","0.011","$584,500","$584,500","1","$584,500","$922,017","2026","26","26","210","6'2""",""
"","Brett Phillips","2021","RF","TB","$584,400","$0","$584,400","$584,400","0.008","$584,400","$584,400","1","$584,400","$1,452,563","0","26","27","195","6'0""",""
"","Kolby Allard","2021","SP","TEX","$584,250","$0","$584,250","$584,250","0.006","$584,250","$584,250","1","$584,250","$4,116,511","0","23","23","190","6'1""",""
"","Adrian Houser","2021","SP","MIL","$584,100","$0","$584,100","$584,100","0.006","$584,100","$584,100","1","$584,100","$1,860,389","0","27","28","222","6'3""",""
"","Nick Madrigal","2021","2B","CHC","$584,000","$0","$584,000","$204,100","0.001","$204,100","$584,000","1","$584,000","$7,179,183","0","23","24","175","5'8""",""
"","Jordan Romano","2021","RP/CL","TOR","$584,000","$0","$584,000","$584,000","0.004","$584,000","$584,000","1","$584,000","$965,512","2026","27","28","225","6'5""",""
"","Pete Fairbanks","2021","RP/CL","TB","$583,800","$0","$583,800","$583,800","0.008","$583,800","$583,800","1","$583,800","$1,060,052","2026","27","27","225","6'6""",""
"","Taylor Widener","2021","SP","ARI","$583,400","$0","$583,400","$552,112","0.006","$552,112","$583,400","1","$583,400","$860,815","2026","26","26","195","6'0""",""
"","Sam Selman","2021","RP","LAA","$583,000","$0","$583,000","$197,442","0.001","$197,442","$583,000","1","$583,000","$1,314,767","2026","30","30","190","6'3""",""
"","Tyler Rogers","2021","RP","SF","$583,000","$0","$583,000","$583,000","0.003","$583,000","$583,000","1","$583,000","$901,123","0","30","30","187","6'5""",""
"","Logan Webb","2021","SP","SF","$583,000","$0","$583,000","$564,120","0.003","$564,120","$583,000","1","$583,000","$1,345,877","0","24","24","220","6'2""",""
"","Taylor Hearn","2021","RP","TEX","$582,500","$0","$582,500","$582,500","0.006","$582,500","$582,500","1","$582,500","$1,565,135","2026","26","26","210","6'5""",""
"","Josh Rojas","2021","SS","ARI","$582,400","$0","$582,400","$582,400","0.006","$582,400","$582,400","1","$582,400","$844,944","2027","26","27","185","6'1""",""
"","Kyle Finnegan","2021","RP/CL","WSH","$582,400","$0","$582,400","$582,400","0.004","$582,400","$582,400","1","$582,400","$991,103","0","29","29","200","6'2""",""
"","Diego Castillo","2021","RP","SEA","$582,300","$0","$582,300","$203,515","0.002","$203,515","$582,300","1","$582,300","$1,699,668","2025","26","27","250","6'3""",""
"","Ryan Helsley","2021","RP/CL","STL","$582,300","$0","$582,300","$582,300","0.004","$582,300","$582,300","1","$582,300","$1,103,377","2026","26","26","230","6'2""",""
"","Anthony Alford","2021","CF","PIT","$582,000","$0","$582,000","$244,062","0.005","$244,062","$582,000","1","$582,000","$1,852,373","2026","26","26","210","6'1""",""
"","Christian Arroyo","2021","SS","BOS","$581,500","$0","$581,500","$581,500","0.003","$581,500","$581,500","1","$581,500","$3,910,542","0","25","26","210","6'1""",""
"","Cody Reed","2021","RP","TB","$581,200","$0","$581,200","$581,200","0.008","$581,200","$581,200","1","$581,200","$1,957,263","2025","27","28","230","6'5""",""
"","Trevor Richards","2021","RP","TOR","$580,900","$0","$580,900","$274,824","0.002","$274,824","$580,900","1","$580,900","$1,567,491","2025","27","28","195","6'2""",""
"","Genesis Cabrera","2021","RP","STL","$580,900","$0","$580,900","$580,900","0.004","$580,900","$580,900","1","$580,900","$895,326","0","24","24","180","6'2""",""
"","Luis Torrens","2021","C","SEA","$580,700","$0","$580,700","$502,642","0.006","$580,700","$580,700","1","$580,700","$2,586,380","2026","24","25","175","6'0""",""
"","Huascar Ynoa","2021","RP","ATL","$580,500","$0","$580,500","$580,500","0.004","$580,500","$580,500","1","$580,500","$1,545,071","2027","22","23","220","6'2""",""
"","Tyler Kinley","2021","RP","COL","$580,500","$0","$580,500","$580,500","0.005","$580,500","$580,500","1","$580,500","$1,395,418","0","29","30","220","6'4""",""
"","Cody Ponce","2021","RP","PIT","$580,500","$0","$580,500","$240,317","0.004","$240,317","$580,500","1","$580,500","$1,401,272","2027","26","27","255","6'6""",""
"","Shed Long","2021","2B","SEA","$580,500","$0","$580,500","$580,500","0.007","$580,500","$580,500","1","$580,500","$1,057,826","2026","25","25","184","5'8""",""
"","Alex Jackson","2021","C","MIA","$580,500","$0","$580,500","$202,865","0.004","$202,865","$580,500","1","$580,500","$4,840,918","0","25","25","215","6'2""",""
"","Tejay Antone","2021","RP","CIN","$580,500","$0","$580,500","$580,500","0.005","$580,500","$580,500","1","$580,500","$1,085,145","0","27","27","230","6'4""",""
"","Nick Senzel","2021","3B","CIN","$580,500","$0","$580,500","$580,500","0.005","$0","$580,500","1","$580,500","$6,858,711","0","25","26","205","6'1""",""
"","J.B. Wendelken","2021","RP","ARI","$580,500","$0","$580,500","$580,500","0.006","$0","$580,500","1","$580,500","$1,271,012","2025","27","28","242","6'1""",""
"","Josh Taylor","2021","RP","BOS","$580,500","$0","$580,500","$580,500","0.003","$580,500","$580,500","1","$580,500","$1,253,293","2026","27","28","245","6'5""",""
"","Anthony Gonsolin","2021","RP","LAD","$580,500","$0","$580,500","$580,500","0.002","$580,500","$580,500","1","$580,500","$1,295,216","0","26","27","205","6'3""",""
"","Gavin Lux","2021","SS","LAD","$580,500","$0","$580,500","$533,691","0.002","$533,691","$580,500","1","$580,500","$3,031,242","0","23","23","190","6'2""",""
"","Austin Adams","2021","RP","SD","$580,200","$0","$580,200","$580,200","0.003","$580,200","$580,200","1","$580,200","$1,644,688","2025","29","30","220","6'3""",""
"","Luis Garcia","2021","RP","HOU","$580,100","$0","$580,100","$580,100","0.003","$580,100","$580,100","1","$580,100","$673,550","0","24","24","244","6'1""",""
"","Joel Payamps","2021","RP","KC","$580,000","$0","$580,000","$155,900","0.002","$155,900","$580,000","1","$580,000","$497,748","0","26","27","225","6'2""",""
"","Tanner Scott","2021","RP","BAL","$580,000","$0","$580,000","$580,000","0.014","$580,000","$580,000","1","$580,000","$2,109,017","2026","26","26","235","6'0""",""
"","Gregory Soto","2021","RP/CL","DET","$579,600","$0","$579,600","$579,600","0.007","$579,600","$579,600","1","$579,600","$1,103,216","2026","25","26","236","6'1""",""
"","Andrew Knizner","2021","C","STL","$579,200","$0","$579,200","$579,200","0.004","$579,200","$579,200","1","$579,200","$1,116,277","2026","25","26","225","6'1""",""
"","Andrew Stevenson","2021","OF","WSH","$579,100","$0","$579,100","$526,097","0.004","$526,097","$579,100","1","$579,100","$1,994,540","2025","26","27","192","6'0""",""
"","David Bednar","2021","RP/CL","PIT","$579,000","$0","$579,000","$579,000","0.011","$579,000","$579,000","1","$579,000","$721,678","0","26","26","249","6'1""",""
"","Blake Cederlind","2021","RP","PIT","$579,000","$0","$579,000","$579,000","0.011","$579,000","$579,000","1","$579,000","$904,495","0","24","25","205","6'4""",""
"","Mitch Keller","2021","SP","PIT","$579,000","$0","$579,000","$429,594","0.008","$429,594","$579,000","1","$579,000","$810,587","2026","24","25","220","6'2""",""
"","Elieser Hernandez","2021","SP","MIA","$579,000","$0","$579,000","$579,000","0.010","$579,000","$579,000","1","$579,000","$2,235,763","2025","25","26","210","6'0""",""
"","Aristides Aquino","2021","RF","CIN","$579,000","$0","$579,000","$579,000","0.005","$579,000","$579,000","1","$579,000","$1,021,080","2026","26","27","220","6'4""",""
"","Tyler Alexander","2021","SP","DET","$578,800","$0","$578,800","$578,800","0.007","$578,800","$578,800","1","$578,800","$1,961,724","2026","26","26","200","6'2""",""
"","Anthony Misiewicz","2021","RP","SEA","$578,700","$0","$578,700","$578,700","0.007","$578,700","$578,700","1","$578,700","$857,403","0","26","26","200","6'1""",""
"","Willi Castro","2021","SS","DET","$578,500","$0","$578,500","$559,800","0.007","$559,800","$578,500","1","$578,500","$819,728","2027","23","24","170","6'1""",""
"","Austin Hays","2021","LF","BAL","$578,500","$0","$578,500","$578,500","0.014","$578,500","$578,500","1","$578,500","$1,622,548","2026","25","25","205","6'1""",""
"","Darwinzon Hernandez","2021","RP","BOS","$578,500","$0","$578,500","$578,500","0.003","$578,500","$578,500","1","$578,500","$1,057,415","2026","24","24","255","6'2""",""
"","Phillips Valdez","2021","RP","BOS","$578,500","$0","$578,500","$388,750","0.002","$388,750","$578,500","1","$578,500","$704,877","0","29","29","160","6'2""",""
"","Julian Merryweather","2021","RP","TOR","$578,400","$0","$578,400","$578,400","0.004","$578,400","$578,400","1","$578,400","$726,115","0","29","29","215","6'4""",""
"","Jake Woodford","2021","RP","STL","$578,300","$0","$578,300","$354,426","0.002","$354,426","$578,300","1","$578,300","$2,341,326","0","24","24","220","6'4""",""
"","Billy McKinney","2021","OF","LAD","$578,100","$0","$578,100","$229,992","0.001","$229,992","$578,100","1","$578,100","$3,071,668","2026","26","26","205","6'1""",""
"","Colin Poche","2021","RP","TB","$577,800","$0","$577,800","$577,800","0.008","$577,800","$577,800","1","$577,800","$1,228,495","2026","26","27","225","6'3""",""
"","Tomas Nido","2021","C","NYM","$577,720","$0","$577,720","$577,720","0.003","$577,720","$577,720","1","$577,720","$1,816,075","2025","26","27","210","6'0""",""
"","Nate Pearson","2021","SP","TOR","$577,500","$0","$577,500","$195,615","0.001","$195,615","$577,500","1","$577,500","$2,842,406","0","24","24","250","6'6""",""
"","Ryan Thompson","2021","RP","TB","$577,200","$0","$577,200","$577,200","0.008","$577,200","$577,200","1","$577,200","$779,675","2026","28","29","210","6'5""",""
"","Dylan Carlson","2021","LF","STL","$577,100","$0","$577,100","$577,100","0.004","$577,100","$577,100","1","$577,100","$2,067,275","0","22","22","205","6'2""",""
"","Cedric Mullins","2021","CF","BAL","$577,000","$0","$577,000","$577,000","0.014","$577,000","$577,000","1","$577,000","$1,138,250","2026","26","26","175","5'8""",""
"","D.J. Stewart","2021","LF","BAL","$577,000","$0","$577,000","$577,000","0.014","$577,000","$577,000","1","$577,000","$3,136,069","2026","27","27","230","6'0""",""
"","Tanner Houck","2021","SP","BOS","$577,000","$0","$577,000","$192,324","0.001","$192,324","$577,000","1","$577,000","$2,847,319","0","24","25","230","6'5""",""
"","Bryan Garcia","2021","RP","DET","$576,600","$0","$576,600","$368,900","0.004","$368,900","$576,600","1","$576,600","$953,873","2026","25","26","215","6'1""",""
"","Cody Stashak","2021","RP","MIN","$576,000","$0","$576,000","$120,783","0.001","$120,783","$576,000","1","$576,000","$602,352","2026","26","27","169","6'2""",""
"","Sean Murphy","2021","C","OAK","$575,500","$0","$575,500","$575,500","0.006","$575,500","$575,500","1","$575,500","$1,623,840","2026","26","26","228","6'3""",""
"","Ian Anderson","2021","SP","ATL","$575,500","$0","$575,500","$575,500","0.004","$575,500","$575,500","1","$575,500","$4,681,410","0","22","23","170","6'3""",""
"","Yency Almonte","2021","RP","COL","$575,500","$0","$575,500","$575,500","0.005","$575,500","$575,500","1","$575,500","$1,514,140","2026","26","27","223","6'5""",""
"","Austin Gomber","2021","SP","COL","$575,500","$0","$575,500","$575,500","0.005","$575,500","$575,500","1","$575,500","$2,038,011","0","27","27","220","6'5""",""
"","Sam Hilliard","2021","OF","COL","$575,500","$0","$575,500","$340,340","0.003","$340,340","$575,500","1","$575,500","$638,734","0","26","27","236","6'5""",""
"","Brendan Rodgers","2021","SS","COL","$575,500","$0","$575,500","$575,500","0.005","$575,500","$575,500","1","$575,500","$6,755,540","0","24","24","180","6'0""",""
"","Jesus Luzardo","2021","SP","MIA","$575,500","$0","$575,500","$194,922","0.003","$194,922","$575,500","1","$575,500","$2,118,108","0","23","23","218","6'0""",""
"","Jorge Alcala","2021","RP","MIN","$575,500","$0","$575,500","$575,500","0.005","$575,500","$575,500","1","$575,500","$1,311,170","0","25","25","205","6'3""",""
"","Ryan Jeffers","2021","C","MIN","$575,500","$0","$575,500","$501,228","0.004","$501,228","$575,500","1","$575,500","$1,422,713","0","23","24","230","6'4""",""
"","Luis Urias","2021","3B","MIL","$575,100","$0","$575,100","$575,100","0.006","$575,100","$575,100","1","$575,100","$1,136,631","2026","23","24","186","5'9""",""
"","Michael Hermosillo","2021","CF","CHC","$575,000","$0","$575,000","$145,277","0.001","$145,277","$575,000","1","$575,000","$739,953","2026","25","26","205","6'0""",""
