"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Daisuke Matsuzaka","2011","SP","BOS","$10,000,000","$333,333","$10,333,333","$10,333,333","0.060","$10,333,333","$8,666,667","6","$52,000,000","$41,666,665","2013","26","30","200","6'0""",""
"","Matt Kemp","2012","RF","LAD","$10,000,000","$250,000","$10,250,000","$10,250,000","0.087","$12,000,000","$20,000,000","8","$160,000,000","$24,486,000","2020","27","27","225","0'0""",""
"","Nick Swisher","2012","OF","NYY","$10,250,000","$0","$10,250,000","$10,250,000","0.045","$10,250,000","$5,350,000","5","$26,750,000","$38,431,500","2013","26","31","198","6'0""",""
"","Curtis Granderson","2012","RF","NYY","$10,000,000","$0","$10,025,000","$10,025,000","0.044","$10,025,000","$6,050,000","5","$30,250,000","$29,905,000","2014","26","31","200","6'1""",""
"","Aubrey Huff","2011","1B","SF","$10,000,000","$0","$10,000,000","$10,000,000","0.080","$0","$11,000,000","2","$22,000,000","$0","2013","34","34","0","0'0""",""
"","Jorge De La Rosa","2011","RP","COL","$9,500,000","$500,000","$10,000,000","$10,000,000","0.121","$10,500,000","$10,750,000","2","$21,500,000","$20,196,000","2015","29","30","215","6'1""",""
"","Brian Roberts","2012","2B","BAL","$10,000,000","$0","$10,000,000","$10,000,000","0.121","$10,000,000","$10,000,000","4","$40,000,000","$52,310,000","2014","32","34","0","0'0""",""
"","Magglio Ordonez","2011","RF","DET","$10,000,000","$0","$10,000,000","$10,000,000","0.090","$10,000,000","$10,000,000","1","$10,000,000","$119,305,000","2012","36","37","0","0'0""",""
"","Robinson Cano","2011","2B","NYY","$10,000,000","$0","$10,000,000","$10,000,000","0.047","$10,000,000","$7,500,000","4","$30,000,000","$29,021,800","0","25","28","210","6'0""",""
"","Rafael Soriano","2011","RP","NYY","$10,000,000","$0","$10,000,000","$10,000,000","0.047","$10,000,000","$11,666,667","3","$35,000,000","$28,850,000","2013","31","31","230","6'1""",""
"","Brian Roberts","2011","2B","BAL","$10,000,000","$0","$10,000,000","$10,000,000","0.106","$10,000,000","$10,000,000","4","$40,000,000","$42,310,000","2014","32","33","0","0'0""",""
"","Hiroki Kuroda","2012","SP","NYY","$10,000,000","$0","$10,000,000","$10,000,000","0.044","$10,000,000","$10,000,000","1","$10,000,000","$59,300,000","2013","36","37","0","0'0""",""
"","Jose Reyes","2012","3B","MIA","$10,000,000","$0","$10,000,000","$10,000,000","0.102","$10,000,000","$17,666,667","6","$106,000,000","$45,213,000","2019","28","29","195","0'0""",""
"","Aubrey Huff","2012","1B","SF","$10,000,000","$0","$10,000,000","$10,000,000","0.073","$0","$11,000,000","2","$22,000,000","$0","2013","34","35","0","0'0""",""
"","Carlos Pena","2011","1B","CHC","$9,959,996","$0","$9,959,996","$9,959,996","0.072","$9,959,996","$10,000,000","1","$10,000,000","$41,226,996","2012","32","33","0","0'0""",""
"","Cole Hamels","2011","SP","PHI","$9,500,000","$0","$9,550,000","$9,550,000","0.056","$9,550,000","$6,833,333","3","$20,500,000","$23,777,000","0","25","27","205","6'4""",""
"","Andre Ethier","2011","CF","LAD","$9,250,000","$250,000","$9,500,000","$9,500,000","0.083","$9,500,000","$7,625,000","2","$15,250,000","$20,242,000","0","27","29","210","6'2""",""
"","Randy Wolf","2012","SP","MIL","$9,500,000","$0","$9,500,000","$9,500,000","0.086","$9,500,000","$9,916,667","3","$29,750,000","$72,462,104","2013","33","35","0","0'0""",""
"","Chone Figgins","2011","3B","SEA","$9,000,000","$500,000","$9,500,000","$9,500,000","0.094","$9,000,000","$9,000,000","4","$36,000,000","$35,985,000","2015","31","33","0","0'0""",""
"","Shane Victorino","2012","RF","LAD","$9,500,000","$0","$9,500,000","$3,374,316","0.029","$3,374,316","$7,333,333","3","$22,000,000","$26,495,000","2013","29","31","160","5'9""",""
"","Randy Wolf","2011","SP","MIL","$9,500,000","$0","$9,500,000","$9,500,000","0.103","$9,500,000","$9,916,667","3","$29,750,000","$62,962,104","2013","33","34","0","0'0""",""
"","Chone Figgins","2012","3B","SEA","$9,000,000","$500,000","$9,500,000","$9,500,000","0.113","$9,000,000","$9,000,000","4","$36,000,000","$44,985,000","2015","31","34","0","0'0""",""
"","Matt Garza","2012","SP","CHC","$9,500,000","$0","$9,500,000","$9,500,000","0.082","$9,500,000","$9,500,000","1","$9,500,000","$21,397,900","0","28","28","215","6'4""",""
"","Mike Napoli","2012","1B","TEX","$9,400,000","$0","$9,400,000","$9,400,000","0.068","$9,400,000","$9,400,000","1","$9,400,000","$21,620,000","0","30","30","225","6'1""",""
"","Corey Hart","2012","RF","MIL","$9,000,000","$333,333","$9,333,333","$9,333,333","0.084","$9,000,000","$8,833,333","3","$26,500,000","$26,034,500","2014","28","30","240","6'6""",""
"","Nick Swisher","2011","OF","NYY","$9,000,000","$100,000","$9,100,000","$9,100,000","0.043","$9,000,000","$5,350,000","5","$26,750,000","$28,181,500","2013","26","30","198","6'0""",""
"","Ryan Zimmerman","2011","1B","WSH","$8,925,000","$100,000","$9,025,000","$9,025,000","0.120","$8,925,000","$9,000,000","5","$45,000,000","$23,542,000","2014","24","26","215","6'3""",""
"","Tim Hudson","2011","SP","ATL","$9,000,000","$0","$9,000,000","$9,000,000","0.090","$9,000,000","$9,333,333","3","$28,000,000","$79,200,000","2014","34","35","174","6'1""",""
"","Chad Billingsley","2012","SP","LAD","$9,000,000","$0","$9,000,000","$9,000,000","0.077","$9,000,000","$11,666,667","3","$35,000,000","$22,101,500","2016","27","27","215","6'2""",""
"","Tim Hudson","2012","SP","ATL","$9,000,000","$0","$9,000,000","$9,000,000","0.092","$9,000,000","$9,333,333","3","$28,000,000","$88,200,000","2014","34","36","174","6'1""",""
"","Bobby Abreu","2011","LF","LAA","$9,000,000","$0","$9,000,000","$9,000,000","0.061","$0","$9,500,000","2","$19,000,000","$0","2013","35","37","0","0'0""",""
"","Ricky Nolasco","2012","SP","MIA","$9,000,000","$0","$9,000,000","$9,000,000","0.092","$9,000,000","$8,833,333","3","$26,500,000","$22,682,000","2014","28","29","215","6'2""",""
"","Adam Wainwright","2012","SP","STL","$9,000,000","$0","$9,000,000","$9,000,000","0.075","$9,000,000","$3,750,000","4","$15,000,000","$26,283,629","0","26","30","230","6'7""",""
"","Jose Valverde","2012","RP","DET","$9,000,000","$0","$9,000,000","$9,000,000","0.063","$0","$7,000,000","2","$14,000,000","$0","2013","31","34","0","0'0""",""
"","Josh Hamilton","2011","LF","TEX","$7,250,000","$1,500,000","$8,750,000","$8,750,000","0.084","$10,250,000","$12,000,000","2","$24,000,000","$18,811,830","2013","29","30","240","6'4""",""
"","Edwin Jackson","2011","SP","STL","$8,350,000","$400,000","$8,750,000","$3,007,796","0.025","$3,007,795","$6,675,000","2","$13,350,000","$17,247,999","2012","26","27","210","0'0""",""
"","Bobby Abreu","2012","LF","LAA","$8,598,689","$0","$8,598,689","$8,598,689","0.055","$0","$9,500,000","2","$19,000,000","$401,311","2013","35","38","0","0'0""",""
"","Brian Wilson","2012","RP","SF","$8,500,000","$0","$8,500,000","$8,500,000","0.062","$8,500,000","$7,500,000","2","$15,000,000","$21,042,000","2013","28","30","0","0'0""",""
"","Billy Butler","2012","DH","KC","$8,000,000","$500,000","$8,500,000","$8,500,000","0.121","$8,000,000","$7,500,000","4","$30,000,000","$15,740,000","2015","24","26","260","6'0""",""
"","Jimmy Rollins","2011","SS","PHI","$8,500,000","$0","$8,500,000","$8,500,000","0.050","$8,500,000","$8,000,000","5","$40,000,000","$54,080,000","2012","27","32","180","5'7""",""
"","Carl Pavano","2012","SP","MIN","$8,500,000","$0","$8,500,000","$8,500,000","0.078","$0","$8,250,000","2","$16,500,000","$0","2013","34","36","0","0'0""",""
"","Chris Carpenter","2012","SP","STL","$8,500,000","$0","$8,500,000","$8,500,000","0.071","$8,500,000","$10,500,000","2","$21,000,000","$87,790,000","2014","36","37","0","0'0""",""
"","Jake Westbrook","2012","SP","STL","$8,500,000","$0","$8,500,000","$8,500,000","0.071","$0","$8,250,000","2","$16,500,000","$0","2014","33","34","0","0'0""",""
"","Curtis Granderson","2011","RF","NYY","$8,250,000","$0","$8,325,000","$8,325,000","0.039","$8,325,000","$6,050,000","5","$30,250,000","$19,880,000","2014","26","30","200","6'1""",""
"","Troy Tulowitzki","2012","SS","COL","$8,250,000","$0","$8,275,000","$8,275,000","0.095","$8,275,000","$15,775,000","10","$157,750,000","$22,262,000","2022","26","27","205","6'3""",""
"","Dustin Pedroia","2012","2B","BOS","$8,000,000","$250,000","$8,250,000","$8,250,000","0.047","$8,250,000","$6,750,000","6","$40,500,000","$21,065,984","0","25","28","175","5'9""",""
"","Jeremy Guthrie","2012","SP","COL","$8,200,000","$0","$8,200,000","$8,200,000","0.094","$8,200,000","$8,200,000","1","$8,200,000","$23,250,000","2013","32","33","205","6'1""",""
"","Scott Rolen","2012","3B","CIN","$6,500,000","$1,666,668","$8,166,668","$8,166,668","0.091","$1,666,668","$6,500,000","2","$13,000,000","$114,275,002","2013","35","37","0","0'0""",""
"","Ted Lilly","2011","SP","LAD","$7,000,000","$1,166,666","$8,166,666","$8,166,666","0.071","$8,166,666","$11,000,000","3","$33,000,000","$57,939,816","2014","34","35","0","0'0""",""
"","Scott Rolen","2011","3B","CIN","$6,500,000","$1,666,666","$8,166,666","$8,166,666","0.100","$8,166,666","$6,500,000","2","$13,000,000","$112,608,334","2013","35","36","0","0'0""",""
"","Joe Nathan","2012","RP","TEX","$7,000,000","$0","$8,050,000","$8,050,000","0.058","$8,050,000","$7,375,000","2","$14,750,000","$65,975,000","2014","37","37","230","6'4""",""
"","Jacoby Ellsbury","2012","CF","BOS","$8,050,000","$0","$8,050,000","$8,050,000","0.046","$8,050,000","$8,050,000","1","$8,050,000","$13,682,000","0","28","28","195","6'1""",""
"","Brett Myers","2011","SP","HOU","$7,000,000","$1,000,000","$8,000,000","$8,000,000","0.094","$8,000,000","$11,500,000","2","$23,000,000","$41,257,500","2013","30","30","0","0'0""",""
"","Francisco Rodriguez","2012","RP","MIL","$8,000,000","$0","$8,000,000","$8,000,000","0.072","$8,000,000","$8,000,000","1","$8,000,000","$68,569,166","2013","29","30","180","6'0""",""
"","Juan Uribe","2012","3B","LAD","$8,000,000","$0","$8,000,000","$8,000,000","0.068","$8,000,000","$7,000,000","3","$21,000,000","$32,000,000","2014","31","33","245","6'0""",""
"","Lance Berkman","2011","DH","STL","$8,000,000","$0","$8,000,000","$8,000,000","0.067","$0","$8,000,000","1","$8,000,000","$0","2012","34","35","0","0'0""",""
"","Jake Westbrook","2011","SP","STL","$8,000,000","$0","$8,000,000","$8,000,000","0.067","$0","$8,250,000","2","$16,500,000","$0","2014","33","33","0","0'0""",""
"","Jose Bautista","2011","RF","TOR","$8,000,000","$0","$8,000,000","$8,000,000","0.109","$8,000,000","$13,000,000","5","$65,000,000","$16,040,500","2017","30","30","205","6'0""",""
"","Adam LaRoche","2012","DH","WSH","$8,000,000","$0","$8,000,000","$8,000,000","0.082","$8,000,000","$8,000,000","2","$16,000,000","$37,307,500","2014","31","32","205","6'2""",""
"","Joel Pineiro","2011","SP","LAA","$8,000,000","$0","$8,000,000","$8,000,000","0.055","$0","$8,000,000","2","$16,000,000","$0","2012","31","32","0","0'0""",""
"","Ervin Santana","2011","SP","LAA","$8,000,000","$0","$8,000,000","$8,000,000","0.055","$8,000,000","$7,500,000","4","$30,000,000","$20,036,000","2014","26","28","175","6'2""",""
"","Carl Pavano","2011","SP","MIN","$8,000,000","$0","$8,000,000","$8,000,000","0.070","$0","$8,250,000","2","$16,500,000","$0","2013","34","35","0","0'0""",""
"","Anibal Sanchez","2012","RP","DET","$8,000,000","$0","$8,000,000","$3,147,540","0.022","$3,147,540","$8,000,000","1","$8,000,000","$13,987,701","2013","27","28","205","6'0""",""
"","Mark Reynolds","2012","3B","BAL","$7,500,000","$333,333","$7,833,333","$7,833,333","0.095","$7,833,334","$4,833,333","3","$14,500,000","$15,199,000","2013","26","28","220","6'2""",""
"","Stephen Drew","2012","2B","OAK","$7,750,000","$0","$7,750,000","$1,863,387","0.031","$1,863,387","$6,875,000","2","$13,750,000","$26,900,000","2013","27","29","200","6'0""",""
"","Clayton Kershaw","2012","SP","LAD","$7,500,000","$250,000","$7,750,000","$7,750,000","0.066","$8,000,000","$9,500,000","2","$19,000,000","$11,867,770","0","23","24","225","6'4""",""
"","Shaun Marcum","2012","SP","MIL","$7,725,000","$0","$7,725,000","$7,725,000","0.070","$7,725,000","$7,725,000","1","$7,725,000","$14,167,800","2013","30","30","0","6'0""",""
"","Jon Lester","2012","SP","BOS","$7,625,000","$0","$7,625,000","$7,625,000","0.044","$7,625,000","$6,000,000","5","$30,000,000","$20,227,403","2015","24","28","240","6'4""",""
"","Vladimir Guerrero","2011","RF","BAL","$7,611,455","$0","$7,611,455","$7,611,455","0.080","$0","$7,611,455","1","$7,611,455","$0","2012","35","36","0","0'0""",""
"","Joey Votto","2011","1B","CIN","$5,500,000","$2,000,000","$7,600,000","$7,600,000","0.093","$11,600,000","$12,666,667","3","$38,000,000","$13,608,579","2014","27","27","220","6'2""",""
"","Shane Victorino","2011","RF","PHI","$7,500,000","$0","$7,550,000","$7,550,000","0.044","$7,550,000","$7,333,333","3","$22,000,000","$16,995,000","2013","29","30","160","5'9""",""
"","Huston Street","2012","RP","SD","$7,500,000","$0","$7,525,000","$7,025,000","0.110","$7,025,000","$7,500,000","3","$22,500,000","$25,140,625","2014","26","28","195","6'0""",""
"","Jason Kubel","2012","LF","ARI","$7,500,000","$0","$7,500,000","$7,500,000","0.091","$7,500,000","$8,000,000","2","$16,000,000","$21,930,500","2014","29","30","0","0'0""",""
"","James Shields","2012","SP","TB","$7,500,000","$0","$7,500,000","$7,500,000","0.107","$7,500,000","$2,812,500","4","$11,250,000","$17,344,900","2015","26","30","215","6'3""",""
"","Heath Bell","2011","RP","SD","$7,500,000","$0","$7,500,000","$7,500,000","0.156","$7,500,000","$7,500,000","1","$7,500,000","$13,860,500","2012","33","33","0","0'0""",""
"","Jason Marquis","2011","SP","WSH","$7,500,000","$0","$7,500,000","$7,500,000","0.100","$7,500,000","$7,500,000","2","$15,000,000","$36,000,000","2012","31","32","210","6'1""",""
"","J.J. Hardy","2012","SS","BAL","$7,000,000","$416,667","$7,416,667","$7,416,667","0.089","$8,250,000","$7,416,667","3","$22,250,000","$27,571,000","2015","29","29","200","6'1""",""
"","Jered Weaver","2011","SP","LAA","$7,365,000","$0","$7,365,000","$7,365,000","0.050","$7,365,000","$7,365,000","1","$7,365,000","$17,342,500","0","28","28","210","6'7""",""
"","Matt Cain","2011","RP","SF","$7,000,000","$333,333","$7,333,333","$7,333,333","0.059","$7,333,333","$9,083,333","3","$27,250,000","$18,119,666","2013","25","26","230","6'3""",""
"","Kenshin Kawakami","2011","SP","ATL","$6,667,000","$663,000","$7,330,000","$7,330,000","0.073","$7,333,667","$7,666,667","3","$23,000,000","$23,000,999","2012","33","36","0","0'0""",""
"","Huston Street","2011","RP","COL","$7,300,000","$0","$7,300,000","$7,300,000","0.088","$7,300,000","$7,500,000","3","$22,500,000","$17,115,625","2014","26","27","195","6'0""",""
"","Carlos Pena","2012","1B","TB","$7,250,000","$0","$7,250,000","$7,250,000","0.104","$7,250,000","$7,250,000","1","$7,250,000","$48,476,996","2013","33","34","0","0'0""",""
"","Carlos Silva","2011","SP","CHC","$7,250,000","$0","$7,250,000","$7,250,000","0.052","$7,250,000","$12,000,000","4","$48,000,000","$54,875,000","2012","28","32","0","0'0""",""
"","Derrek Lee","2011","1B","BAL","$7,250,000","$0","$7,250,000","$7,250,000","0.077","$0","$7,250,000","1","$7,250,000","$0","2012","35","35","0","0'0""",""
"","Ian Kinsler","2012","2B","TEX","$7,000,000","$200,000","$7,250,000","$7,250,000","0.052","$7,250,000","$4,400,000","5","$22,000,000","$22,397,708","2014","25","30","200","6'0""",""
"","Chris Young","2012","RF","ARI","$7,000,000","$200,000","$7,200,000","$7,200,000","0.087","$7,200,000","$5,600,000","5","$28,000,000","$18,586,000","2014","25","28","200","6'2""",""
"","C.J. Wilson","2011","SP","TEX","$7,000,000","$0","$7,150,000","$7,150,000","0.069","$7,150,000","$7,000,000","1","$7,000,000","$13,239,503","0","30","30","210","6'1""",""
"","Matt Capps","2011","RP","MIN","$7,150,000","$0","$7,150,000","$7,150,000","0.063","$7,150,000","$7,150,000","1","$7,150,000","$14,178,000","0","27","27","0","0'0""",""
"","Matt Kemp","2011","RF","LAD","$7,100,000","$0","$7,100,000","$7,100,000","0.062","$7,100,000","$5,475,000","2","$10,950,000","$12,486,000","2012","25","26","225","0'0""",""
"","Carlos Quentin","2012","LF","SD","$7,025,000","$0","$7,025,000","$7,025,000","0.110","$7,025,000","$7,025,000","1","$7,025,000","$18,033,000","2013","29","29","235","6'1""",""
"","Jonathan Broxton","2011","RP","LAD","$7,000,000","$0","$7,000,000","$7,000,000","0.061","$7,000,000","$5,500,000","2","$11,000,000","$15,147,500","0","25","27","305","6'4""",""
"","Ryan Braun","2012","LF","MIL","$6,000,000","$1,000,000","$7,000,000","$7,000,000","0.063","$7,000,000","$21,000,000","5","$105,000,000","$19,617,500","2022","27","28","205","0'0""",""
"","Gavin Floyd","2012","RP","CHW","$7,000,000","$0","$7,000,000","$7,000,000","0.064","$7,000,000","$3,875,000","4","$15,500,000","$21,126,000","2014","25","29","235","6'4""",""
"","Melvin Upton","2012","LF","TB","$7,000,000","$0","$7,000,000","$7,000,000","0.100","$7,000,000","$7,000,000","1","$7,000,000","$20,659,000","2013","27","27","185","6'3""",""
"","Jose Valverde","2011","RP","DET","$7,000,000","$0","$7,000,000","$7,000,000","0.063","$0","$7,000,000","2","$14,000,000","$0","2013","31","33","0","0'0""",""
"","Carlos Marmol","2012","RP","CHC","$7,000,000","$0","$7,000,000","$7,000,000","0.060","$7,000,000","$6,666,667","3","$20,000,000","$13,330,000","2014","28","29","0","0'0""",""
"","Josh Willingham","2012","LF","MIN","$7,000,000","$0","$7,000,000","$7,000,000","0.064","$7,000,000","$7,000,000","3","$21,000,000","$21,978,000","2015","32","33","0","0'0""",""
"","Heath Bell","2012","RP","MIA","$6,000,000","$1,000,000","$7,000,000","$7,000,000","0.071","$7,000,000","$9,000,000","3","$27,000,000","$20,860,500","2016","34","34","0","0'0""",""
"","Mark Buehrle","2012","SP","MIA","$6,000,000","$1,000,000","$7,000,000","$7,000,000","0.071","$10,000,000","$14,500,000","4","$58,000,000","$88,745,000","2016","32","33","195","6'2""",""
"","Bronson Arroyo","2012","SP","CIN","$7,000,000","$0","$7,000,000","$7,000,000","0.078","$7,000,000","$11,666,667","3","$35,000,000","$55,684,772","2014","33","35","185","6'4""",""
