"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2024",""
"","Erik Swanson","RP","TOR","67","0","66.7","52","22","22","21","75","4","2","4","1.10","2.97","1.42","71.16","$2,750,000",""
"","Kendall Graveman","RP/CL","HOU","68","0","66.3","51","27","23","36","66","5","6","8","1.31","3.12","0.85","21.15","$8,000,000",""
"","Zack Thompson","RP","STL","25","9","66.3","69","35","33","25","72","5","7","0","1.42","4.48","0.59","0.00","$750,850",""
"","Gregory Santos","RP","CHW","58","0","66.3","69","29","25","17","66","2","2","5","1.30","3.39","1.25","70.49","$750,000",""
"","Yimi Garcia","RP","TOR","72","0","66.0","67","35","30","15","79","3","4","3","1.24","4.09","-0.07","12.43","$6,000,000",""
"","Fernando Cruz","RP","CIN","58","2","66.0","52","39","36","28","98","1","2","0","1.21","4.91","0.23","30.60","$750,000",""
"","Reynaldo López","RP","CLE","68","0","66.0","50","25","24","34","83","3","7","6","1.27","3.27","0.72","40.07","$4,000,000",""
"","Phil Maton","RP","HOU","67","0","66.0","49","27","22","25","74","4","3","1","1.12","3.00","1.04","51.09","$6,250,000",""
"","Alex Lange","RP/CL","DET","67","0","66.0","43","30","27","45","79","7","5","26","1.33","3.68","1.10","76.78","$760,600",""
"","Jordan Hicks","RP","TOR","65","0","65.7","57","30","24","32","81","3","9","12","1.36","3.29","0.32","46.97","$8,000,000",""
"","Enyel De Los Santos","RP","CLE","69","0","65.7","50","26","24","25","62","5","2","0","1.14","3.29","1.11","64.49","$1,160,000",""
"","David Robertson","RP/CL","MIA","61","0","65.3","53","28","22","25","78","6","6","18","1.19","3.03","1.86","53.81","$5,000,000",""
"","Ryan Pressly","RP","HOU","65","0","65.3","54","33","26","16","74","4","5","31","1.07","3.58","0.10","17.35","$14,000,000",""
"","Griffin Jax","RP","MIN","69","0","65.3","58","30","28","19","68","6","10","4","1.18","3.86","0.66","58.28","$761,750",""
"","Kevin Ginkel","RP","ARI","60","0","65.3","41","24","18","23","70","9","1","4","0.98","2.48","1.25","89.65","$1,225,000",""
"","Jose Cuas","RP","CHC","71","2","65.3","63","30","29","35","71","3","2","1","1.50","4.00","0.35","19.45","$0",""
"","Miguel Castro","RP","ARI","75","0","64.7","51","32","31","25","60","6","6","7","1.17","4.31","0.39","34.83","$5,000,000",""
"","A.J. Minter","RP","ATL","68","0","64.7","56","28","27","21","82","3","6","10","1.19","3.76","0.87","48.29","$6,220,000",""
"","Alex Faedo","SP","DET","15","12","64.7","48","35","32","20","58","2","5","0","1.05","4.45","0.58","0.00","$746,600",""
"","Carlos Rodon","SP","NYY","14","14","64.3","65","51","49","28","64","3","8","0","1.45","6.86","-0.84","0.00","$27,000,000",""
"","Hoby Milner","RP","MIL","72","0","64.3","49","16","13","13","59","2","1","0","0.96","1.82","1.75","79.76","$2,050,000",""
"","Mark Leiter Jr.","RP","CHC","67","0","64.3","48","27","25","24","77","1","3","4","1.12","3.50","1.03","47.88","$1,500,000",""
"","Adbert Alzolay","RP/CL","CHC","57","0","64.0","52","23","19","13","67","2","5","22","1.02","2.67","1.81","93.20","$2,110,000",""
"","Nestor Cortes","SP","NYY","12","12","63.3","59","36","35","20","67","5","2","0","1.25","4.97","0.52","0.00","$3,950,000",""
"","Clay Holmes","RP/CL","NYY","65","0","63.0","51","22","20","23","71","4","4","24","1.17","2.86","1.77","86.89","$6,000,000",""
"","José Urquidy","RP","HOU","16","10","63.0","65","37","37","25","45","3","3","1","1.43","5.29","-0.07","0.00","$3,750,000",""
"","Pierce Johnson","RP","ATL","66","0","62.7","63","34","28","30","90","2","6","13","1.48","4.02","-0.26","9.15","$7,000,000",""
"","Carlos Estevez","RP/CL","LAA","62","0","62.3","62","34","27","31","78","5","5","31","1.49","3.90","0.68","38.14","$6,750,000",""
"","Sam Moll","RP","CIN","69","1","62.3","47","22","21","30","68","2","3","1","1.24","3.03","0.25","44.16","$760,000",""
"","Jhoan Duran","RP/CL","MIN","57","0","62.3","46","25","17","25","84","3","6","27","1.14","2.46","1.87","93.81","$747,200",""
"","Adam Ottavino","RP","NYM","65","0","61.7","46","24","22","29","62","1","7","12","1.22","3.21","1.21","30.96","$4,500,000",""
"","Matthew Liberatore","SP","STL","22","11","61.7","66","42","36","25","46","3","6","0","1.48","5.25","-0.33","13.41","$747,200",""
"","Andre Jackson","SP","PIT","18","7","61.3","52","34","34","22","57","1","3","2","1.21","4.99","-0.18","24.35","$0",""
"","Ryan Walker","RP","SF","49","13","61.3","61","25","22","24","78","5","3","1","1.39","3.23","0.97","52.34","$747,500",""
"","Evan Phillips","RP/CL","LAD","60","0","61.3","38","19","14","13","66","2","4","24","0.83","2.05","1.65","94.52","$4,000,000",""
"","Elvis Peguero","RP","MIL","58","0","61.3","49","25","23","26","54","4","5","1","1.22","3.38","0.94","66.05","$754,300",""
"","Drew VerHagen","RP","STL","57","0","61.0","52","30","27","26","60","5","1","0","1.28","3.98","0.49","24.86","$0",""
"","James Kaprielian","SP","OAK","14","11","61.0","66","45","43","31","57","2","6","0","1.59","6.34","-0.27","0.00","$0",""
"","Lucas Sims","RP","CIN","66","0","61.0","33","23","21","39","72","7","3","3","1.18","3.10","1.77","69.41","$2,850,000",""
"","Félix Bautista","RP/CL","BAL","54","0","61.0","30","14","10","26","110","8","2","33","0.92","1.48","3.02","99.94","$1,000,000",""
"","Tanner Banks","RP","CHW","32","3","61.0","59","32","30","16","51","1","4","1","1.23","4.43","0.78","0.00","$755,050",""
"","Hunter Harvey","RP","WSH","56","0","60.7","44","21","19","13","67","4","4","10","0.94","2.82","1.92","90.85","$2,325,000",""
"","Paul Sewald","RP/CL","ARI","62","0","60.7","46","23","21","24","80","3","2","34","1.15","3.12","0.85","72.87","$7,350,000",""
"","Colin Poche","RP","TB","65","0","60.7","42","17","15","24","61","12","3","1","1.09","2.23","1.74","88.55","$2,375,000",""
"","Kirby Yates","RP","ATL","60","0","60.3","35","22","22","37","80","7","2","5","1.19","3.28","1.12","52.15","$4,500,000",""
"","Gregory Soto","RP","PHI","69","0","60.3","47","34","31","22","65","3","4","3","1.14","4.62","0.02","26.00","$5,000,000",""
"","Caleb Ferguson","RP","LAD","67","7","60.3","64","30","23","23","70","7","4","3","1.44","3.43","0.11","34.60","$2,400,000",""
"","Emmet Sheehan","SP","LAD","13","11","60.3","46","33","33","26","64","4","1","1","1.19","4.92","0.31","0.00","$750,000",""
"","Nick Sandlin","RP","CLE","60","0","60.0","38","28","25","24","66","5","5","0","1.03","3.75","0.35","44.32","$1,075,000",""
"","Ryan Brasier","RP","LAD","59","0","59.7","42","24","20","19","56","3","0","2","1.02","3.02","-0.35","55.99","$4,500,000",""
"","Luis Garcia","RP","SD","60","0","59.7","59","30","27","24","53","2","3","0","1.39","4.07","0.06","15.43","$4,250,000",""
"","Brock Burke","RP","TEX","53","0","59.7","64","32","29","9","52","5","3","0","1.22","4.37","0.06","27.96","$1,035,000",""
"","Jose Cisnero","RP","DET","62","0","59.3","63","39","35","25","70","3","4","2","1.48","5.31","-0.36","7.04","$1,750,000",""
"","Taylor Clarke","RP","KC","56","2","59.0","71","42","39","24","65","3","6","3","1.61","5.95","-0.88","3.26","$1,250,000",""
"","Albert Abreu","RP","NYY","43","0","59.0","52","39","31","35","61","2","2","0","1.48","4.73","-0.22","0.00","$0",""
"","Jordan Romano","RP/CL","TOR","57","0","59.0","48","20","19","24","72","5","7","36","1.22","2.90","2.13","90.75","$7,750,000",""
"","Collin McHugh","RP","ATL","39","1","58.7","70","34","28","22","47","4","1","0","1.57","4.30","-0.33","0.00","$0",""
"","Steven Okert","RP","MIA","64","2","58.7","50","31","29","24","73","3","2","0","1.26","4.45","0.44","25.57","$1,062,500",""
"","Devin Williams","RP/CL","MIL","61","0","58.7","26","13","10","28","87","8","3","36","0.92","1.53","2.59","99.35","$7,000,000",""
"","Huascar Brazoban","RP","MIA","50","0","58.7","53","28","27","31","65","5","2","0","1.43","4.14","0.94","51.73","$753,000",""
"","Aroldis Chapman","RP","TEX","60","0","58.3","37","24","20","36","103","6","5","6","1.25","3.09","0.93","61.09","$10,500,000",""
"","Aaron Bummer","RP","CHW","61","0","58.3","53","45","44","36","78","5","5","0","1.53","6.79","-0.95","5.56","$5,500,000",""
"","Trevor Gott","RP","NYM","64","0","58.0","63","34","27","19","62","0","5","1","1.41","4.19","-0.25","16.09","$1,500,000",""
"","Ian Hamilton","RP","NYY","38","3","58.0","45","19","17","26","69","3","2","2","1.22","2.64","1.55","0.00","$923,050",""
"","Dauri Moreta","RP","PIT","55","0","58.0","39","26","24","24","76","5","2","1","1.09","3.72","0.69","59.90","$755,000",""
"","Ryan Weathers","SP","MIA","15","12","57.7","68","44","42","29","43","1","8","0","1.68","6.56","-0.61","0.00","$752,600",""
"","Will Smith","RP/CL","TEX","58","0","57.3","44","31","28","17","55","2","7","22","1.06","4.40","0.26","66.98","$5,000,000",""
"","Andrew Nardi","RP","MIA","61","0","57.3","45","18","17","21","73","8","1","3","1.15","2.67","2.11","80.89","$754,000",""
"","Michael Fulmer","RP","CHC","58","1","57.0","48","29","28","28","65","3","5","2","1.33","4.42","0.15","16.72","$0",""
"","Jose Leclerc","RP","TEX","57","0","57.0","37","19","17","28","67","0","2","4","1.14","2.68","1.38","56.70","$6,250,000",""
"","Jake Diekman","RP","TB","61","0","56.7","37","29","21","38","64","0","2","0","1.32","3.34","-0.63","26.88","$4,000,000",""
"","A.J. Puk","RP","MIA","54","0","56.7","54","29","25","13","78","7","5","15","1.18","3.97","0.55","63.81","$1,800,000",""
"","Drew Smith","RP","NYM","62","1","56.3","50","31","26","29","60","4","6","3","1.40","4.15","0.06","15.86","$2,225,000",""
"","Josh Hader","RP/CL","SD","58","0","56.3","32","11","8","30","85","2","3","33","1.10","1.28","2.35","75.07","$19,000,000",""
"","Joe Jimenez","RP","ATL","59","0","56.3","51","22","19","14","73","0","3","0","1.15","3.04","0.93","28.83","$8,000,000",""
"","Colin Holderman","RP","PIT","58","0","56.0","55","25","24","20","58","0","3","2","1.34","3.86","0.70","40.29","$755,000",""
"","Mason Englert","RP","DET","31","1","56.0","67","39","34","17","41","4","3","0","1.50","5.46","-0.55","0.00","$0",""
"","Kyle Nelson","RP","ARI","68","2","56.0","59","30","26","14","67","7","4","0","1.30","4.18","0.02","19.39","$757,300",""
"","Raisel Iglesias","RP/CL","ATL","57","0","55.7","51","23","17","15","68","5","4","33","1.19","2.75","1.15","38.00","$16,000,000",""
"","Genesis Cabrera","RP","TOR","58","0","55.7","49","28","25","24","58","2","1","0","1.31","4.04","-0.02","20.27","$1,512,500",""
"","Corey Kluber","RP","BOS","15","9","55.0","69","47","43","21","42","3","6","1","1.64","7.04","-0.82","0.00","$0",""
"","Derek Law","RP","CIN","53","3","55.0","50","24","22","26","45","4","6","2","1.38","3.60","0.99","49.26","$1,500,000",""
"","Lucas Erceg","RP","OAK","49","0","55.0","51","33","29","36","68","4","4","0","1.58","4.75","-0.13","20.44","$750,000",""
"","Giovanny Gallegos","RP","STL","55","0","55.0","54","28","27","12","59","2","4","10","1.20","4.42","0.34","16.80","$5,500,000",""
"","Adrian Martinez","RP","OAK","22","1","55.0","59","31","29","19","47","0","2","0","1.42","4.75","0.29","0.00","$0",""
"","Brooks Raley","RP","NYM","64","0","54.7","44","19","17","25","61","1","2","3","1.26","2.80","1.35","34.88","$6,500,000",""
"","Jordan Weems","RP","WSH","50","0","54.7","38","25","22","28","60","5","1","0","1.21","3.62","0.73","44.52","$773,500",""
"","Gabe Speier","RP","SEA","69","0","54.7","47","24","23","11","64","2","2","1","1.06","3.79","0.58","46.25","$753,300",""
"","Jason Adam","RP","TB","52","0","54.3","35","21","18","20","69","4","2","12","1.01","2.98","0.70","64.55","$2,700,000",""
"","Dominic Leone","RP","SEA","51","0","54.0","49","28","28","28","54","1","3","1","1.43","4.67","0.21","9.11","$1,500,000",""
"","Wandy Peralta","RP","NYY","63","0","54.0","36","19","17","30","51","4","2","4","1.22","2.83","1.42","50.35","$3,350,000",""
"","Brad Hand","RP","ATL","60","0","53.7","54","33","33","22","59","5","3","1","1.42","5.53","0.44","15.62","$0",""
"","Alex Young","RP","CIN","63","0","53.7","53","27","23","20","50","5","2","1","1.36","3.86","0.74","28.70","$1,160,000",""
"","Jacob Webb","RP","BAL","53","0","53.7","39","22","22","30","57","1","1","1","1.29","3.69","0.53","33.67","$1,000,000",""
"","Cionel Perez","RP","BAL","65","0","53.3","56","30","21","27","44","4","2","3","1.56","3.54","-0.29","25.19","$1,200,000",""
"","Tim Mayza","RP","TOR","67","0","53.3","50","10","9","15","53","3","1","1","1.22","1.52","2.10","74.99","$3,590,000",""
"","Steven Wilson","RP","SD","50","0","53.0","35","23","23","27","57","1","2","0","1.17","3.91","0.30","33.74","$751,900",""
"","Johnny Cueto","SP","MIA","13","10","52.3","51","36","35","15","39","1","4","0","1.26","6.02","-0.15","0.00","$0",""
"","Robert Stephenson","RP","TB","59","0","52.3","30","20","18","16","77","3","4","1","0.88","3.10","-0.09","45.12","$11,000,000",""
"","Jeff Hoffman","RP","PHI","52","0","52.3","29","16","14","19","69","5","2","1","0.92","2.41","1.95","90.17","$2,200,000",""
"","Josh Sborz","RP","TEX","43","0","52.3","43","33","32","17","66","6","7","0","1.15","5.50","-0.54","0.00","$1,025,000",""
"","Daniel Lynch","SP","KC","9","9","52.3","50","29","27","16","34","3","4","0","1.26","4.64","0.54","0.00","$0",""
"","Sam Hentges","RP","CLE","54","0","52.3","53","24","21","18","56","3","2","0","1.36","3.61","0.69","52.57","$1,162,500",""
"","Chase Silseth","SP","LAA","16","8","52.3","41","26","23","26","56","4","1","0","1.28","3.96","0.84","0.00","$750,000",""
"","Hyun-Jin Ryu","SP","TOR","11","11","52.0","53","25","20","14","38","3","3","0","1.29","3.46","0.42","0.00","$0",""
"","Shawn Armstrong","RP","TB","38","6","52.0","36","12","8","11","54","1","0","0","0.90","1.39","1.66","0.00","$2,050,000",""
"","George Soriano","RP","MIA","26","1","52.0","46","26","22","23","52","0","0","1","1.33","3.81","0.43","0.00","$0",""
"","Taylor Rogers","RP","SF","60","0","51.7","39","27","22","25","64","6","4","2","1.24","3.83","0.44","9.44","$12,000,000",""
"","Joan Adon","SP","WSH","12","10","51.7","60","37","37","24","48","2","4","0","1.63","6.45","-0.33","0.00","$0",""
"","Chris Martin","RP","BOS","54","0","51.3","45","6","6","8","46","4","1","3","1.03","1.05","3.21","90.01","$7,500,000",""
"","Andrew Chafin","RP","MIL","63","0","51.3","45","30","27","28","63","3","4","8","1.42","4.73","0.12","7.94","$4,250,000",""
"","Daniel Coulombe","RP","BAL","58","0","51.3","45","17","16","12","58","5","3","2","1.11","2.81","1.15","73.20","$2,300,000",""
"","Thomas Cosgrove","RP","SD","52","0","51.3","31","12","10","19","44","1","2","1","0.97","1.75","1.41","81.64","$750,500",""
"","Tucker Davidson","RP","KC","38","1","51.3","64","37","34","19","46","1","2","2","1.62","5.96","-0.44","0.00","$0",""
"","Keynan Middleton","RP","NYY","51","0","50.7","40","20","19","23","64","2","2","2","1.24","3.38","0.56","43.64","$5,000,000",""
"","Ryne Stanek","RP","HOU","54","0","50.7","42","24","23","21","51","3","1","0","1.24","4.09","0.34","21.75","$4,000,000",""
"","Osvaldo Bido","RP","PIT","16","9","50.7","55","35","33","21","48","2","5","0","1.50","5.86","-0.34","0.00","$0",""
"","Brennan Bernardino","RP","BOS","54","6","50.7","48","19","18","18","58","2","1","0","1.30","3.20","1.33","48.78","$688,194",""
"","José Hernández","RP","PIT","50","0","50.7","47","30","28","22","62","1","3","0","1.36","4.97","-0.09","10.29","$0",""
"","Pedro Avila","SP","SD","14","6","50.3","43","23","18","25","54","2","2","0","1.35","3.22","0.38","0.00","$658,296",""
"","Marco Gonzales","SP","PIT","10","10","50.0","55","32","29","18","34","4","1","0","1.46","5.22","-0.33","0.00","$3,000,000",""
"","Andres Machado","RP","WSH","44","0","50.0","53","29","29","13","43","4","1","0","1.32","5.22","0.03","0.00","$0",""
"","Seranthony Dominguez","RP","PHI","57","0","50.0","48","25","21","22","48","5","5","2","1.40","3.78","0.40","22.08","$4,250,000",""
"","Alex Vesia","RP","LAD","56","1","49.7","52","27","24","17","64","2","5","1","1.39","4.35","-0.08","18.77","$1,000,000",""
"","Daniel Bard","RP","COL","49","0","49.3","35","30","25","49","47","4","2","1","1.70","4.56","0.09","1.41","$9,500,000",""
"","Andres Munoz","RP/CL","SEA","52","0","49.0","40","20","16","22","67","4","7","13","1.26","2.94","0.67","65.64","$2,000,000",""
"","Aaron Loup","RP","LAA","54","0","48.7","65","37","33","20","45","2","3","1","1.75","6.10","-0.57","0.40","$0",""
"","Scott Alexander","RP","SF","54","8","48.3","55","30","25","11","31","7","3","1","1.37","4.66","-0.21","38.24","$2,250,000",""
"","Austin Pruitt","RP","OAK","37","6","48.3","44","18","16","12","30","2","6","0","1.16","2.98","1.39","0.00","$850,000",""
"","Will Vest","RP","DET","47","4","48.3","40","18","16","13","56","2","1","2","1.10","2.98","0.99","0.00","$760,700",""
"","Andrew Vasquez","RP","DET","41","0","48.3","46","21","18","23","43","2","1","0","1.43","3.35","1.03","0.00","$0",""
"","Dustin May","SP","LAD","9","9","48.0","29","14","14","16","34","4","1","0","0.94","2.63","1.54","0.00","$2,135,000",""
"","Yency Almonte","RP","LAD","46","0","48.0","43","30","27","24","49","3","2","0","1.40","5.06","-0.50","0.00","$1,900,000",""
"","Chris Murphy","RP","BOS","20","0","47.7","50","27","26","17","49","1","2","1","1.41","4.91","0.11","0.00","$743,500",""
"","Tayler Saucedo","RP","SEA","50","0","47.7","41","20","19","23","43","3","2","1","1.34","3.59","0.67","49.69","$753,100",""
"","Trevor May","RP/CL","OAK","48","0","46.7","35","21","17","29","40","4","4","21","1.37","3.28","1.00","0.00","$0",""
"","John Schreiber","RP","BOS","45","2","46.7","41","22","20","25","53","2","1","1","1.41","3.86","0.81","0.00","$1,175,000",""
"","Bryan Shaw","RP","CHW","38","0","45.7","39","21","21","17","40","0","0","4","1.23","4.14","0.62","0.00","$0",""
"","Brad Keller","SP","KC","11","9","45.3","42","26","23","45","31","3","4","0","1.92","4.57","0.35","0.00","$0",""
"","Pete Fairbanks","RP/CL","TB","46","0","45.3","26","14","13","20","68","2","4","25","1.01","2.58","1.46","0.00","$3,666,667",""
"","Bryan Baker","RP","BAL","45","0","45.0","33","19","18","24","51","4","3","0","1.27","3.60","0.48","0.00","$0",""
"","Kenley Jansen","RP/CL","BOS","50","0","44.7","40","21","18","17","52","3","6","29","1.28","3.63","0.73","14.97","$16,000,000",""
"","José Ureña","SP","CHW","10","10","44.7","50","37","32","22","29","0","7","0","1.61","6.45","-0.70","0.00","$1,500,000",""
"","Drew Rasmussen","SP","TB","8","8","44.7","36","13","13","11","47","4","2","0","1.05","2.62","1.26","0.00","$1,862,500",""
"","Tim Hill","RP","SD","45","0","44.3","59","36","27","14","26","1","4","0","1.65","5.48","-1.23","0.00","$1,800,000",""
"","Tyler Alexander","RP","DET","25","1","44.0","44","25","22","5","44","2","1","0","1.11","4.50","0.15","0.00","$1,950,000",""
"","Ryan Feltner","SP","COL","10","10","43.3","45","29","28","28","38","2","4","0","1.68","5.82","0.15","0.00","$745,000",""
"","Dylan Covey","RP","PHI","28","1","43.0","48","22","18","17","30","1","3","0","1.51","3.77","0.02","0.00","$850,000",""
"","Seth Martinez","RP","HOU","35","0","43.0","45","29","25","19","45","2","3","1","1.49","5.23","-0.30","0.00","$753,600",""
"","Angel Zerpa","RP","KC","15","3","42.7","46","24","23","8","36","3","3","0","1.27","4.85","0.22","0.00","$748,250",""
"","J.T. Chargois","RP","MIA","46","5","42.3","35","17","17","18","35","1","0","1","1.25","3.61","0.79","0.00","$1,285,000",""
"","Chris Devenski","RP","TB","37","0","42.3","36","24","21","11","42","6","4","0","1.11","4.47","-0.11","0.00","$1,000,000",""
"","Keaton Winn","RP","SF","9","5","42.3","36","22","22","8","35","1","3","1","1.04","4.68","0.33","0.00","$743,750",""
"","Jovani Moran","RP","MIN","43","0","42.3","35","27","25","27","48","2","2","0","1.47","5.32","-0.39","0.00","$0",""
"","Shelby Miller","RP","LAD","33","1","42.0","19","8","8","19","42","3","0","1","0.90","1.71","1.46","0.00","$3,000,000",""
"","Jose Soriano","RP","LAA","38","0","42.0","33","22","17","23","56","1","3","0","1.33","3.64","0.46","0.00","$760,000",""
"","Ryan Pepiot","SP","LAD","8","3","42.0","27","10","10","5","38","2","1","0","0.76","2.14","1.33","0.00","$744,900",""
"","Jose Butto","SP","NYM","9","7","42.0","33","17","17","23","38","1","4","0","1.33","3.64","0.87","0.00","$672,282",""
"","Jose Alvarado","RP/CL","PHI","43","0","41.3","31","15","8","18","64","0","2","10","1.18","1.74","1.12","0.00","$9,000,000",""
"","Tommy Kahnle","RP","NYY","41","0","40.7","26","14","12","19","48","1","3","2","1.11","2.66","1.10","0.00","$5,750,000",""
"","Nick Ramirez","RP","NYY","32","0","40.7","41","17","12","9","28","1","2","1","1.23","2.66","0.85","0.00","$0",""
"","Drey Jameson","SP","ARI","15","3","40.7","40","15","15","18","37","3","1","1","1.43","3.32","0.77","0.00","$749,700",""
"","Ryan Borucki","RP","PIT","38","2","40.3","26","11","11","4","33","4","0","0","0.74","2.46","1.36","0.00","$1,600,000",""
"","Joe Kelly","RP","LAD","42","0","39.3","29","22","18","18","60","2","5","1","1.20","4.12","-0.34","0.00","$8,000,000",""
"","Cory Abbott","SP","WSH","22","0","39.3","48","29","29","19","40","1","2","0","1.70","6.64","-0.43","2.28","$0",""
"","Andrew Wantz","RP","LAA","26","3","39.3","28","18","17","15","33","2","0","0","1.09","3.89","0.45","0.00","$0",""
"","Joe Mantiply","RP","ARI","35","3","39.0","35","22","20","9","28","2","2","0","1.13","4.62","0.07","0.00","$925,000",""
"","James Karinchak","RP","CLE","44","0","39.0","24","18","14","28","52","2","5","0","1.33","3.23","0.15","0.00","$1,900,000",""
"","Matt Koch","RP","COL","39","1","38.7","41","22","22","9","27","3","2","0","1.29","5.12","0.55","0.00","$0",""
"","Yohan Ramirez","RP","CHW","31","0","38.3","39","21","18","17","35","1","0","0","1.46","4.23","0.19","0.00","$698,477",""
"","John Brebbia","RP","SF","40","10","38.3","31","21","17","14","47","3","5","0","1.17","3.99","0.17","0.00","$4,000,000",""
"","Dallas Keuchel","SP","MIN","10","6","37.7","45","25","25","18","25","2","1","0","1.67","5.97","-0.10","0.00","$0",""
"","Jimmy Lambert","RP","CHW","35","1","37.7","41","26","22","20","41","2","3","1","1.62","5.26","0.06","0.00","$759,250",""
"","Vincent Velasquez","SP","PIT","8","8","37.3","35","16","16","14","37","4","4","0","1.31","3.86","0.75","0.00","$0",""
"","John King","RP","STL","34","0","37.3","45","15","15","10","20","2","1","0","1.47","3.62","-0.15","0.00","$0",""
"","Ryan Helsley","RP/CL","STL","32","0","36.7","22","11","10","17","52","3","4","14","1.06","2.46","1.39","0.00","$3,800,000",""
"","JoJo Romero","RP","STL","27","0","36.7","29","17","15","10","42","4","2","3","1.06","3.68","0.63","0.00","$860,000",""
"","Carmen Mlodzinski","RP","PIT","35","1","36.0","28","14","9","18","34","3","3","1","1.28","2.25","0.76","0.00","$0",""
"","Austin Cox","RP","KC","24","3","35.7","28","20","18","17","33","0","1","1","1.26","4.54","0.18","0.00","$0",""
"","Thad Ward","RP","WSH","26","0","35.3","29","26","25","28","30","0","0","0","1.61","6.37","-0.30","0.00","$0",""
"","Nick Anderson","RP","ATL","34","0","35.3","30","14","12","9","36","4","0","1","1.10","3.06","0.68","0.00","$1,575,000",""
"","Grant Hartwig","RP","NYM","27","0","35.3","34","23","19","15","30","5","2","0","1.39","4.84","-0.41","0.00","$0",""
"","Karl Kauffmann","SP","COL","11","3","35.0","42","34","32","16","16","2","5","0","1.66","8.23","-0.80","0.00","$0",""
"","Mauricio Llovera","RP","BOS","30","0","35.0","36","25","19","15","29","2","3","0","1.46","4.89","0.19","0.00","$0",""
"","Beau Brieske","RP","DET","25","1","35.0","36","14","14","12","31","2","3","2","1.37","3.60","0.63","0.00","$0",""
"","Jesse Chavez","RP","ATL","35","1","34.7","26","10","6","12","39","1","0","1","1.10","1.56","1.38","0.00","$1,200,000",""
"","Trevor Megill","RP","MIL","30","2","34.7","35","14","14","12","52","1","0","0","1.36","3.64","0.41","0.00","$756,600",""
"","Nick Lodolo","SP","CIN","7","7","34.3","50","24","24","10","47","2","1","0","1.75","6.29","0.00","0.00","$760,000",""
"","José Ferrer","RP","WSH","39","0","34.0","37","19","19","13","25","3","0","0","1.47","5.03","-0.02","0.00","$743,000",""
"","Drew Rom","SP","STL","8","8","33.7","51","34","30","19","32","1","4","0","2.08","8.02","-1.00","0.00","$742,200",""
"","José Suarez","SP","LAA","11","7","33.7","46","32","31","20","28","1","3","0","1.96","8.29","-0.98","0.00","$925,000",""
"","Gavin Hollowell","RP","COL","26","0","33.7","31","23","22","18","32","2","0","1","1.46","5.88","0.02","0.00","$0",""
"","Victor Gonzalez","RP","LAD","32","1","33.7","27","15","15","10","30","3","3","0","1.10","4.01","0.25","0.00","$860,000",""
"","Luke Jackson","RP","SF","33","0","33.3","26","14","11","15","43","2","2","0","1.23","2.97","0.56","0.00","$6,500,000",""
"","Mason Miller","SP","OAK","10","6","33.3","24","15","14","16","38","0","3","0","1.20","3.78","0.59","0.00","$740,000",""
"","Jimmy Cordero","RP","NYY","30","1","32.7","25","14","14","10","34","3","2","0","1.07","3.86","0.45","0.00","$0",""
"","Joe LaSorsa","RP","WSH","25","0","32.7","32","16","16","9","28","1","0","0","1.25","4.41","0.13","0.00","$0",""
"","Michael Soroka","SP","ATL","7","6","32.3","36","23","23","12","29","2","2","0","1.49","6.40","-0.44","0.00","$3,000,000",""
"","C.J. Edwards","RP","WSH","31","0","31.7","31","14","13","17","24","1","3","2","1.52","3.70","0.60","0.00","$0",""
"","Jonathan Hernandez","RP","TEX","33","0","31.7","35","20","19","15","34","1","2","0","1.58","5.40","-0.34","0.00","$1,245,000",""
"","Daniel Duarte","RP","CIN","31","0","31.7","24","14","13","20","23","3","0","1","1.39","3.70","0.57","0.00","$750,000",""
"","Trent Thornton","RP","SEA","27","1","31.3","30","12","7","6","26","1","2","0","1.15","2.01","0.10","0.00","$1,200,000",""
"","Kyle Wright","SP","ATL","9","7","31.0","40","26","24","17","34","1","3","0","1.84","6.97","-0.59","0.00","$1,800,000",""
"","Luis Frias","RP","ARI","29","0","31.0","30","14","14","17","26","1","0","0","1.52","4.07","0.25","0.00","$0",""
"","Caleb Thielbar","RP","MIN","36","0","30.7","23","12","11","6","36","3","1","0","0.95","3.23","0.70","0.00","$3,225,000",""
"","Ryan Thompson","RP","ARI","30","0","30.7","20","14","13","8","21","1","2","1","0.91","3.82","-0.45","0.00","$1,350,000",""
"","Abner Uribe","RP","MIL","32","0","30.7","16","8","6","20","39","1","0","1","1.17","1.76","0.97","0.00","$747,400",""
"","Jacob deGrom","SP","TEX","6","6","30.3","19","11","9","4","45","2","0","0","0.76","2.67","0.88","0.00","$40,000,000",""
"","Sean Hjelle","RP","SF","15","0","29.0","38","25","21","13","31","2","1","0","1.76","6.52","-0.60","0.00","$0",""
"","Angel Perdomo","RP","PIT","30","0","29.0","21","14","12","11","44","3","2","0","1.10","3.72","0.43","0.00","$740,000",""
"","Jimmy Herget","RP","LAA","29","1","29.0","33","15","15","8","26","2","4","0","1.41","4.66","0.27","0.00","$0",""
"","Isaiah Campbell","RP","SEA","27","0","28.7","22","9","9","13","33","4","1","1","1.22","2.83","0.54","0.00","$746,000",""
"","Jackson Kowar","RP","KC","23","0","28.0","34","24","20","20","29","2","0","0","1.93","6.43","-0.56","0.00","$743,000",""
