"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2024",""
"","Xzavion Curry","SP","CLE","41","9","95.0","98","47","43","30","67","3","4","0","1.35","4.07","0.54","24.64","$0",""
"","Eury Pérez","SP","MIA","19","19","91.3","72","35","32","31","108","5","6","0","1.13","3.15","2.48","75.08","$748,000",""
"","Jhony Brito","RP","NYY","25","13","90.3","82","47","43","28","72","9","7","1","1.22","4.28","0.72","0.00","$740,000",""
"","Carlos Carrasco","SP","NYM","20","20","90.0","115","71","68","38","66","3","8","0","1.70","6.80","-1.32","0.75","$2,000,000",""
"","Zack Littell","SP","TB","26","14","90.0","94","43","41","12","74","3","6","0","1.18","4.10","-0.04","33.31","$1,850,000",""
"","Ryan Yarbrough","RP","LAD","25","9","89.7","96","45","45","14","67","8","7","2","1.23","4.52","0.82","0.00","$3,900,000",""
"","Luis Severino","SP","NYY","19","18","89.3","113","73","66","34","79","4","8","0","1.65","6.65","-1.51","0.82","$13,000,000",""
"","Jake Bird","RP","COL","70","3","89.3","94","47","43","27","77","3","3","0","1.35","4.33","0.00","30.90","$745,000",""
"","Ross Stripling","SP","SF","22","11","89.0","104","54","53","16","70","0","5","0","1.35","5.36","0.06","5.89","$9,250,000",""
"","Tommy Henry","SP","ARI","17","16","89.0","86","42","41","35","64","5","4","0","1.36","4.15","1.06","55.37","$0",""
"","Ben Lively","SP","CIN","19","12","88.7","96","53","53","25","79","4","7","0","1.37","5.38","0.33","23.47","$750,000",""
"","Matt Strahm","RP","PHI","56","10","87.7","68","34","32","21","108","9","5","2","1.01","3.29","2.17","73.92","$7,500,000",""
"","Bryan Woo","SP","SEA","18","18","87.7","75","44","41","31","93","4","5","0","1.21","4.21","0.56","51.14","$749,000",""
"","Peter Lambert","SP","COL","24","11","87.3","93","54","52","28","71","3","7","0","1.38","5.36","0.48","12.47","$1,250,000",""
"","Connor Seabold","RP","COL","27","13","87.3","116","76","73","28","67","1","7","0","1.65","7.52","-1.22","0.00","$0",""
"","Touki Toussaint","SP","CHW","20","16","87.0","69","48","48","57","85","4","7","0","1.45","4.97","0.02","33.49","$0",""
"","Chase Anderson","SP","COL","19","17","86.3","90","53","52","33","64","1","6","1","1.42","5.42","0.21","17.89","$1,250,000",""
"","Jake Junis","RP","SF","40","4","86.0","90","42","37","21","96","4","3","1","1.29","3.87","0.82","0.00","$4,000,000",""
"","Tyler Holton","RP","DET","58","1","85.3","56","21","20","18","74","3","2","1","0.87","2.11","2.95","97.33","$758,300",""
"","Jesse Scholtens","SP","CHW","25","11","85.0","100","54","50","30","58","1","9","1","1.53","5.29","0.26","16.07","$745,000",""
"","Yonny Chirinos","RP","ATL","20","9","85.0","91","53","51","27","53","5","5","0","1.39","5.40","0.41","0.00","$0",""
"","Tristan Beck","RP","SF","33","3","85.0","83","40","37","21","68","3","3","2","1.22","3.92","1.12","0.00","$747,500",""
"","Josh Winckowski","RP","BOS","60","1","84.3","89","34","27","31","82","4","4","3","1.42","2.88","1.86","71.35","$760,000",""
"","Chris Stratton","RP","TEX","63","0","82.7","70","39","37","25","81","2","1","1","1.15","4.03","0.10","34.81","$3,500,000",""
"","Jaime Barria","RP","LAA","34","6","82.3","91","63","52","30","62","2","6","0","1.47","5.68","-0.92","0.00","$0",""
"","Gavin Williams","SP","CLE","16","16","82.0","66","32","30","37","81","3","5","0","1.26","3.29","1.81","0.00","$742,100",""
"","Dakota Hudson","SP","STL","18","12","81.3","88","46","45","34","45","6","3","0","1.50","4.98","0.53","33.00","$1,500,000",""
"","Bailey Falter","SP","PIT","18","14","80.7","94","55","48","20","60","2","9","0","1.41","5.36","-0.33","15.35","$755,000",""
"","Tarik Skubal","SP","DET","15","15","80.3","58","28","25","14","102","7","3","0","0.90","2.80","2.01","0.00","$2,650,000",""
"","Michael Tonkin","RP","ATL","44","0","80.0","64","41","38","23","75","7","3","1","1.09","4.28","0.38","0.00","$887,040",""
"","Shintaro Fujinami","RP","BAL","63","7","79.0","73","65","63","45","83","7","8","2","1.49","7.18","-1.93","2.00","$0",""
"","Ty Blach","SP","COL","20","13","78.0","104","51","48","24","50","3","3","0","1.64","5.54","0.30","9.90","$0",""
"","Matt Manning","SP","DET","15","15","78.0","60","37","31","21","50","5","4","0","1.04","3.58","1.19","0.00","$0",""
"","Tanner Scott","RP","MIA","70","0","78.0","53","22","20","24","104","9","5","12","0.99","2.31","3.60","98.74","$5,700,000",""
"","Max Fried","SP","ATL","14","14","77.7","70","24","22","18","80","8","1","0","1.13","2.55","2.67","0.00","$15,000,000",""
"","Cole Irvin","RP","BAL","24","12","77.3","78","42","38","21","68","1","4","0","1.28","4.42","0.11","0.00","$2,000,000",""
"","Kyle Muller","SP","OAK","21","13","77.0","112","65","65","39","56","1","5","0","1.96","7.60","-1.36","0.51","$740,000",""
"","Bryse Wilson","RP","MIL","52","0","76.7","60","26","22","22","61","6","0","3","1.07","2.58","1.48","83.99","$1,000,000",""
"","Jose Quintana","SP","NYM","13","13","75.7","75","33","30","24","60","3","6","0","1.31","3.57","1.62","0.00","$13,000,000",""
"","Ian Gibaut","RP","CIN","73","0","75.7","69","33","28","28","69","8","4","3","1.28","3.33","1.80","74.24","$760,000",""
"","Buck Farmer","RP","CIN","70","0","75.0","58","36","35","29","70","4","5","3","1.16","4.20","0.99","42.95","$2,250,000",""
"","Justin Lawrence","RP/CL","COL","68","0","75.0","65","37","31","36","78","4","7","11","1.35","3.72","1.43","65.50","$745,000",""
"","Alec Marsh","SP","KC","17","8","74.3","77","50","47","39","85","3","9","0","1.56","5.69","0.00","7.23","$744,750",""
"","Tyler Rogers","RP","SF","67","0","74.0","66","27","25","19","60","4","5","2","1.15","3.04","1.71","69.71","$3,200,000",""
"","Trevor Richards","RP","TOR","55","3","72.7","63","41","40","35","105","2","1","0","1.35","4.95","-0.17","14.85","$2,150,000",""
"","Yennier Cano","RP","BAL","70","0","72.7","60","19","17","13","65","1","4","8","1.00","2.11","2.45","90.62","$752,300",""
"","Emmanuel Clase","RP/CL","CLE","73","0","72.7","68","37","26","16","64","3","9","44","1.16","3.22","0.54","79.61","$2,500,000",""
"","Julian Merryweather","RP","CHC","68","0","72.0","58","28","27","36","98","5","1","2","1.31","3.38","1.07","61.43","$1,175,000",""
"","Bryan Abreu","RP","HOU","70","0","72.0","44","17","14","31","100","3","2","5","1.04","1.75","2.48","91.00","$1,750,000",""
"","Garrett Whitlock","SP","BOS","22","10","71.7","82","43","41","13","72","5","5","1","1.33","5.15","0.21","17.17","$3,250,000",""
"","Matt Boyd","SP","DET","15","15","71.0","69","46","43","25","73","5","5","0","1.32","5.45","-0.16","0.00","$0",""
"","Joel Payamps","RP","MIL","69","0","70.7","57","24","20","17","77","7","5","3","1.05","2.55","1.62","81.87","$1,650,000",""
"","Matt Brash","RP","SEA","75","0","70.7","65","26","24","29","107","9","4","4","1.33","3.06","1.31","71.23","$757,600",""
"","Bryan Hoeing","RP","MIA","33","7","70.7","71","45","43","25","53","2","3","0","1.36","5.48","0.10","0.00","$750,500",""
"","Scott McGough","RP","ARI","63","1","70.3","60","40","37","30","86","2","7","9","1.28","4.74","0.06","16.54","$3,000,000",""
"","Carlos Hernandez","RP","KC","67","4","70.0","62","43","41","31","77","1","10","4","1.33","5.27","-0.20","15.76","$1,012,500",""
"","Brent Suter","RP","COL","57","2","69.3","65","36","26","25","55","4","3","0","1.30","3.38","0.84","50.87","$2,500,000",""
"","Emilio Pagan","RP","MIN","61","1","69.3","45","26","23","21","65","5","2","1","0.95","2.99","1.35","72.75","$8,000,000",""
"","Kyle Finnegan","RP/CL","WSH","67","0","69.3","66","33","29","24","63","7","5","28","1.30","3.76","0.97","67.92","$5,100,000",""
"","Craig Kimbrel","RP/CL","PHI","69","0","69.0","44","28","25","28","94","8","6","23","1.04","3.26","1.81","59.51","$12,000,000",""
"","Michael Grove","SP","LAD","18","12","69.0","83","47","47","19","73","2","3","0","1.48","6.13","-0.84","7.98","$760,000",""
"","Justin Topa","RP","SEA","73","0","69.0","61","26","20","18","61","5","4","3","1.14","2.61","1.64","80.04","$1,250,000",""
"","Jason Foley","RP","DET","70","0","69.0","65","21","20","15","55","3","3","7","1.16","2.61","2.03","84.99","$766,300",""
"","Trevor Stephan","RP","CLE","68","0","68.7","63","35","31","26","75","7","7","2","1.30","4.06","0.29","32.49","$1,600,000",""
"","Hector Neris","RP","HOU","70","0","68.3","41","16","13","31","77","6","3","2","1.05","1.71","2.52","66.53","$9,000,000",""
"","Scott Barlow","RP","SD","62","0","68.0","61","39","33","34","79","2","6","13","1.40","4.37","-0.36","19.60","$6,700,000",""
"","Andre Pallante","RP","STL","62","0","68.0","76","37","36","30","43","4","1","0","1.56","4.77","0.08","21.15","$756,900",""
"","Louie Varland","RP","MIN","17","10","68.0","66","35","35","17","71","4","3","0","1.22","4.63","0.48","0.00","$745,400",""
"","Camilo Doval","RP/CL","SF","67","0","67.7","51","32","22","26","87","6","6","39","1.14","2.93","1.49","95.54","$770,000",""
"","Rafael Montero","RP","HOU","67","0","67.3","74","40","38","29","79","3","3","1","1.53","5.08","-0.35","0.36","$11,500,000",""
"","Phil Bickford","RP","NYM","57","0","67.3","59","41","37","39","76","5","5","1","1.46","4.95","-0.23","19.52","$0",""
"","Eli Morgan","RP","CLE","59","0","67.3","73","37","30","24","75","5","2","1","1.44","4.01","-0.17","26.07","$751,200",""
"","Brusdar Graterol","RP","LAD","66","1","67.3","53","14","9","12","48","4","2","7","0.96","1.20","2.49","95.68","$2,700,000",""
"","David Bednar","RP/CL","PIT","66","0","67.3","53","22","15","21","80","3","3","39","1.10","2.01","2.47","98.17","$4,510,000",""
"","Alexis Diaz","RP/CL","CIN","69","0","67.3","44","30","23","36","86","9","6","37","1.19","3.07","1.79","95.34","$760,000",""
"","Brandon Woodruff","SP","MIL","11","11","67.0","40","17","17","15","74","5","1","0","0.82","2.28","2.44","0.00","$2,500,000",""
"","Kevin Kelly","RP","TB","54","0","67.0","53","27","23","15","56","5","2","1","1.01","3.09","0.73","71.85","$0",""
